46.1,08/08/2022,2.820208333333333
46.1,09/08/2022,2.3662857142857123
46.1,10/08/2022,2.0129166666666674
46.1,11/08/2022,1.7602083333333323
46.1,12/08/2022,1.5975000000000013
46.1,13/08/2022,1.462291666666667
46.1,14/08/2022,1.3699999999999992
46.1,15/08/2022,1.3297916666666667
46.1,16/08/2022,1.1810416666666677
46.1,17/08/2022,1.076041666666667
46.1,18/08/2022,0.9083333333333335
46.1,19/08/2022,0.8025000000000002
46.1,20/08/2022,0.7802083333333333
46.1,21/08/2022,0.7445833333333333
46.1,22/08/2022,0.6568749999999995
46.1,23/08/2022,0.6
