53.1,08/08/2022,0.03541666666666669
53.1,09/08/2022,0.030000000000000023
53.1,10/08/2022,0.028958333333333353
53.1,11/08/2022,0.02041666666666668
53.1,12/08/2022,0.02000000000000001
53.1,13/08/2022,0.01750000000000001
53.1,14/08/2022,0.018333333333333344
53.1,15/08/2022,0.02000000000000001
53.1,16/08/2022,0.011666666666666672
53.1,17/08/2022,0.010000000000000005
53.1,18/08/2022,0.010000000000000005
53.1,19/08/2022,0.010000000000000005
53.1,20/08/2022,0.010000000000000005
53.1,21/08/2022,0.010000000000000005
53.1,22/08/2022,0.010000000000000005
53.1,23/08/2022,0.01
