64.0,08/08/2022,572.5683333333332
64.0,09/08/2022,621.121458333333
64.0,10/08/2022,568.2020833333332
64.0,11/08/2022,498.51020833333314
64.0,12/08/2022,434.7577083333333
64.0,13/08/2022,376.5320833333333
64.0,14/08/2022,321.40999999999997
64.0,15/08/2022,271.17541666666665
64.0,16/08/2022,230.2029166666666
64.0,17/08/2022,171.58500000000004
64.0,18/08/2022,107.26604166666664
64.0,19/08/2022,66.83229166666666
64.0,20/08/2022,61.978124999999984
64.0,21/08/2022,71.92916666666666
64.0,22/08/2022,83.0170833333333
64.0,23/08/2022,87.44
