123.0,08/08/2022,104.15916666666668
123.0,09/08/2022,65.63666666666668
123.0,10/08/2022,38.17249999999999
123.0,11/08/2022,16.30854166666667
123.0,12/08/2022,8.297499999999998
123.0,13/08/2022,5.161041666666667
123.0,14/08/2022,3.5314583333333327
123.0,15/08/2022,2.948541666666666
123.0,16/08/2022,2.5658333333333325
123.0,17/08/2022,2.214791666666666
123.0,18/08/2022,1.9143749999999997
123.0,19/08/2022,1.6175000000000006
123.0,20/08/2022,1.3391666666666666
123.0,21/08/2022,1.1135416666666669
123.0,22/08/2022,0.9108333333333342
123.0,23/08/2022,0.81
