71.0,23/08/2022,1.083333333333334
71.0,24/08/2022,1.3845833333333337
71.0,25/08/2022,1.7491666666666659
71.0,26/08/2022,1.8202083333333323
71.0,27/08/2022,26.03125
71.0,28/08/2022,19.444999999999997
71.0,29/08/2022,7.677500000000001
71.0,30/08/2022,5.474166666666668
71.0,31/08/2022,4.533333333333338
71.0,01/09/2022,4.126458333333335
71.0,02/09/2022,6.909791666666667
71.0,03/09/2022,4.608541666666668
71.0,04/09/2022,3.867500000000001
71.0,05/09/2022,3.447916666666664
71.0,06/09/2022,3.160833333333336
71.0,07/09/2022,2.98
