115.0,23/08/2022,4.132083333333331
115.0,24/08/2022,4.076666666666667
115.0,25/08/2022,4.079583333333334
115.0,26/08/2022,4.126249999999996
115.0,27/08/2022,14.242291666666667
115.0,28/08/2022,28.07104166666667
115.0,29/08/2022,30.69979166666666
115.0,30/08/2022,21.921458333333337
115.0,31/08/2022,13.378124999999999
115.0,01/09/2022,9.74125
115.0,02/09/2022,8.065208333333329
115.0,03/09/2022,7.280000000000007
115.0,04/09/2022,7.340416666666663
115.0,05/09/2022,7.999583333333327
115.0,06/09/2022,8.086666666666662
115.0,07/09/2022,7.77
