141.0,23/08/2022,18.147083333333345
141.0,24/08/2022,17.761666666666653
141.0,25/08/2022,18.892499999999995
141.0,26/08/2022,63.558125
141.0,27/08/2022,205.14604166666663
141.0,28/08/2022,193.64979166666663
141.0,29/08/2022,155.1241666666667
141.0,30/08/2022,103.80520833333333
141.0,31/08/2022,55.69541666666666
141.0,01/09/2022,42.48541666666667
141.0,02/09/2022,63.104583333333316
141.0,03/09/2022,126.91749999999998
141.0,04/09/2022,216.86083333333337
141.0,05/09/2022,244.78333333333333
141.0,06/09/2022,165.93208333333334
141.0,07/09/2022,120.15
