55.1,23/08/2022,5.746041666666667
55.1,24/08/2022,5.230208333333336
55.1,25/08/2022,4.866041666666664
55.1,26/08/2022,5.190416666666667
55.1,27/08/2022,10.377916666666664
55.1,28/08/2022,25.89583333333333
55.1,29/08/2022,32.972083333333345
55.1,30/08/2022,34.742916666666645
55.1,31/08/2022,32.881041666666654
55.1,01/09/2022,27.59687500000001
55.1,02/09/2022,28.47854166666666
55.1,03/09/2022,35.45333333333331
55.1,04/09/2022,38.70833333333331
55.1,05/09/2022,41.79104166666665
55.1,06/09/2022,44.53374999999997
55.1,07/09/2022,44.49
