Location Names,Queguay Pte. R-3,Queguay Pte. R-3
Location Ids,141.0,141.0
Time,H.obs,Q.obs
2022-09-05 21:30:00,4.39,225.59
2022-09-05 22:00:00,4.38,224.15
2022-09-05 22:30:00,4.37,222.72
2022-09-05 23:00:00,4.35,219.88
2022-09-05 23:30:00,4.34,218.47
2022-09-06 00:00:00,4.32,215.65
2022-09-06 00:30:00,4.31,214.26
2022-09-06 01:00:00,4.29,211.48
2022-09-06 01:30:00,4.28,210.09
2022-09-06 02:00:00,4.26,207.35
2022-09-06 02:30:00,4.25,205.98
2022-09-06 03:00:00,4.23,203.27
2022-09-06 03:30:00,4.21,200.57
2022-09-06 04:00:00,4.2,199.23
2022-09-06 04:30:00,4.18,196.57
2022-09-06 05:00:00,4.16,193.92
2022-09-06 05:30:00,4.15,192.61
2022-09-06 06:00:00,4.13,190.0
2022-09-06 06:30:00,4.11,187.41
2022-09-06 07:00:00,4.09,184.84
2022-09-06 07:30:00,4.08,183.56
2022-09-06 08:00:00,4.06,181.03
2022-09-06 08:30:00,4.04,178.51
2022-09-06 09:00:00,4.02,176.01
2022-09-06 09:30:00,4.0,173.54
2022-09-06 10:00:00,3.99,172.3
2022-09-06 10:30:00,3.97,169.86
2022-09-06 11:00:00,3.95,167.43
2022-09-06 11:30:00,3.93,165.03
2022-09-06 12:00:00,3.91,162.65
2022-09-06 12:30:00,3.9,161.46
2022-09-06 13:00:00,3.88,159.11
2022-09-06 13:30:00,3.86,156.77
2022-09-06 14:00:00,3.84,154.46
2022-09-06 14:30:00,3.82,152.17
2022-09-06 15:00:00,3.81,151.03
2022-09-06 15:30:00,3.79,148.76
2022-09-06 16:00:00,3.77,146.52
2022-09-06 16:30:00,3.76,145.41
2022-09-06 17:00:00,3.74,143.19
2022-09-06 17:30:00,3.72,141.0
2022-09-06 18:00:00,3.71,139.91
2022-09-06 18:30:00,3.69,137.75
2022-09-06 19:00:00,3.67,135.6
2022-09-06 19:30:00,3.66,134.54
2022-09-06 20:00:00,3.64,132.42
2022-09-06 20:30:00,3.62,130.33
2022-09-06 21:00:00,3.61,129.29
2022-09-06 21:30:00,3.59,127.22
2022-09-06 22:00:00,3.58,126.2
2022-09-06 22:30:00,3.56,124.16
2022-09-06 23:00:00,3.55,123.15
2022-09-06 23:30:00,3.53,121.14
2022-09-07 00:00:00,3.52,120.15
