Location Names,Fray Marcos,Fray Marcos
Location Ids,44.0,44.0
Time,H.obs,Q.obs
2022-08-26 03:00:00,0.41,5.95
2022-08-26 03:30:00,0.41,5.95
2022-08-26 04:00:00,0.41,5.95
2022-08-26 04:30:00,0.41,5.95
2022-08-26 05:00:00,0.41,5.95
2022-08-26 05:30:00,0.41,5.95
2022-08-26 06:00:00,0.41,5.95
2022-08-26 06:30:00,0.41,5.95
2022-08-26 07:00:00,0.41,5.95
2022-08-26 07:30:00,0.41,5.95
2022-08-26 08:00:00,0.41,5.95
2022-08-26 08:30:00,0.41,5.95
2022-08-26 09:00:00,0.41,5.95
2022-08-26 09:30:00,0.41,5.95
2022-08-26 10:00:00,0.41,5.95
2022-08-26 10:30:00,0.41,5.95
2022-08-26 11:00:00,0.41,5.95
2022-08-26 11:30:00,0.41,5.95
2022-08-26 12:00:00,0.41,5.95
2022-08-26 12:30:00,0.41,5.95
2022-08-26 13:00:00,0.41,5.95
2022-08-26 13:30:00,0.41,5.95
2022-08-26 14:00:00,0.41,5.95
2022-08-26 14:30:00,0.41,5.95
2022-08-26 15:00:00,0.41,5.95
2022-08-26 15:30:00,0.41,5.95
2022-08-26 16:00:00,0.4,5.73
2022-08-26 16:30:00,0.4,5.73
2022-08-26 17:00:00,0.4,5.73
2022-08-26 17:30:00,0.4,5.73
2022-08-26 18:00:00,0.4,5.73
2022-08-26 18:30:00,0.4,5.73
2022-08-26 19:00:00,0.4,5.73
2022-08-26 19:30:00,0.4,5.73
2022-08-26 20:00:00,0.4,5.73
2022-08-26 20:30:00,0.4,5.73
2022-08-26 21:00:00,0.4,5.73
2022-08-26 21:30:00,0.4,5.73
2022-08-26 22:00:00,0.4,5.73
2022-08-26 22:30:00,0.4,5.73
2022-08-26 23:00:00,0.39,5.51
2022-08-26 23:30:00,0.4,5.73
2022-08-27 00:00:00,0.4,5.73
2022-08-27 00:30:00,0.4,5.73
2022-08-27 01:00:00,0.4,5.73
2022-08-27 01:30:00,0.39,5.51
2022-08-27 02:00:00,0.39,5.51
2022-08-27 02:30:00,0.39,5.51
2022-08-27 03:00:00,0.4,5.73
2022-08-27 03:30:00,0.4,5.73
2022-08-27 04:00:00,0.39,5.51
2022-08-27 04:30:00,0.39,5.51
2022-08-27 05:00:00,0.4,5.73
2022-08-27 05:30:00,0.4,5.73
2022-08-27 06:00:00,0.4,5.73
2022-08-27 06:30:00,0.4,5.73
2022-08-27 07:00:00,0.4,5.73
2022-08-27 07:30:00,0.4,5.73
2022-08-27 08:00:00,0.4,5.73
2022-08-27 08:30:00,0.4,5.73
2022-08-27 09:00:00,0.41,5.95
2022-08-27 09:30:00,0.42,6.17
2022-08-27 10:00:00,0.42,6.17
2022-08-27 10:30:00,0.43,6.41
2022-08-27 11:00:00,0.44,6.64
2022-08-27 11:30:00,0.44,6.64
2022-08-27 12:00:00,0.44,6.64
2022-08-27 12:30:00,0.45,6.89
2022-08-27 13:00:00,0.46,7.14
2022-08-27 13:30:00,0.47,7.39
2022-08-27 14:00:00,0.48,7.65
2022-08-27 14:30:00,0.48,7.65
2022-08-27 15:00:00,0.48,7.65
2022-08-27 15:30:00,0.49,7.95
2022-08-27 16:00:00,0.5,8.16
2022-08-27 16:30:00,0.51,8.37
2022-08-27 17:00:00,0.53,8.8
2022-08-27 17:30:00,0.55,9.24
2022-08-27 18:00:00,0.56,9.46
2022-08-27 18:30:00,0.57,9.69
2022-08-27 19:00:00,0.57,9.69
2022-08-27 19:30:00,0.58,9.91
2022-08-27 20:00:00,0.58,9.91
2022-08-27 20:30:00,0.59,10.14
2022-08-27 21:00:00,0.59,10.14
2022-08-27 21:30:00,0.59,10.14
2022-08-27 22:00:00,0.6,10.38
2022-08-27 22:30:00,0.59,10.14
2022-08-27 23:00:00,0.59,10.14
2022-08-27 23:30:00,0.59,10.14
2022-08-28 00:00:00,0.59,10.14
2022-08-28 00:30:00,0.6,10.38
2022-08-28 01:00:00,0.6,10.38
2022-08-28 01:30:00,0.6,10.38
2022-08-28 02:00:00,0.61,10.61
2022-08-28 02:30:00,0.62,10.85
2022-08-28 03:00:00,0.62,10.85
2022-08-28 03:30:00,0.63,11.09
2022-08-28 04:00:00,0.64,11.33
2022-08-28 04:30:00,0.65,11.57
2022-08-28 05:00:00,0.65,11.57
2022-08-28 05:30:00,0.66,11.82
2022-08-28 06:00:00,0.67,12.07
2022-08-28 06:30:00,0.67,12.07
2022-08-28 07:00:00,0.68,12.32
2022-08-28 07:30:00,0.68,12.32
2022-08-28 08:00:00,0.69,12.57
2022-08-28 08:30:00,0.7,12.83
2022-08-28 09:00:00,0.7,12.83
2022-08-28 09:30:00,0.71,13.09
2022-08-28 10:00:00,0.72,13.35
2022-08-28 10:30:00,0.73,13.61
2022-08-28 11:00:00,0.74,13.88
2022-08-28 11:30:00,0.75,14.15
2022-08-28 12:00:00,0.75,14.15
2022-08-28 12:30:00,0.76,14.42
2022-08-28 13:00:00,0.77,14.69
2022-08-28 13:30:00,0.78,14.96
2022-08-28 14:00:00,0.79,15.24
2022-08-28 14:30:00,0.8,15.52
2022-08-28 15:00:00,0.81,15.8
2022-08-28 15:30:00,0.83,16.37
2022-08-28 16:00:00,0.84,16.66
2022-08-28 16:30:00,0.86,17.25
2022-08-28 17:00:00,0.88,17.84
2022-08-28 17:30:00,0.9,18.45
2022-08-28 18:00:00,0.92,19.06
2022-08-28 18:30:00,0.94,19.68
2022-08-28 19:00:00,0.96,20.31
2022-08-28 19:30:00,0.98,20.95
2022-08-28 20:00:00,1.0,21.6
2022-08-28 20:30:00,1.02,22.26
2022-08-28 21:00:00,1.04,22.93
2022-08-28 21:30:00,1.06,23.6
2022-08-28 22:00:00,1.09,24.63
2022-08-28 22:30:00,1.11,25.33
2022-08-28 23:00:00,1.14,26.4
2022-08-28 23:30:00,1.16,27.12
2022-08-29 00:00:00,1.18,27.85
2022-08-29 00:30:00,1.21,28.96
2022-08-29 01:00:00,1.23,29.71
2022-08-29 01:30:00,1.25,30.47
2022-08-29 02:00:00,1.27,31.24
2022-08-29 02:30:00,1.29,32.02
2022-08-29 03:00:00,1.31,32.81
2022-08-29 03:30:00,1.33,33.6
2022-08-29 04:00:00,1.35,34.41
2022-08-29 04:30:00,1.36,34.81
2022-08-29 05:00:00,1.37,35.22
2022-08-29 05:30:00,1.39,36.04
2022-08-29 06:00:00,1.39,36.04
2022-08-29 06:30:00,1.4,36.46
2022-08-29 07:00:00,1.41,36.87
2022-08-29 07:30:00,1.41,36.87
2022-08-29 08:00:00,1.41,36.87
2022-08-29 08:30:00,1.41,36.87
2022-08-29 09:00:00,1.41,36.87
2022-08-29 09:30:00,1.4,36.46
2022-08-29 10:00:00,1.4,36.46
2022-08-29 10:30:00,1.4,36.46
2022-08-29 11:00:00,1.39,36.04
2022-08-29 11:30:00,1.38,35.63
2022-08-29 12:00:00,1.37,35.22
2022-08-29 12:30:00,1.36,34.81
2022-08-29 13:00:00,1.35,34.41
2022-08-29 13:30:00,1.34,34.0
2022-08-29 14:00:00,1.33,33.6
2022-08-29 14:30:00,1.32,33.2
2022-08-29 15:00:00,1.31,32.81
2022-08-29 15:30:00,1.29,32.02
2022-08-29 16:00:00,1.28,31.63
2022-08-29 16:30:00,1.26,30.85
2022-08-29 17:00:00,1.25,30.47
2022-08-29 17:30:00,1.24,30.09
2022-08-29 18:00:00,1.22,29.33
2022-08-29 18:30:00,1.21,28.96
2022-08-29 19:00:00,1.19,28.22
2022-08-29 19:30:00,1.17,27.48
2022-08-29 20:00:00,1.16,27.12
2022-08-29 20:30:00,1.14,26.4
2022-08-29 21:00:00,1.13,26.04
2022-08-29 21:30:00,1.11,25.33
2022-08-29 22:00:00,1.1,24.98
2022-08-29 22:30:00,1.08,24.29
2022-08-29 23:00:00,1.07,23.94
2022-08-29 23:30:00,1.05,23.26
2022-08-30 00:00:00,1.04,22.93
2022-08-30 00:30:00,1.02,22.26
2022-08-30 01:00:00,1.01,21.93
2022-08-30 01:30:00,1.0,21.6
2022-08-30 02:00:00,0.99,21.27
2022-08-30 02:30:00,0.97,20.63
2022-08-30 03:00:00,0.96,20.31
2022-08-30 03:30:00,0.95,19.99
2022-08-30 04:00:00,0.94,19.68
2022-08-30 04:30:00,0.93,19.37
2022-08-30 05:00:00,0.92,19.06
2022-08-30 05:30:00,0.9,18.45
2022-08-30 06:00:00,0.89,18.14
2022-08-30 06:30:00,0.88,17.84
2022-08-30 07:00:00,0.87,17.54
2022-08-30 07:30:00,0.86,17.25
2022-08-30 08:00:00,0.86,17.25
2022-08-30 08:30:00,0.84,16.66
2022-08-30 09:00:00,0.84,16.66
2022-08-30 09:30:00,0.83,16.37
2022-08-30 10:00:00,0.82,16.09
2022-08-30 10:30:00,0.81,15.8
2022-08-30 11:00:00,0.81,15.8
2022-08-30 11:30:00,0.8,15.52
2022-08-30 12:00:00,0.79,15.24
2022-08-30 12:30:00,0.78,14.96
2022-08-30 13:00:00,0.78,14.96
2022-08-30 13:30:00,0.77,14.69
2022-08-30 14:00:00,0.76,14.42
2022-08-30 14:30:00,0.76,14.42
2022-08-30 15:00:00,0.75,14.15
2022-08-30 15:30:00,0.75,14.15
2022-08-30 16:00:00,0.74,13.88
2022-08-30 16:30:00,0.74,13.88
2022-08-30 17:00:00,0.73,13.61
2022-08-30 17:30:00,0.73,13.61
2022-08-30 18:00:00,0.72,13.35
2022-08-30 18:30:00,0.72,13.35
2022-08-30 19:00:00,0.71,13.09
2022-08-30 19:30:00,0.71,13.09
2022-08-30 20:00:00,0.7,12.83
2022-08-30 20:30:00,0.7,12.83
2022-08-30 21:00:00,0.69,12.57
2022-08-30 21:30:00,0.69,12.57
2022-08-30 22:00:00,0.69,12.57
2022-08-30 22:30:00,0.68,12.32
2022-08-30 23:00:00,0.68,12.32
2022-08-30 23:30:00,0.68,12.32
2022-08-31 00:00:00,0.67,12.07
2022-08-31 00:30:00,0.67,12.07
2022-08-31 01:00:00,0.67,12.07
2022-08-31 01:30:00,0.66,11.82
2022-08-31 02:00:00,0.66,11.82
2022-08-31 02:30:00,0.66,11.82
2022-08-31 03:00:00,0.65,11.57
2022-08-31 03:30:00,0.65,11.57
2022-08-31 04:00:00,0.65,11.57
2022-08-31 04:30:00,0.65,11.57
2022-08-31 05:00:00,0.64,11.33
2022-08-31 05:30:00,0.64,11.33
2022-08-31 06:00:00,0.64,11.33
2022-08-31 06:30:00,0.64,11.33
2022-08-31 07:00:00,0.63,11.09
2022-08-31 07:30:00,0.63,11.09
2022-08-31 08:00:00,0.63,11.09
2022-08-31 08:30:00,0.62,10.85
2022-08-31 09:00:00,0.62,10.85
2022-08-31 09:30:00,0.62,10.85
2022-08-31 10:00:00,0.62,10.85
2022-08-31 10:30:00,0.62,10.85
2022-08-31 11:00:00,0.61,10.61
2022-08-31 11:30:00,0.61,10.61
2022-08-31 12:00:00,0.61,10.61
2022-08-31 12:30:00,0.61,10.61
2022-08-31 13:00:00,0.6,10.38
2022-08-31 13:30:00,0.6,10.38
2022-08-31 14:00:00,0.6,10.38
2022-08-31 14:30:00,0.6,10.38
2022-08-31 15:00:00,0.6,10.38
2022-08-31 15:30:00,0.59,10.14
2022-08-31 16:00:00,0.59,10.14
2022-08-31 16:30:00,0.59,10.14
2022-08-31 17:00:00,0.59,10.14
2022-08-31 17:30:00,0.59,10.14
2022-08-31 18:00:00,0.59,10.14
2022-08-31 18:30:00,0.58,9.91
2022-08-31 19:00:00,0.58,9.91
2022-08-31 19:30:00,0.58,9.91
2022-08-31 20:00:00,0.58,9.91
2022-08-31 20:30:00,0.58,9.91
2022-08-31 21:00:00,0.58,9.91
2022-08-31 21:30:00,0.58,9.91
2022-08-31 22:00:00,0.58,9.91
2022-08-31 22:30:00,0.57,9.69
2022-08-31 23:00:00,0.57,9.69
2022-08-31 23:30:00,0.57,9.69
2022-09-01 00:00:00,0.57,9.69
2022-09-01 00:30:00,0.57,9.69
2022-09-01 01:00:00,0.57,9.69
2022-09-01 01:30:00,0.57,9.69
2022-09-01 02:00:00,0.57,9.69
2022-09-01 02:30:00,0.57,9.69
2022-09-01 03:00:00,0.57,9.69
2022-09-01 03:30:00,0.57,9.69
2022-09-01 04:00:00,0.57,9.69
2022-09-01 04:30:00,0.56,9.46
2022-09-01 05:00:00,0.56,9.46
2022-09-01 05:30:00,0.56,9.46
2022-09-01 06:00:00,0.56,9.46
2022-09-01 06:30:00,0.56,9.46
2022-09-01 07:00:00,0.56,9.46
2022-09-01 07:30:00,0.56,9.46
2022-09-01 08:00:00,0.56,9.46
2022-09-01 08:30:00,0.56,9.46
2022-09-01 09:00:00,0.55,9.24
2022-09-01 09:30:00,0.55,9.24
2022-09-01 10:00:00,0.55,9.24
2022-09-01 10:30:00,0.55,9.24
2022-09-01 11:00:00,0.55,9.24
2022-09-01 11:30:00,0.55,9.24
2022-09-01 12:00:00,0.55,9.24
2022-09-01 12:30:00,0.55,9.24
2022-09-01 13:00:00,0.55,9.24
2022-09-01 13:30:00,0.55,9.24
2022-09-01 14:00:00,0.54,9.02
2022-09-01 14:30:00,0.54,9.02
2022-09-01 15:00:00,0.54,9.02
2022-09-01 15:30:00,0.54,9.02
2022-09-01 16:00:00,0.54,9.02
2022-09-01 16:30:00,0.54,9.02
2022-09-01 17:00:00,0.54,9.02
2022-09-01 17:30:00,0.54,9.02
2022-09-01 18:00:00,0.54,9.02
2022-09-01 18:30:00,0.54,9.02
2022-09-01 19:00:00,0.54,9.02
2022-09-01 19:30:00,0.54,9.02
2022-09-01 20:00:00,0.54,9.02
2022-09-01 20:30:00,0.54,9.02
2022-09-01 21:00:00,0.54,9.02
2022-09-01 21:30:00,0.54,9.02
2022-09-01 22:00:00,0.54,9.02
2022-09-01 22:30:00,0.54,9.02
2022-09-01 23:00:00,0.54,9.02
2022-09-01 23:30:00,0.54,9.02
2022-09-02 00:00:00,0.54,9.02
2022-09-02 00:30:00,0.54,9.02
2022-09-02 01:00:00,0.54,9.02
2022-09-02 01:30:00,0.54,9.02
2022-09-02 02:00:00,0.54,9.02
2022-09-02 02:30:00,0.54,9.02
2022-09-02 03:00:00,0.54,9.02
2022-09-02 03:30:00,0.54,9.02
2022-09-02 04:00:00,0.54,9.02
2022-09-02 04:30:00,0.53,8.8
2022-09-02 05:00:00,0.53,8.8
2022-09-02 05:30:00,0.53,8.8
2022-09-02 06:00:00,0.53,8.8
2022-09-02 06:30:00,0.53,8.8
2022-09-02 07:00:00,0.53,8.8
2022-09-02 07:30:00,0.53,8.8
2022-09-02 08:00:00,0.53,8.8
2022-09-02 08:30:00,0.53,8.8
2022-09-02 09:00:00,0.53,8.8
2022-09-02 09:30:00,0.53,8.8
2022-09-02 10:00:00,0.53,8.8
2022-09-02 10:30:00,0.53,8.8
2022-09-02 11:00:00,0.53,8.8
2022-09-02 11:30:00,0.53,8.8
2022-09-02 12:00:00,0.53,8.8
2022-09-02 12:30:00,0.53,8.8
2022-09-02 13:00:00,0.53,8.8
2022-09-02 13:30:00,0.53,8.8
2022-09-02 14:00:00,0.53,8.8
2022-09-02 14:30:00,0.54,9.02
2022-09-02 15:00:00,0.54,9.02
2022-09-02 15:30:00,0.54,9.02
2022-09-02 16:00:00,0.54,9.02
2022-09-02 16:30:00,0.54,9.02
2022-09-02 17:00:00,0.54,9.02
2022-09-02 17:30:00,0.55,9.24
2022-09-02 18:00:00,0.55,9.24
2022-09-02 18:30:00,0.56,9.46
2022-09-02 19:00:00,0.56,9.46
2022-09-02 19:30:00,0.56,9.46
2022-09-02 20:00:00,0.57,9.69
2022-09-02 20:30:00,0.57,9.69
2022-09-02 21:00:00,0.58,9.91
2022-09-02 21:30:00,0.59,10.14
2022-09-02 22:00:00,0.6,10.38
2022-09-02 22:30:00,0.61,10.61
2022-09-02 23:00:00,0.62,10.85
2022-09-02 23:30:00,0.63,11.09
2022-09-03 00:00:00,0.64,11.33
2022-09-03 00:30:00,0.66,11.82
2022-09-03 01:00:00,0.68,12.32
2022-09-03 01:30:00,0.69,12.57
2022-09-03 02:00:00,0.71,13.09
2022-09-03 02:30:00,0.73,13.61
2022-09-03 03:00:00,0.75,14.15
2022-09-03 03:30:00,0.77,14.69
2022-09-03 04:00:00,0.8,15.52
2022-09-03 04:30:00,0.82,16.09
2022-09-03 05:00:00,0.84,16.66
2022-09-03 05:30:00,0.87,17.54
2022-09-03 06:00:00,0.89,18.14
2022-09-03 06:30:00,0.92,19.06
2022-09-03 07:00:00,0.95,19.99
2022-09-03 07:30:00,0.98,20.95
2022-09-03 08:00:00,1.0,21.6
2022-09-03 08:30:00,1.03,22.59
2022-09-03 09:00:00,1.05,23.26
2022-09-03 09:30:00,1.07,23.94
2022-09-03 10:00:00,1.1,24.98
2022-09-03 10:30:00,1.12,25.68
2022-09-03 11:00:00,1.14,26.4
2022-09-03 11:30:00,1.17,27.48
2022-09-03 12:00:00,1.19,28.22
2022-09-03 12:30:00,1.2,28.59
2022-09-03 13:00:00,1.22,29.33
2022-09-03 13:30:00,1.24,30.09
2022-09-03 14:00:00,1.25,30.47
2022-09-03 14:30:00,1.27,31.24
2022-09-03 15:00:00,1.29,32.02
2022-09-03 15:30:00,1.3,32.41
2022-09-03 16:00:00,1.31,32.81
2022-09-03 16:30:00,1.32,33.2
2022-09-03 17:00:00,1.33,33.6
2022-09-03 17:30:00,1.33,33.6
2022-09-03 18:00:00,1.33,33.6
2022-09-03 18:30:00,1.34,34.0
2022-09-03 19:00:00,1.34,34.0
2022-09-03 19:30:00,1.34,34.0
2022-09-03 20:00:00,1.34,34.0
2022-09-03 20:30:00,1.34,34.0
2022-09-03 21:00:00,1.34,34.0
2022-09-03 21:30:00,1.34,34.0
2022-09-03 22:00:00,1.33,33.6
2022-09-03 22:30:00,1.32,33.2
2022-09-03 23:00:00,1.32,33.2
2022-09-03 23:30:00,1.31,32.81
2022-09-04 00:00:00,1.31,32.81
2022-09-04 00:30:00,1.3,32.41
2022-09-04 01:00:00,1.29,32.02
2022-09-04 01:30:00,1.28,31.63
2022-09-04 02:00:00,1.28,31.63
2022-09-04 02:30:00,1.26,30.85
2022-09-04 03:00:00,1.25,30.47
2022-09-04 03:30:00,1.24,30.09
2022-09-04 04:00:00,1.23,29.71
2022-09-04 04:30:00,1.22,29.33
2022-09-04 05:00:00,1.21,28.96
2022-09-04 05:30:00,1.2,28.59
2022-09-04 06:00:00,1.18,27.85
2022-09-04 06:30:00,1.17,27.48
2022-09-04 07:00:00,1.16,27.12
2022-09-04 07:30:00,1.15,26.76
2022-09-04 08:00:00,1.14,26.4
2022-09-04 08:30:00,1.13,26.04
2022-09-04 09:00:00,1.11,25.33
2022-09-04 09:30:00,1.1,24.98
2022-09-04 10:00:00,1.09,24.63
2022-09-04 10:30:00,1.08,24.29
2022-09-04 11:00:00,1.07,23.94
2022-09-04 11:30:00,1.05,23.26
2022-09-04 12:00:00,1.04,22.93
2022-09-04 12:30:00,1.03,22.59
2022-09-04 13:00:00,1.02,22.26
2022-09-04 13:30:00,1.01,21.93
2022-09-04 14:00:00,1.0,21.6
2022-09-04 14:30:00,0.99,21.27
2022-09-04 15:00:00,0.98,20.95
2022-09-04 15:30:00,0.97,20.63
2022-09-04 16:00:00,0.96,20.31
2022-09-04 16:30:00,0.95,19.99
2022-09-04 17:00:00,0.94,19.68
2022-09-04 17:30:00,0.93,19.37
2022-09-04 18:00:00,0.92,19.06
2022-09-04 18:30:00,0.91,18.75
2022-09-04 19:00:00,0.91,18.75
2022-09-04 19:30:00,0.9,18.45
2022-09-04 20:00:00,0.89,18.14
2022-09-04 20:30:00,0.88,17.84
2022-09-04 21:00:00,0.87,17.54
2022-09-04 21:30:00,0.86,17.25
2022-09-04 22:00:00,0.86,17.25
2022-09-04 22:30:00,0.85,16.96
2022-09-04 23:00:00,0.85,16.96
2022-09-04 23:30:00,0.84,16.66
2022-09-05 00:00:00,0.83,16.37
2022-09-05 00:30:00,0.83,16.37
2022-09-05 01:00:00,0.82,16.09
2022-09-05 01:30:00,0.82,16.09
2022-09-05 02:00:00,0.81,15.8
2022-09-05 02:30:00,0.8,15.52
2022-09-05 03:00:00,0.8,15.52
2022-09-05 03:30:00,0.8,15.52
2022-09-05 04:00:00,0.79,15.24
2022-09-05 04:30:00,0.79,15.24
2022-09-05 05:00:00,0.78,14.96
2022-09-05 05:30:00,0.78,14.96
2022-09-05 06:00:00,0.78,14.96
2022-09-05 06:30:00,0.77,14.69
2022-09-05 07:00:00,0.77,14.69
2022-09-05 07:30:00,0.76,14.42
2022-09-05 08:00:00,0.76,14.42
2022-09-05 08:30:00,0.76,14.42
2022-09-05 09:00:00,0.76,14.42
2022-09-05 09:30:00,0.75,14.15
2022-09-05 10:00:00,0.75,14.15
2022-09-05 10:30:00,0.75,14.15
2022-09-05 11:00:00,0.74,13.88
2022-09-05 11:30:00,0.74,13.88
2022-09-05 12:00:00,0.74,13.88
2022-09-05 12:30:00,0.73,13.61
2022-09-05 13:00:00,0.73,13.61
2022-09-05 13:30:00,0.73,13.61
2022-09-05 14:00:00,0.72,13.35
2022-09-05 14:30:00,0.72,13.35
2022-09-05 15:00:00,0.72,13.35
2022-09-05 15:30:00,0.72,13.35
2022-09-05 16:00:00,0.71,13.09
2022-09-05 16:30:00,0.71,13.09
2022-09-05 17:00:00,0.71,13.09
2022-09-05 17:30:00,0.71,13.09
2022-09-05 18:00:00,0.71,13.09
2022-09-05 18:30:00,0.71,13.09
