HBVland			
date	Prec.	Temp	Qobs
19900505	0	18.1	0.468
19900506	0	17.4	0.454
19900507	0	15.4	0.441
19900508	0	14	0.427
19900509	0	15.1	0.415
19900510	0	17.2	0.402
19900511	0	10.4	0.39
19900512	0	8.9	0.378
19900513	4.1	10.6	0.373
19900514	2.5	9	0.376
19900515	0	14.4	0.372
19900516	6	8.8	0.372
19900517	0.8	6.9	0.38
19900518	0	7.5	0.369
19900519	0	8.6	0.357
19900520	0	9.5	0.347
19900521	0	10.3	0.336
19900522	0	9	0.326
19900523	1.7	10.3	0.318
19900524	3.8	11	0.317
19900525	0.3	9.1	0.316
19900526	1.8	5.9	0.31
19900527	0.1	7.5	0.305
19900528	0	10.5	0.296
19900529	0.1	11.2	0.288
19900530	0	13.9	0.279
19900531	0	14.1	0.271
19900601	0	14.5	0.263
19900602	0	14.1	0.255
19900603	0	15.8	0.247
19900604	0.3	15.9	0.24
19900605	0.6	13.8	0.234
19900606	0	12.4	0.227
19900607	0	11.2	0.221
19900608	0	14	0.214
19900609	0	15.1	0.208
19900610	0	15.2	0.201
19900611	8.6	15.5	0.199
19900612	0	15	0.201
19900613	0	14.7	0.196
19900614	0	13.9	0.19
19900615	0.7	13.5	0.185
19900616	6.5	15.3	0.182
19900617	1.9	11.4	0.183
19900618	3.8	11.6	0.182
19900619	0	14.7	0.18
19900620	6.9	13.9	0.178
19900621	9.9	16	0.185
19900622	4	15.3	0.194
19900623	1.3	16	0.195
19900624	0	16.1	0.192
19900625	0	17.8	0.186
19900626	0	16.9	0.18
19900627	1.3	17.2	0.176
19900628	9.9	14.6	0.177
19900629	0	17.6	0.182
19900630	0	16.3	0.178
19900701	12.4	16.1	0.181
19900702	2.7	15.1	0.192
19900703	3.7	14.6	0.192
19900704	0	14.9	0.192
19900705	19.1	14.5	0.218
19900706	4.8	14.2	0.271
19900707	0.8	15.4	0.263
19900708	2.6	14.7	0.239
19900709	0.6	15.4	0.233
19900710	0.5	15.1	0.229
19900711	1.5	15	0.224
19900712	2.6	15.3	0.223
19900713	0.6	14.4	0.221
19900714	0	14.7	0.216
19900715	0.5	17	0.21
19900716	8.9	14.9	0.214
19900717	2.2	15.8	0.226
19900718	4.6	15.3	0.227
19900719	5.9	13.6	0.235
19900720	0.9	16.4	0.241
19900721	8.2	16.9	0.25
19900722	3	14.6	0.267
19900723	2.4	14.4	0.265
19900724	0	15.4	0.262
19900725	0	16.1	0.255
19900726	0	17.3	0.247
19900727	0	19.8	0.24
19900728	0	20.7	0.233
19900729	8	16.2	0.234
19900730	0.6	17.9	0.242
19900731	5.8	16.4	0.242
19900801	0	17.7	0.245
19900802	0	19.7	0.239
19900803	0	21	0.232
19900804	0	20.6	0.225
19900805	0.9	19	0.219
19900806	0.3	14.2	0.214
19900807	0	14.5	0.208
19900808	0.2	14	0.202
19900809	0.7	15.1	0.196
19900810	0	14.6	0.191
19900811	0	16.1	0.186
19900812	0	15.7	0.18
19900813	12.4	17.4	0.184
19900814	0.1	17.1	0.194
19900815	0	18.3	0.188
19900816	3	17.4	0.184
19900817	0.4	17.7	0.182
19900818	0.9	15.4	0.178
19900819	0.4	14.8	0.174
19900820	0	14	0.169
19900821	0	15.5	0.164
19900822	0	16	0.159
19900823	0	15.3	0.155
19900824	1.2	11.6	0.15
19900825	5.5	9.8	0.15
19900826	0.2	11.9	0.151
19900827	0	12.1	0.147
19900828	0	16.3	0.143
19900829	0	17.7	0.139
19900830	0	16.3	0.134
19900831	0	16.6	0.13
19900901	20.6	14.9	0.147
19900902	18.9	13	0.215
19900903	0	12.9	0.265
19900904	0	11	0.229
19900905	0	11.2	0.196
19900906	3.8	10.6	0.19
19900907	4.6	11.5	0.197
19900908	0.2	12.1	0.202
19900909	12.2	11.3	0.227
19900910	0	13	0.264
19900911	0	9.9	0.238
19900912	0.6	9.1	0.225
19900913	0	10.3	0.219
19900914	0.4	11.3	0.213
19900915	1.2	10.5	0.21
19900916	0	9.7	0.206
19900917	0	8.4	0.2
19900918	7.6	10.1	0.209
19900919	14.6	9.8	0.279
19900920	4.3	9.7	0.374
19900921	12.3	7.6	0.44
19900922	21.6	8.7	0.659
19900923	0.2	6.6	0.879
19900924	0	6.7	0.826
19900925	9	5.5	0.811
19900926	0.1	4.4	0.861
19900927	0	5	0.792
19900928	1.5	7.3	0.722
19900929	2.7	9.4	0.691
19900930	0.1	6.1	0.664
19901001	0.1	6.4	0.601
19901002	3.8	5.9	0.569
19901003	0	10.2	0.567
19901004	6.1	9.4	0.565
19901005	11	9.7	0.702
19901006	0.2	7.2	0.837
19901007	13.4	5	0.92
19901008	1.6	3.7	1.106
19901009	0.1	9.9	1.072
19901010	0	9.4	0.979
19901011	0	5.9	0.888
19901012	0	5.1	0.805
19901013	0	9.2	0.728
19901014	0	8.9	0.658
19901015	0	10.6	0.594
19901016	0	11.1	0.536
19901017	0	10.5	0.493
19901018	3.4	6.1	0.497
19901019	0.5	5.9	0.519
19901020	0	3.3	0.494
19901021	0	1.1	0.475
19901022	0	2	0.461
19901023	0	2.4	0.447
19901024	0	0	0.433
19901025	0	-1.3	0.42
19901026	0	-0.4	0.408
19901027	0	5.2	0.396
19901028	0	6.8	0.384
19901029	13.7	6.5	0.504
19901030	4.2	6.2	0.769
19901031	2.8	3.9	0.849
19901101	4.2	1.4	0.889
19901102	0.4	0.6	0.91
19901103	0	1.8	0.845
19901104	0	1.2	0.765
19901105	0	0.6	0.69
19901106	0	3.2	0.622
19901107	0	5.7	0.559
19901108	0	6	0.504
19901109	0	1.6	0.465
19901110	0	0	0.448
19901111	0	-0.6	0.435
19901112	0	1.8	0.422
19901113	3.9	1.5	0.445
19901114	5	4.5	0.548
19901115	4.8	2.7	0.682
19901116	14.8	4.5	0.95
19901117	0.5	2.2	1.27
19901118	0	-0.9	1.221
19901119	0.2	-2	1.113
19901120	0.4	-1.5	1.012
19901121	1.6	-4.2	0.919
19901122	1.1	-8	0.834
19901123	0.2	-2.8	0.757
19901124	9.5	0.1	0.871
19901125	2.5	0.4	1.181
19901126	0	-4.1	1.197
19901127	0	-6.1	1.101
19901128	8.6	-2.8	1.004
19901129	0	-0.6	0.938
19901130	0	-6.3	0.9
19901201	0	0.9	0.912
19901202	0	1.6	0.995
19901203	0	4.7	0.929
19901204	0	1	0.847
19901205	0	-3.5	0.771
19901206	0	1.1	0.702
19901207	9.8	4.1	0.803
19901208	2.8	0.1	1.091
19901209	0	-3.5	1.129
19901210	0.6	-2.9	1.044
19901211	1.7	-0.9	0.992
19901212	0.1	-0.4	0.98
19901213	0	-6.2	0.909
19901214	0	-2.3	0.831
19901215	0	-0.9	0.759
19901216	0	0.4	0.693
19901217	0	-0.7	0.634
19901218	1.4	-1.2	0.594
19901219	3.6	-0.5	0.646
19901220	0.6	-2.5	0.749
19901221	0	-10	0.704
19901222	5.1	-10.8	0.642
19901223	3.4	0.7	0.73
19901224	0	2.9	0.939
19901225	1.3	0.3	0.919
19901226	3.4	0.8	0.949
19901227	1.4	2.7	1.02
19901228	0	0.6	0.999
19901229	12	1	1.151
19901230	0	0.8	1.49
19901231	0	-4.1	1.424
19910101	0	-6.5	1.306
19910102	14.4	0.5	1.484
19910103	0	2	1.905
19910104	6.9	0.2	1.961
19910105	2	2.3	2.109
19910106	0	1.6	2.051
19910107	2.8	-0.1	1.952
19910108	4.5	0.1	1.997
19910109	8.9	0.3	2.437
19910110	11.5	-1.8	2.83
19910111	1.1	-3.4	2.296
19910112	0	-4.4	2.033
19910113	0	-12.5	1.864
19910114	0	-7.8	1.712
19910115	0	-7.8	1.573
19910116	0	-6.6	1.444
19910117	0	-6	1.326
19910118	0	-3	1.218
19910119	0	-0.8	1.12
19910120	1.3	1.8	1.276
19910121	0	0.7	1.635
19910122	0	-1.8	1.563
19910123	0	1.2	1.436
19910124	0	-1.1	1.319
19910125	0	1.2	1.211
19910126	2.6	1.3	1.169
19910127	0	-1.1	1.181
19910128	0	0.3	1.099
19910129	0	-1.8	1.009
19910130	0	-3	0.927
19910131	0	-2.4	0.851
19910201	0	-4.5	0.781
19910202	0.1	-6.9	0.717
19910203	0	-4.2	0.669
19910204	0	-7.8	0.646
19910205	0	-5	0.626
19910206	0	-5.8	0.607
19910207	0	-9	0.589
19910208	0.9	-7.3	0.572
19910209	0	-4.5	0.554
19910210	1.2	-4.6	0.538
19910211	0.9	-5.8	0.522
19910212	3.9	-5.4	0.506
19910213	1	-5.3	0.491
19910214	0.7	-7.2	0.476
19910215	0.2	-10.2	0.462
19910216	0	-12.9	0.448
19910217	0.8	-8.2	0.435
19910218	0	-7.6	0.421
19910219	1	-3.4	0.409
19910220	0	0.8	0.572
19910221	0	2.2	0.867
19910222	0	1.8	0.83
19910223	10.1	2.1	0.971
19910224	0	5.4	1.3
19910225	0	3.6	1.238
19910226	0	-1.3	1.126
19910227	0	-2.2	1.023
19910228	3.6	-3	0.929
19910301	0	-1.4	0.843
19910302	0.5	-0.8	0.793
19910303	3.5	-0.5	0.893
19910304	0.2	0	1.052
19910305	0	-4.3	0.996
19910306	0	-1.4	0.907
19910307	0	1.4	0.825
19910308	0	0.6	0.749
19910309	0	0	0.68
19910310	0.7	0.5	0.632
19910311	0.4	3	0.609
19910312	0	3.7	0.574
19910313	11.9	0	0.777
19910314	4.3	2.7	1.274
19910315	0	0	1.4
19910316	0	-2	1.304
19910317	0	1	1.192
19910318	1.6	2.5	1.123
19910319	4.1	3.6	1.175
19910320	1.2	5.3	1.27
19910321	6.3	3.6	1.361
19910322	1.9	3.1	1.539
19910323	1.9	0.8	1.556
19910324	0.7	-1.4	1.509
19910325	0	2.6	1.404
19910326	0.2	5.1	1.312
19910327	0	4.4	1.212
19910328	0	3.6	1.111
19910329	0	4.6	1.017
19910330	1.4	3.1	0.957
19910331	0.4	2.5	0.934
19910401	0.8	6.8	0.891
19910402	0	8	0.846
19910403	0	9.3	0.777
19910404	0.6	6.7	0.722
19910405	0.1	7.1	0.681
19910406	0.2	7.2	0.638
19910407	0	6.7	0.611
19910408	2.9	5.6	0.628
19910409	0	5.1	0.664
19910410	0	6.5	0.624
19910411	0	10.4	0.591
19910412	0	9.3	0.572
19910413	0	10.1	0.555
19910414	0	6.5	0.538
19910415	0	7.7	0.522
19910416	6.2	4.2	0.578
19910417	1.5	-1.2	0.682
19910418	0.1	-2.6	0.639
19910419	0	-1.3	0.579
19910420	0.1	-1.2	0.535
19910421	0	0.2	0.521
19910422	0	2.1	0.518
19910423	0	4.2	0.504
19910424	0	5.8	0.489
19910425	0	4.4	0.474
19910426	4.5	2.2	0.504
19910427	0	5.5	0.561
19910428	0	6.5	0.52
19910429	0	5.1	0.481
19910430	0.2	4.5	0.464
19910501	7.6	4.5	0.528
19910502	2.4	5	0.67
19910503	1.6	6.5	0.698
19910504	0	5.8	0.672
19910505	0	6.9	0.612
19910506	0	5.9	0.552
19910507	0	6.4	0.506
19910508	0	8.4	0.483
19910509	0	7.6	0.468
19910510	0	11.1	0.454
19910511	0	12.1	0.44
19910512	0	11.8	0.427
19910513	0.3	11.3	0.415
19910514	7.3	7.8	0.45
19910515	8.2	5.4	0.578
19910516	5.2	5	0.704
19910517	0	5.3	0.737
19910518	0	7	0.676
19910519	0.2	9.7	0.611
19910520	0.2	12.2	0.554
19910521	0.2	12.5	0.504
19910522	0.4	10.3	0.469
19910523	0.1	8.1	0.455
19910524	0	8.1	0.442
19910525	4.2	7.7	0.445
19910526	1.3	8.3	0.46
19910527	0	10.3	0.445
19910528	0	13.2	0.431
19910529	0	15.3	0.418
19910530	0	14.7	0.405
19910531	0	12.3	0.393
19910601	0	8	0.381
19910602	0	8.7	0.37
19910603	1.9	9.2	0.362
19910604	20.4	6.7	0.449
19910605	2.8	10.2	0.612
19910606	0	10.8	0.604
19910607	3.2	11.4	0.562
19910608	11.9	9	0.607
19910609	1.7	9.9	0.693
19910610	12.9	11.8	0.749
19910611	1	12.2	0.85
19910612	8.6	13.2	0.864
19910613	4.6	12	0.931
19910614	0	12.7	0.922
19910615	1.6	11.5	0.855
19910616	3.8	13.2	0.819
19910617	1.5	13	0.802
19910618	20	10.3	0.89
19910619	0.1	12.1	1.076
19910620	0	13.5	1.015
19910621	0.1	12.7	0.924
19910622	8.1	12.6	0.897
19910623	0.7	15.1	0.924
19910624	2.2	13.9	0.877
19910625	0	15.2	0.826
19910626	9.2	12.2	0.811
19910627	7.4	13.8	0.893
19910628	13.8	11.7	1.019
19910629	0.9	12.8	1.136
19910630	2.2	13.4	1.091
19910701	0.4	13.5	1.031
19910702	0	17.9	0.95
19910703	0	19.3	0.868
19910704	0	21	0.791
19910705	0	22.1	0.721
19910706	0	23.3	0.657
19910707	0	23.7	0.603
19910708	0	22.4	0.568
19910709	0.1	21.2	0.55
19910710	3.9	17.2	0.538
19910711	0	16.5	0.53
19910712	0	17.8	0.515
19910713	1.4	16.8	0.501
19910714	2.6	15.8	0.491
19910715	1.2	16.6	0.483
19910716	26.9	16	0.548
19910717	7.7	15.8	0.696
19910718	4.2	16.8	0.733
19910719	7.8	15.3	0.745
19910720	4.7	15.8	0.773
19910721	3.7	16	0.773
19910722	0.2	15.5	0.744
19910723	0	16.9	0.682
19910724	0	17.3	0.618
19910725	0	16.4	0.563
19910726	0	16.5	0.527
19910727	0	18.1	0.509
19910728	0	17.9	0.493
19910729	0	18.9	0.479
19910730	0	20.1	0.464
19910731	0	19.7	0.45
19910801	0.2	19.8	0.437
19910802	2.3	19.7	0.426
19910803	0	21	0.417
19910804	0	21.5	0.405
19910805	0	19.4	0.393
19910806	2.3	17.8	0.383
19910807	0.1	18.2	0.375
19910808	4.1	17.6	0.367
19910809	4.1	17.4	0.364
19910810	6.6	15.7	0.364
19910811	2.9	16.1	0.366
19910812	4.5	14.5	0.365
19910813	0	14.2	0.362
19910814	0.6	14.5	0.352
19910815	0	15.9	0.343
19910816	4.9	15.5	0.336
19910817	0.4	16.9	0.334
19910818	5.3	15.2	0.33
19910819	4.3	16	0.333
19910820	1.5	16.2	0.333
19910821	0	16.4	0.326
19910822	0	17.1	0.317
19910823	0	18.8	0.307
19910824	16.5	17.5	0.327
19910825	13.2	14.1	0.403
19910826	0	15.6	0.443
19910827	5.8	15.5	0.42
19910828	0	13.5	0.407
19910829	0	13.3	0.371
19910830	0	15.4	0.35
19910831	0	16	0.339
19910901	0	18.7	0.329
19910902	0	17.1	0.319
19910903	0	17	0.309
19910904	0	14.9	0.3
19910905	0	11.1	0.291
19910906	2.3	7.9	0.284
19910907	0	6.8	0.28
19910908	0	9.2	0.272
19910909	0	10.3	0.264
19910910	1.4	12.4	0.257
19910911	1.1	8.2	0.253
19910912	0.1	8.5	0.247
19910913	0	10.4	0.24
19910914	4.3	10.5	0.237
19910915	0.1	13.5	0.237
19910916	0.1	11.1	0.232
19910917	0.3	10.9	0.225
19910918	4.1	7.8	0.223
19910919	0	13.1	0.223
19910920	0.4	10.6	0.217
19910921	0	10	0.212
19910922	13	11.6	0.229
19910923	4.1	10.6	0.269
19910924	4.9	9.8	0.274
19910925	0	13.2	0.27
19910926	15.7	11.2	0.304
19910927	0.5	8.1	0.379
19910928	0	6.7	0.347
19910929	9.7	6.8	0.346
19910930	9.7	9.7	0.439
19911001	3.3	10.3	0.517
19911002	0.9	8.1	0.513
19911003	0.8	5.4	0.474
19911004	0	10.4	0.428
19911005	1.8	9.9	0.389
19911006	0.2	9.5	0.372
19911007	0.2	5.4	0.36
19911008	0	8.3	0.35
19911009	0.1	10.2	0.34
19911010	0.4	8	0.331
19911011	1.1	7.6	0.325
19911012	0	7	0.32
19911013	0	7.6	0.311
19911014	6.7	8.3	0.33
19911015	2.9	8	0.38
19911016	3.7	9.2	0.399
19911017	5.9	10	0.439
19911018	3.1	6.4	0.492
19911019	0.3	3.9	0.49
19911020	0	-1.7	0.444
19911021	0	-1.8	0.399
19911022	0	3.1	0.375
19911023	0	1.7	0.363
19911024	0.1	4.1	0.352
19911025	0	6.3	0.342
19911026	0	4.7	0.332
19911027	0.1	6.3	0.322
19911028	3.2	5.1	0.325
19911029	0.2	4.7	0.335
19911030	0	4.3	0.323
19911031	0	4	0.313
19911101	0.1	3.5	0.304
19911102	9.3	6.1	0.356
19911103	12.7	7.7	0.557
19911104	0.2	6.2	0.724
19911105	13.4	4	0.812
19911106	1.6	1.7	1
19911107	4.1	2.8	1.013
19911108	2.4	3.8	1.031
19911109	0.1	0.9	0.996
19911110	0.4	-1.5	0.909
19911111	10.6	0.8	0.95
19911112	0	3.2	1.105
19911113	8.3	3.5	1.14
19911114	0.5	2.7	1.242
19911115	0	1.8	1.168
19911116	0	-2.4	1.063
19911117	0	-5.1	0.965
19911118	0	-0.4	0.875
19911119	0	-2.7	0.792
19911120	0	-4.9	0.717
19911121	1.6	-2.6	0.648
19911122	0.5	3.4	0.609
19911123	0.1	4.6	0.595
19911124	0.1	6.3	0.547
19911125	0	6.6	0.505
19911126	0.6	4.4	0.488
19911127	0	5.4	0.478
19911128	0	6.4	0.465
19911129	0	3.8	0.451
19911130	0	3.7	0.437
19911201	0	5.2	0.424
19911202	0	-0.8	0.411
19911203	0	-0.2	0.399
19911204	0	0.4	0.387
19911205	0	-1.2	0.376
19911206	0.9	-0.2	0.369
19911207	0.1	0.2	0.367
19911208	0	-0.5	0.358
19911209	0	-3.6	0.347
19911210	0	-0.5	0.337
19911211	0	1.2	0.327
19911212	0	1	0.317
19911213	2.2	6.5	0.326
19911214	0	1.4	0.344
19911215	2	-1.7	0.324
19911216	0	-3.8	0.313
19911217	6.1	1.3	0.4
19911218	0	2.8	0.556
19911219	4.7	0.5	0.588
19911220	2.3	2.3	0.686
19911221	0	-1.7	0.695
19911222	2.8	-6.1	0.631
19911223	0	0.9	0.597
19911224	0	-4.4	0.597
19911225	9.3	-4.9	0.542
19911226	4.2	-0.3	0.597
19911227	0	-4.7	0.748
19911228	0	-1.7	0.702
19911229	0	2	0.701
19911230	0	1	0.763
19911231	0	-4.2	0.706
