HBVland			
date	Prec.	Temp	Qobs
19871014	3.6	7.8	0.832
19871015	8.6	9.2	0.95
19871016	18.6	11.1	1.266
19871017	0	10.4	1.595
19871018	0	6.2	1.512
19871019	0	5.9	1.38
19871020	0	7.8	1.26
19871021	0	7.1	1.149
19871022	0	6.9	1.047
19871023	7.1	7.2	1.043
19871024	3.4	7.8	1.163
19871025	0	6.3	1.166
19871026	0	3.9	1.076
19871027	0	3.8	0.981
19871028	0	6.4	0.895
19871029	0	3.3	0.815
19871030	0	3.8	0.742
19871031	5.6	3	0.748
19871101	0	3.6	0.819
19871102	0	1.4	0.764
19871103	0	2.5	0.697
19871104	0	4.4	0.634
19871105	0	6.1	0.586
19871106	0.2	6.5	0.561
19871107	3.8	1.9	0.585
19871108	0	-2.6	0.628
19871109	0	-6.9	0.587
19871110	0	-4.3	0.553
19871111	0	-1.4	0.534
19871112	23	2.8	0.837
19871113	1.3	3.9	1.408
19871114	0.1	3.8	1.408
19871115	0.4	2.2	1.301
19871116	7.9	4.1	1.326
19871117	0	4.9	1.45
19871118	0.1	2.1	1.359
19871119	11.4	1.6	1.435
19871120	0.1	1.5	1.673
19871121	3.5	2.6	1.643
19871122	1.8	2.4	1.65
19871123	3.7	2.6	1.65
19871124	0	1.9	1.643
19871125	0.7	-0.1	1.534
19871126	4.7	-1.1	1.429
19871127	0	-0.6	1.344
19871128	0.9	-0.9	1.318
19871129	2.6	-1.1	1.265
19871130	0	-5.1	1.165
19871201	0	-4.3	1.066
19871202	0	-1.3	0.976
19871203	0	-2.7	0.893
19871204	0	0.3	0.88
19871205	0	-4.7	0.924
19871206	0.5	-3.1	0.861
19871207	0	-9.4	0.788
19871208	0	-5.7	0.721
19871209	0	0.7	0.666
19871210	1.8	2.3	0.656
19871211	0	-3.8	0.664
19871212	0	-3.1	0.627
19871213	0	-0.1	0.605
19871214	0	-3.4	0.587
19871215	0.9	-5.3	0.569
19871216	0	-9.1	0.552
19871217	0	-12.1	0.536
19871218	0	-4.7	0.52
19871219	0.8	-0.9	0.516
19871220	0	-1.9	0.521
19871221	0	-0.8	0.503
19871222	11.3	-2	0.49
19871223	0	-5.8	0.476
19871224	0.6	-3.4	0.462
19871225	0.1	1	0.617
19871226	1.9	3.6	0.937
19871227	1.7	-0.2	0.996
19871228	0	-4.1	0.976
19871229	6.6	-0.6	1.023
19871230	0	1	1.174
19871231	3	-1	1.101
19880101	0.6	3.3	1.062
19880102	10.4	3.1	1.289
19880103	0.5	2.6	1.597
19880104	2.9	1.6	1.591
19880105	0.6	0.1	1.582
19880106	0.6	-1.4	1.485
19880107	0.6	-1.1	1.36
19880108	0	-6.3	1.243
19880109	0	-4.7	1.136
19880110	0	2.7	1.057
19880111	14.7	1.5	1.31
19880112	0.6	-1.4	1.786
19880113	0	1.4	1.723
19880114	0	0.3	1.598
19880115	0	1.5	1.466
19880116	0	-0.4	1.342
19880117	0.2	-1.3	1.228
19880118	2.8	-0.1	1.187
19880119	2.3	0.9	1.254
19880120	0.3	0.4	1.263
19880121	0.4	1.5	1.19
19880122	0.6	1.4	1.12
19880123	13.8	0.2	1.351
19880124	0.6	-1.2	1.807
19880125	2.9	-0.2	1.806
19880126	9.3	-0.7	2.116
19880127	5.2	-1.1	2.45
19880128	4.6	-2.4	2.118
19880129	3.2	-2.4	1.916
19880130	3.4	-3.6	1.759
19880131	3	-3.3	1.614
19880201	8.3	-0.9	1.645
19880202	1.8	0.5	2.234
19880203	1.9	1.9	3.497
19880204	3.7	1.9	4.484
19880205	1.3	2.1	4.089
19880206	10.9	1.5	4.091
19880207	0.4	0.6	4.67
19880208	0.9	-1.4	3.63
19880209	3.4	-0.2	2.943
19880210	4.4	1.1	3.102
19880211	4.6	1.9	3.364
19880212	0.4	1.1	3.247
19880213	0	0.3	2.56
19880214	0	0.3	2.131
19880215	1.1	1.7	1.96
19880216	1.3	-0.6	1.88
19880217	1.1	0	1.816
19880218	2.9	-2.6	1.725
19880219	0	-4.7	1.591
19880220	1.2	-8.3	1.461
19880221	3.5	-2.9	1.342
19880222	0.5	-6.7	1.233
19880223	0.5	-4.4	1.132
19880224	5.2	-8.1	1.039
19880225	2.2	-5.8	0.954
19880226	0	-4.8	0.876
19880227	1.8	-5.3	0.804
19880228	12.9	-1.9	0.738
19880229	4.6	-2.9	0.684
19880301	1.3	-4.8	0.651
19880302	0	-8.2	0.631
19880303	1.4	-8.3	0.612
19880304	3.9	-0.3	0.692
19880305	1.7	0.7	1.1
19880306	0.1	-0.1	1.643
19880307	0.6	-1	1.797
19880308	0.6	-4.3	1.678
19880309	0.1	-5.4	1.539
19880310	4.9	-3.9	1.412
19880311	0.1	-0.2	1.353
19880312	0	-2.9	1.352
19880313	0.1	-7	1.254
19880314	0	-6	1.15
19880315	0	-8.5	1.054
19880316	1.7	-10	0.966
19880317	0.2	-5.6	0.886
19880318	0	-5.4	0.811
19880319	0	-3.2	0.743
19880320	0	0.2	0.791
19880321	0.3	-0.2	1.046
19880322	0.5	-2.7	1.199
19880323	0.3	-0.2	1.228
19880324	0	-0.5	1.383
19880325	3.3	-0.6	1.551
19880326	9	0.8	2.117
19880327	0.2	1.5	2.629
19880328	0	1.9	2.227
19880329	0	1.4	2.008
19880330	0.2	1.3	1.85
19880331	0	2.4	1.708
19880401	0.4	3.2	1.58
19880402	2.8	3.3	1.532
19880403	0.4	2.7	1.539
19880404	0	4.5	1.446
19880405	0	4.7	1.331
19880406	0	5	1.222
19880407	0	4.9	1.123
19880408	2.7	1.1	1.087
19880409	0	-0.5	1.103
19880410	2.3	-0.6	1.074
19880411	4.4	0.4	1.163
19880412	0	-0.2	1.249
19880413	0	0.5	1.169
19880414	0	0.8	1.074
19880415	0	5.6	0.987
19880416	0.4	9.8	0.914
19880417	4.8	9.8	0.943
19880418	0.3	3.4	1.042
19880419	0	2.7	0.99
19880420	27.2	1.7	1.532
19880421	1	1	2.482
19880422	0.2	-0.9	2.25
19880423	0	-0.4	2.051
19880424	0	0.1	1.887
19880425	0	0.4	1.735
19880426	0	2	1.595
19880427	0	3.8	1.466
19880428	0	6.8	1.348
19880429	0	7.8	1.239
19880430	0	8.3	1.139
19880501	0	7.4	1.047
19880502	2	10.9	0.994
19880503	0	12.4	0.972
19880504	2.9	10.1	0.943
19880505	2.3	7.2	0.977
19880506	0.1	9.8	0.971
19880507	0.3	11.5	0.907
19880508	0	11.7	0.842
19880509	0	10	0.775
19880510	0	8.7	0.716
19880511	0	10	0.677
19880512	0	12.3	0.654
19880513	0	15	0.635
19880514	0	15.1	0.616
19880515	0	12.3	0.597
19880516	0	12.6	0.579
19880517	0	14.4	0.562
19880518	2.3	9.6	0.551
19880519	0	10.5	0.547
19880520	9.6	11.4	0.589
19880521	0.3	9.9	0.667
19880522	0.3	7.3	0.629
19880523	0	8.2	0.58
19880524	0	11.6	0.545
19880525	0	14.9	0.527
19880526	0	16.4	0.511
19880527	0	16.8	0.496
19880528	0	18.7	0.481
19880529	0	19.6	0.466
19880530	0	18.9	0.452
19880531	16.6	12.9	0.496
19880601	8.4	6.7	0.615
19880602	0.2	10.3	0.647
19880603	2.8	10.8	0.609
19880604	2.7	14.1	0.588
19880605	1	12.1	0.563
19880606	0	15.4	0.522
19880607	10.2	14.5	0.521
19880608	0.3	14	0.558
19880609	0.6	18.6	0.524
19880610	3.2	12	0.5
19880611	0	12.7	0.493
19880612	0	16.8	0.48
19880613	0	17.9	0.465
19880614	0	13	0.451
19880615	0	14.2	0.438
19880616	0	14.8	0.425
19880617	0	16	0.412
19880618	0	18.4	0.4
19880619	0	18.5	0.388
19880620	0	15.3	0.376
19880621	0	19.1	0.365
19880622	0	17.9	0.354
19880623	0	20.9	0.343
19880624	1.2	20.2	0.333
19880625	0.6	18.6	0.325
19880626	0	22.4	0.316
19880627	6.1	22.1	0.309
19880628	3.1	21.5	0.305
19880629	36.3	20.9	0.354
19880630	0	20.4	0.434
19880701	0	19.1	0.397
19880702	20.6	18.8	0.402
19880703	0	19.6	0.456
19880704	1.8	17.9	0.421
19880705	0	19.9	0.387
19880706	39.1	18.2	0.5
19880707	0	18.2	0.723
19880708	0	18.1	0.686
19880709	0	16.5	0.615
19880710	0.4	18.2	0.553
19880711	1.5	17.8	0.502
19880712	0	17.5	0.46
19880713	0	17.7	0.426
19880714	0	17	0.41
19880715	9	19.4	0.415
19880716	27	18.6	0.534
19880717	3.9	18.5	0.715
19880718	5.2	16.4	0.734
19880719	0.1	19.2	0.717
19880720	0.4	16.3	0.656
19880721	0	17.3	0.594
19880722	0	16.1	0.535
19880723	0	18.2	0.486
19880724	9.9	17.3	0.487
19880725	0	19.3	0.511
19880726	1.4	17.1	0.481
19880727	0	16.6	0.465
19880728	1.1	15.5	0.453
19880729	0.7	14.9	0.443
19880730	0	14.5	0.431
19880731	2.8	15.1	0.422
19880801	1.6	15.8	0.417
19880802	13.6	12.3	0.445
19880803	0.9	13.4	0.492
19880804	0	14.5	0.461
19880805	3	13.8	0.434
19880806	0	16.8	0.427
19880807	0	17.1	0.415
19880808	0	17.6	0.402
19880809	3.8	16.2	0.395
19880810	0	16.4	0.391
19880811	4.4	15.3	0.386
19880812	1.8	16.6	0.386
19880813	7.9	15	0.395
19880814	4.6	16.5	0.416
19880815	4.4	15.2	0.421
19880816	4.3	15.9	0.424
19880817	0	14.7	0.421
19880818	0.1	14.9	0.407
19880819	5.5	13.2	0.404
19880820	1.6	15.9	0.41
19880821	0.1	15	0.401
19880822	0.6	14.2	0.39
19880823	39.3	13.9	0.562
19880824	1.2	13	0.878
19880825	0.1	14.1	0.856
19880826	0	13.9	0.776
19880827	0	13.9	0.699
19880828	0	15.3	0.63
19880829	7.4	15.5	0.607
19880830	0	14.3	0.624
19880831	0	13	0.571
19880901	4.4	13.3	0.537
19880902	0.5	15.3	0.53
19880903	0.9	16.1	0.495
19880904	0	14.5	0.471
19880905	0	11.3	0.456
19880906	0	11.9	0.443
19880907	0	12.8	0.429
19880908	0	12.6	0.416
19880909	0	15.3	0.404
19880910	0	14.9	0.392
19880911	0	14	0.38
19880912	1.9	10.1	0.371
19880913	4	10.7	0.371
19880914	0.1	10.2	0.372
19880915	0	10.6	0.363
19880916	0	12.1	0.352
19880917	0.1	9.4	0.342
19880918	0.9	9.9	0.333
19880919	0.1	13.2	0.325
19880920	0	14.1	0.316
19880921	0	9.8	0.307
19880922	1.3	9.8	0.299
19880923	2	12.3	0.296
19880924	1.6	11.5	0.295
19880925	0.5	11.8	0.291
19880926	6	9.3	0.294
19880927	0.8	10.2	0.304
19880928	2.6	11.9	0.299
19880929	2.5	10.4	0.301
19880930	0	9.1	0.3
19881001	0	7	0.291
19881002	0	10.5	0.283
19881003	0	10.1	0.274
19881004	0.2	6.8	0.266
19881005	0	7.6	0.259
19881006	7.3	10.4	0.268
19881007	5.2	8.6	0.303
19881008	0.2	8.2	0.31
19881009	3.5	8	0.293
19881010	0	7.8	0.294
19881011	0	2	0.286
19881012	0	1.8	0.278
19881013	1.4	8.1	0.272
19881014	0	10	0.268
19881015	0	7.7	0.261
19881016	0	4.9	0.253
19881017	0.3	3.8	0.246
19881018	0	5.9	0.239
19881019	0	6.9	0.232
19881020	0	5.7	0.225
19881021	0	3	0.219
19881022	0	3.5	0.212
19881023	0	5.1	0.206
19881024	0	-2.8	0.199
19881025	0	-2.9	0.193
19881026	3.1	0.5	0.193
19881027	27.6	3.5	0.342
19881028	29.2	4.8	0.833
19881029	0	-3	1.239
19881030	0	-5.8	1.177
19881031	0.2	-3.9	1.06
19881101	17.4	-0.9	1.138
19881102	0	-5.7	1.376
19881103	0	-0.4	1.291
19881104	0	0.3	1.168
19881105	0	2.2	1.055
19881106	0	-0.2	0.952
19881107	0	-1.3	0.857
19881108	0	-6.5	0.771
19881109	0	-5	0.692
19881110	0	-0.5	0.62
19881111	0	4.1	0.554
19881112	0	3.4	0.494
19881113	0	0.9	0.441
19881114	0	0	0.406
19881115	0	-1.3	0.392
19881116	0	1.6	0.38
19881117	5.7	1.1	0.423
19881118	1.2	-3	0.5
19881119	0	-7.9	0.46
19881120	0	-10	0.415
19881121	0	-11.8	0.393
19881122	0.1	-2.1	0.38
19881123	0	-1	0.369
19881124	0	0.9	0.362
19881125	0	2.4	0.36
19881126	0	-3.5	0.35
19881127	0	-5.5	0.34
19881128	10.2	-6.8	0.33
19881129	1.2	-4.4	0.32
19881130	0	-14	0.31
19881201	0	-18.4	0.301
19881202	0	-16.3	0.292
19881203	0	-16.7	0.283
19881204	6.5	-3.8	0.275
19881205	4.7	0	0.363
19881206	1.6	-2.5	0.519
19881207	0	-3.8	0.484
19881208	2	-2.3	0.425
19881209	0	-2	0.371
19881210	1.3	-7.8	0.333
19881211	0	-5	0.319
19881212	0	-6.4	0.309
19881213	0	-0.3	0.32
19881214	0	-2.8	0.34
19881215	0	-7.8	0.319
19881216	0.2	-1.2	0.307
19881217	0	-1.5	0.298
19881218	9.1	-6.5	0.289
19881219	0.4	-3.5	0.28
19881220	1	-13.6	0.272
19881221	1.5	-1.6	0.264
19881222	1	1.2	0.392
19881223	0	-0.3	0.675
19881224	0	-2.6	0.74
19881225	1	-8.5	0.673
19881226	10.4	-3.6	0.599
19881227	6.2	-1.5	0.532
19881228	0	-1.4	0.471
19881229	0	4.1	0.748
19881230	0.7	2	1.312
19881231	0	1.5	1.294
19890101	0.1	-2.5	1.177
19890102	0	1.5	1.068
19890103	0	3	0.969
19890104	0.1	1.6	0.878
19890105	0.8	2.8	0.81
19890106	0	-2	0.755
19890107	0	-1.2	0.684
19890108	0.2	-1	0.616
19890109	0	4.3	0.556
19890110	0	1.9	0.504
19890111	0	-0.9	0.463
19890112	3	3.6	0.482
19890113	1.3	3.1	0.548
19890114	4.1	2.1	0.614
19890115	0.2	6.2	0.691
19890116	0	5.1	0.648
19890117	0	4.3	0.586
19890118	0	-0.4	0.53
19890119	0	2.3	0.492
19890120	0	5.2	0.474
19890121	0	3	0.46
19890122	0	1.7	0.446
19890123	1.5	0	0.447
19890124	0	3.1	0.455
19890125	0	4.1	0.437
19890126	0	0.8	0.422
19890127	0	3.9	0.41
19890128	0	6.5	0.397
19890129	0	4.4	0.385
19890130	0	4.8	0.374
19890131	0	0.3	0.363
19890201	0	1.6	0.352
19890202	0	3.6	0.341
19890203	0	6.1	0.331
19890204	0.7	7.2	0.325
19890205	0.2	3.9	0.325
19890206	0.2	6.4	0.32
19890207	0.8	7.8	0.318
19890208	0	2.9	0.318
19890209	0	-1.8	0.31
19890210	0	0.3	0.3
19890211	0	2.5	0.291
19890212	0	3.3	0.283
19890213	1.5	0.6	0.287
19890214	3.2	1.4	0.344
19890215	1.2	0.6	0.421
19890216	0	-0.2	0.418
19890217	0	-1	0.371
19890218	8.4	-3	0.335
19890219	1.3	3.4	0.445
19890220	0	1.7	0.646
19890221	0	0.1	0.61
19890222	0.1	-1	0.543
19890223	5.3	0.6	0.574
19890224	0	1.3	0.685
19890225	12.3	0.9	0.853
19890226	3.5	3.6	1.242
19890227	4.1	3.6	1.376
19890228	0.9	2.1	1.425
19890301	0.3	2.5	1.352
19890302	0	1.3	1.244
19890303	0	-0.7	1.133
19890304	0.6	0.9	1.04
19890305	4.4	2.4	1.044
19890306	0	-0.1	1.101
19890307	0.1	2.8	1.023
19890308	0	2.3	0.933
19890309	0.9	1.8	0.864
19890310	6.2	3.7	0.925
19890311	3.1	4.8	1.111
19890312	0	3.7	1.146
19890313	9.6	1.7	1.233
19890314	0.1	4.2	1.458
19890315	0	2	1.379
19890316	4.4	1.1	1.341
19890317	0	1.1	1.377
19890318	0.8	0.8	1.293
19890319	0.1	4.6	1.211
19890320	3.1	4.7	1.169
19890321	2.2	5	1.213
19890322	4.3	3.8	1.275
19890323	2.3	2.5	1.363
19890324	6.9	1.6	1.47
19890325	0.2	3.1	1.596
19890326	0	4.1	1.5
19890327	0	2.9	1.374
19890328	0.2	6.6	1.262
19890329	0	6.3	1.161
19890330	1.7	3.5	1.092
19890331	1.9	2.9	1.086
19890401	0.1	0	1.063
19890402	0.6	-1.5	0.983
19890403	0.1	-1.7	0.9
19890404	0	-2	0.823
19890405	0	-0.7	0.761
19890406	0.3	1.7	0.718
19890407	3.9	3	0.731
19890408	2.8	4	0.835
19890409	3.4	4.9	0.921
19890410	0.9	5.8	0.974
19890411	0.3	7.1	0.938
19890412	0	10.9	0.871
19890413	0	11.9	0.799
19890414	0	12.6	0.731
19890415	0	8.9	0.671
19890416	0.4	5.2	0.629
19890417	2.5	2.5	0.633
19890418	5.9	3.9	0.722
19890419	2.1	3.2	0.845
19890420	0.2	4.7	0.849
19890421	0	7	0.789
19890422	7.8	7.3	0.823
19890423	0.1	3.2	0.945
19890424	2	3.6	0.919
19890425	10.2	4.4	1.023
19890426	1.6	10	1.215
19890427	4.3	10	1.244
19890428	0.4	7.5	1.257
19890429	0	8	1.177
19890430	0	8.2	1.081
19890501	0	8.6	0.992
19890502	0	11.6	0.91
19890503	0	13.7	0.834
19890504	0	12.6	0.765
19890505	0.1	10.8	0.702
19890506	0.1	9	0.656
19890507	0.2	9.9	0.633
19890508	0	11.6	0.615
19890509	7	9.4	0.641
19890510	0.1	8.9	0.693
19890511	0	8.7	0.649
19890512	8.9	7.8	0.663
19890513	3.9	9.5	0.766
19890514	4	8.8	0.808
19890515	0	11.8	0.808
19890516	0	14.7	0.747
19890517	0	12.7	0.683
19890518	0	13.7	0.633
19890519	0	14.9	0.606
19890520	0	13	0.587
19890521	0	10.9	0.569
19890522	0	15	0.552
19890523	0	18.4	0.535
19890524	0	18.9	0.519
19890525	0	19.2	0.504
19890526	1.2	13.2	0.49
19890527	0.1	11.9	0.479
19890528	0.2	13.9	0.465
19890529	0	13.1	0.452
19890530	1.8	11.5	0.44
19890531	28.7	6.2	0.526
19890601	2.3	8.9	0.686
19890602	0	11.2	0.665
19890603	0.7	10	0.605
19890604	4.6	10	0.571
19890605	0	12.6	0.554
19890606	0	13.8	0.508
19890607	17.4	12.6	0.544
19890608	6.7	12.8	0.676
19890609	0	12.8	0.698
19890610	0.9	12.4	0.645
19890611	0	15	0.592
19890612	0	16.7	0.539
19890613	0	15.3	0.505
19890614	0	11.7	0.488
19890615	0	12.6	0.473
19890616	0	13.5	0.459
19890617	0	18.3	0.445
19890618	0	16.4	0.432
19890619	0	17.2	0.419
19890620	3.3	20.2	0.41
19890621	1	19.2	0.404
19890622	0.4	21.3	0.394
19890623	0	20.4	0.383
19890624	0	16.6	0.372
19890625	0	15.4	0.361
19890626	0	20.6	0.35
19890627	0	20.1	0.339
19890628	16	18.4	0.341
19890629	0.1	13.9	0.351
19890630	0	13.9	0.337
19890701	0	14.6	0.326
19890702	0	15.4	0.316
19890703	0	18.2	0.307
19890704	0	21.7	0.297
19890705	0	22.8	0.289
19890706	0	21	0.28
19890707	0	23.6	0.271
19890708	0	23.6	0.263
19890709	1	18.8	0.256
19890710	0.3	14.1	0.249
19890711	0	17.1	0.241
19890712	0	16.3	0.234
19890713	8.7	16.9	0.229
19890714	6.3	11.6	0.228
19890715	0.2	13.1	0.226
19890716	1.2	11.8	0.22
19890717	0	12.4	0.214
19890718	0	12.6	0.208
19890719	0	14.1	0.202
19890720	0	16.7	0.196
19890721	0	17	0.19
19890722	0.7	18.1	0.184
19890723	0	21.2	0.179
19890724	0	21.1	0.174
19890725	0	22.3	0.169
19890726	0	22.2	0.164
19890727	2.2	20.9	0.159
19890728	0	18.2	0.155
19890729	0.2	17.8	0.15
19890730	0.8	18	0.146
19890731	52.2	16	0.193
19890801	1.2	14.2	0.272
19890802	1.7	15.3	0.248
19890803	20.9	14.8	0.267
19890804	9.7	14.3	0.366
19890805	3.4	15.6	0.407
19890806	0	17.3	0.385
19890807	0.7	16.8	0.337
19890808	0	16.9	0.296
19890809	0	17.9	0.27
19890810	2.3	17.2	0.262
19890811	3.5	17.5	0.264
19890812	0.9	17.6	0.265
19890813	0	16.1	0.26
19890814	0	16	0.253
19890815	8.4	16.3	0.259
19890816	13.8	18.6	0.314
19890817	10.7	16.7	0.41
19890818	0.8	14.6	0.456
19890819	0	15.8	0.417
19890820	1.6	15.9	0.371
19890821	0	19.7	0.341
19890822	0	16.9	0.32
19890823	7.5	15.4	0.327
19890824	2.5	12.4	0.347
19890825	0	9.9	0.337
19890826	0.1	11	0.324
19890827	0	10.8	0.315
19890828	0	10.4	0.305
19890829	0	10.3	0.296
19890830	0	12.5	0.287
19890831	1.7	13.8	0.281
19890901	0.7	12.6	0.277
19890902	0	13.9	0.271
19890903	0.4	12.5	0.264
19890904	0	11.5	0.257
19890905	0	13	0.249
19890906	0	16.5	0.242
19890907	0	13.3	0.234
19890908	0.2	12	0.228
19890909	0	11.5	0.221
19890910	0	9.3	0.214
19890911	0	7.9	0.208
19890912	0	11.4	0.202
19890913	0	11.9	0.196
19890914	3.4	10.8	0.193
19890915	2	12.5	0.194
19890916	2.9	10.5	0.195
19890917	5.3	8.4	0.2
19890918	0	11.5	0.205
19890919	0.2	15.7	0.2
19890920	0	14.6	0.195
19890921	0	16.6	0.189
19890922	0	14.7	0.183
19890923	0.5	14.6	0.178
19890924	0	14.4	0.174
19890925	0	11.4	0.169
19890926	0.1	12.5	0.164
19890927	0	13.5	0.159
19890928	0	8.5	0.154
19890929	0	6.4	0.15
19890930	0	7.1	0.145
19891001	0	6.1	0.141
19891002	0	6.2	0.136
19891003	0	6.6	0.132
19891004	0	7.7	0.128
19891005	0	8.5	0.125
19891006	0.2	9.1	0.121
19891007	0	6.7	0.118
19891008	0.5	4.7	0.114
19891009	2.2	5.7	0.113
19891010	0.2	4.7	0.113
19891011	0	2.9	0.11
19891012	4.4	3.2	0.11
19891013	0	5.3	0.113
19891014	0	5.4	0.111
19891015	0	3	0.108
19891016	9.1	2.7	0.114
19891017	0.3	6.1	0.128
19891018	0.4	4.7	0.124
19891019	0	8.2	0.12
19891020	0.5	9.8	0.117
19891021	20.3	9.8	0.17
19891022	6	10.7	0.279
19891023	0	9.7	0.292
19891024	0.1	8.6	0.248
19891025	0.8	9.4	0.21
19891026	0	9	0.192
19891027	0	5.2	0.185
19891028	1.3	5.7	0.181
19891029	22.1	7.4	0.284
19891030	3	6.9	0.477
19891031	0.9	5.6	0.484
19891101	0.2	5.5	0.438
19891102	0	5.7	0.384
19891103	9.1	6.3	0.393
19891104	0.2	7	0.458
19891105	8	5	0.479
19891106	0.6	4	0.54
19891107	6.1	7.6	0.551
19891108	0	4.1	0.585
19891109	0.2	6	0.533
19891110	0.1	5.6	0.476
19891111	0.9	8.1	0.43
19891112	0	9.7	0.396
19891113	0	3	0.366
19891114	1.6	3.3	0.358
19891115	0	1.8	0.357
19891116	0	0.9	0.348
19891117	0	-0.5	0.337
19891118	0	-0.8	0.327
19891119	0.2	-0.5	0.318
19891120	2	0	0.316
19891121	4.5	-3.8	0.319
19891122	0.1	-3	0.311
19891123	0	-6.3	0.302
19891124	0	-7.8	0.293
19891125	0.4	-8	0.284
19891126	0	-4.6	0.276
19891127	2.7	-2.3	0.267
19891128	0	-5.2	0.259
19891129	0	-2.6	0.252
19891130	0	-2.3	0.244
19891201	0	-2.7	0.237
19891202	0	-0.4	0.243
19891203	0	1.9	0.281
19891204	0	0.2	0.303
19891205	0	-1.9	0.276
19891206	0	1.7	0.263
19891207	0	-2.5	0.255
19891208	0	-5.6	0.248
19891209	0.3	-11.1	0.24
19891210	2.1	-5.5	0.233
19891211	1.5	-6.8	0.226
19891212	0.3	-7.5	0.219
19891213	0	-11.7	0.213
19891214	0	-18.7	0.206
19891215	0	-23.7	0.2
19891216	2.9	-8.1	0.194
19891217	10	-4.4	0.188
19891218	1.7	2.3	0.329
19891219	0.9	2	0.588
19891220	0	-2.2	0.575
19891221	4.9	-1.7	0.507
19891222	0	-2.1	0.443
19891223	7.7	-1.4	0.385
19891224	0.1	-0.4	0.359
19891225	0.5	3.4	0.457
19891226	0	3.9	0.591
19891227	0	2	0.548
19891228	0	-1.3	0.484
19891229	0	-4.6	0.427
19891230	0	-5.1	0.377
19891231	0	-5.9	0.346
19900101	0	-6.5	0.334
19900102	0	-5.7	0.324
19900103	0	-5.7	0.314
19900104	0	-1.5	0.305
19900105	0	-1.3	0.296
19900106	0	-3.2	0.287
19900107	1.2	0.5	0.284
19900108	0	1.5	0.285
19900109	0	1.6	0.278
19900110	5.7	1.5	0.33
19900111	0.3	2.8	0.423
19900112	3.3	-0.7	0.436
19900113	0.7	2.3	0.472
19900114	0.1	-1	0.443
19900115	9.3	1.8	0.518
19900116	1.1	2.1	0.714
19900117	0.5	3.5	0.707
19900118	0	-0.1	0.65
19900119	3.1	-2.3	0.583
19900120	6.2	1	0.646
19900121	0	-1.2	0.816
19900122	4.5	-0.3	0.834
19900123	7.7	2.9	1
19900124	0.4	2.8	1.155
19900125	5.3	0.6	1.176
19900126	8.6	0.4	1.374
19900127	0	-7.1	1.542
19900128	10.8	-1.3	1.442
19900129	0	2	1.463
19900130	1.7	1.2	1.645
19900131	4	3.1	1.667
19900201	0.1	4.2	1.666
19900202	2.7	3.2	1.591
19900203	0.6	3.3	1.556
19900204	0.2	2	1.458
19900205	0	7	1.341
19900206	0	6.8	1.225
19900207	3.7	3.5	1.184
19900208	3.7	2.5	1.274
19900209	0	0.9	1.307
19900210	0	4	1.211
19900211	0.9	2.4	1.122
19900212	1.3	1.8	1.079
19900213	6.6	2.1	1.155
19900214	0.2	0.6	1.296
19900215	0.1	-1.1	1.222
19900216	0	-2.8	1.118
19900217	2.6	-3.4	1.022
19900218	0	0.8	0.974
19900219	1.1	3.6	0.986
19900220	0.4	8.7	0.957
19900221	0.7	7.4	0.907
19900222	0	6.1	0.855
19900223	0	8.4	0.784
19900224	15.5	7.1	1.008
19900225	2.8	4.1	1.529
19900226	22.3	2.8	2.565
19900227	9.8	1.1	4.649
19900228	0	-0.2	4.939
19900301	0	-0.9	3.709
19900302	0	-0.9	2.694
19900303	2.3	-1.3	2.149
19900304	3.6	1.9	2.051
19900305	0.2	4.6	2.099
19900306	0	2.1	1.962
19900307	1.5	0.7	1.833
19900308	3.1	4.9	1.805
19900309	5.9	2	1.906
19900310	0	-0.4	1.995
19900311	8.7	-1.5	1.862
19900312	0.2	1.3	1.857
19900313	0	-1.9	1.984
19900314	0	-0.2	1.859
19900315	1.5	5.5	1.738
19900316	0	8.4	1.654
19900317	0	10.2	1.526
19900318	0	10.3	1.401
19900319	0	10.1	1.286
19900320	0.2	6.3	1.185
19900321	6.4	4.9	1.218
19900322	0	7.5	1.353
19900323	0.3	5.6	1.279
19900324	0.1	7.7	1.187
19900325	0	4.1	1.095
19900326	0	2.7	1.005
19900327	0	3.6	0.923
19900328	0	4.2	0.847
19900329	0	4.9	0.777
19900330	0	7.2	0.713
19900331	0	9.5	0.664
19900401	4.1	8.5	0.697
19900402	14.1	1.9	1.008
19900403	4.1	5.5	1.465
19900404	0.9	1	1.555
19900405	0	0.3	1.475
19900406	7.4	1.7	1.485
19900407	0	-1.7	1.604
19900408	0	0.8	1.504
19900409	0	5.2	1.382
19900410	0.3	5.1	1.274
19900411	0.4	3.1	1.186
19900412	0.1	6	1.104
19900413	1.1	6.9	1.035
19900414	1.1	6.7	1
19900415	1.6	8.7	0.978
19900416	1.3	7.2	0.966
19900417	1.6	4.9	0.952
19900418	0.2	6.2	0.925
19900419	0	5.8	0.86
19900420	0	8.2	0.791
19900421	0	9.2	0.726
19900422	0	9.3	0.676
19900423	0	10.5	0.649
19900424	0	11	0.629
19900425	0	10.8	0.61
19900426	1.4	10.9	0.598
19900427	0	7.2	0.59
19900428	0.5	7.5	0.576
19900429	0	11.5	0.562
19900430	0	16.5	0.545
19900501	0	15.2	0.529
19900502	0	17.3	0.513
19900503	0	19.2	0.498
19900504	0	17	0.483
