Location Names,Paso Mazangano,Paso Mazangano
Location Ids,64.0,64.0
Time,H.obs,Q.obs
2022-08-22 16:30:00,3.08,85.0
2022-08-22 17:00:00,3.08,85.0
2022-08-22 17:30:00,3.09,85.49
2022-08-22 18:00:00,3.09,85.49
2022-08-22 18:30:00,3.1,85.98
2022-08-22 19:00:00,3.1,85.98
2022-08-22 19:30:00,3.1,85.98
2022-08-22 20:00:00,3.11,86.46
2022-08-22 20:30:00,3.1,85.98
2022-08-22 21:00:00,3.12,86.95
2022-08-22 21:30:00,3.12,86.95
2022-08-22 22:00:00,3.12,86.95
2022-08-22 22:30:00,3.12,86.95
2022-08-22 23:00:00,3.13,87.44
2022-08-22 23:30:00,3.13,87.44
2022-08-23 00:00:00,3.13,87.44
