Location Names,Queguay Pte. R-3,Queguay Pte. R-3
2022-08-10 21:00:00,4.85,297.51
2022-08-10 21:30:00,4.82,292.46
2022-08-10 22:00:00,4.78,285.81
2022-08-10 22:30:00,4.75,280.88
2022-08-10 23:00:00,4.71,274.38
2022-08-10 23:30:00,4.68,269.57
2022-08-11 00:00:00,4.64,263.23
2022-08-11 00:30:00,4.61,258.53
2022-08-11 01:00:00,4.57,252.35
2022-08-11 01:30:00,4.54,247.76
2022-08-11 02:00:00,4.51,243.23
2022-08-11 02:30:00,4.47,237.26
2022-08-11 03:00:00,4.44,232.85
2022-08-11 03:30:00,4.41,228.47
2022-08-11 04:00:00,4.38,224.15
2022-08-11 04:30:00,4.35,219.88
2022-08-11 05:00:00,4.32,215.65
2022-08-11 05:30:00,4.29,211.48
2022-08-11 06:00:00,4.26,207.35
2022-08-11 06:30:00,4.23,203.27
2022-08-11 07:00:00,4.2,199.23
2022-08-11 07:30:00,4.18,196.57
2022-08-11 08:00:00,4.15,192.61
2022-08-11 08:30:00,4.12,188.7
2022-08-11 09:00:00,4.09,184.84
2022-08-11 09:30:00,4.07,182.29
2022-08-11 10:00:00,4.04,178.51
2022-08-11 10:30:00,4.02,176.01
2022-08-11 11:00:00,3.99,172.3
2022-08-11 11:30:00,3.97,169.86
2022-08-11 12:00:00,3.95,167.43
2022-08-11 12:30:00,3.92,163.83
2022-08-11 13:00:00,3.9,161.46
2022-08-11 13:30:00,3.88,159.11
2022-08-11 14:00:00,3.86,156.77
2022-08-11 14:30:00,3.84,154.46
2022-08-11 15:00:00,3.81,151.03
2022-08-11 15:30:00,3.8,149.89
2022-08-11 16:00:00,3.78,147.64
2022-08-11 16:30:00,3.76,145.41
2022-08-11 17:00:00,3.74,143.19
2022-08-11 17:30:00,3.72,141.0
2022-08-11 18:00:00,3.7,138.83
2022-08-11 18:30:00,3.68,136.67
2022-08-11 19:00:00,3.67,135.6
2022-08-11 19:30:00,3.65,133.48
2022-08-11 20:00:00,3.63,131.37
2022-08-11 20:30:00,3.62,130.33
2022-08-11 21:00:00,3.6,128.25
2022-08-11 21:30:00,3.59,127.22
2022-08-11 22:00:00,3.57,125.18
2022-08-11 22:30:00,3.56,124.16
2022-08-11 23:00:00,3.54,122.14
2022-08-11 23:30:00,3.53,121.14
2022-08-12 00:00:00,3.51,119.16
2022-08-12 00:30:00,3.5,118.17
2022-08-12 01:00:00,3.48,116.21
2022-08-12 01:30:00,3.47,115.24
2022-08-12 02:00:00,3.46,114.27
2022-08-12 02:30:00,3.45,113.31
2022-08-12 03:00:00,3.43,111.4
2022-08-12 03:30:00,3.42,110.45
2022-08-12 04:00:00,3.41,109.5
2022-08-12 04:30:00,3.4,108.56
2022-08-12 05:00:00,3.38,106.7
2022-08-12 05:30:00,3.37,105.78
2022-08-12 06:00:00,3.36,104.86
2022-08-12 06:30:00,3.35,103.94
2022-08-12 07:00:00,3.34,103.03
2022-08-12 07:30:00,3.33,102.12
2022-08-12 08:00:00,3.32,101.22
2022-08-12 08:30:00,3.31,100.33
2022-08-12 09:00:00,3.3,99.43
2022-08-12 09:30:00,3.29,98.55
2022-08-12 10:00:00,3.27,96.79
2022-08-12 10:30:00,3.27,96.79
2022-08-12 11:00:00,3.26,95.91
2022-08-12 11:30:00,3.25,94.91
2022-08-12 12:00:00,3.24,93.48
2022-08-12 12:30:00,3.23,92.08
2022-08-12 13:00:00,3.22,90.69
2022-08-12 13:30:00,3.21,89.31
2022-08-12 14:00:00,3.2,87.95
2022-08-12 14:30:00,3.19,86.61
2022-08-12 15:00:00,3.18,85.28
2022-08-12 15:30:00,3.17,83.97
2022-08-12 16:00:00,3.16,82.67
2022-08-12 16:30:00,3.16,82.67
2022-08-12 17:00:00,3.15,81.39
2022-08-12 17:30:00,3.14,80.12
2022-08-12 18:00:00,3.13,78.87
2022-08-12 18:30:00,3.13,78.87
2022-08-12 19:00:00,3.12,77.63
2022-08-12 19:30:00,3.11,76.41
2022-08-12 20:00:00,3.1,75.2
2022-08-12 20:30:00,3.09,74.01
2022-08-12 21:00:00,3.08,72.83
2022-08-12 21:30:00,3.07,71.66
2022-08-12 22:00:00,3.06,70.51
2022-08-12 22:30:00,3.06,70.51
2022-08-12 23:00:00,3.05,69.37
2022-08-12 23:30:00,3.04,68.25
2022-08-13 00:00:00,3.03,67.14
2022-08-13 00:30:00,3.03,67.14
2022-08-13 01:00:00,3.02,66.04
2022-08-13 01:30:00,3.01,64.96
2022-08-13 02:00:00,3.0,63.89
2022-08-13 02:30:00,3.0,63.89
2022-08-13 03:00:00,2.99,62.83
2022-08-13 03:30:00,2.99,62.83
2022-08-13 04:00:00,2.98,61.79
2022-08-13 04:30:00,2.97,60.76
2022-08-13 05:00:00,2.97,60.76
2022-08-13 05:30:00,2.96,59.74
2022-08-13 06:00:00,2.95,58.74
2022-08-13 06:30:00,2.95,58.74
2022-08-13 07:00:00,2.94,57.75
2022-08-13 07:30:00,2.94,57.75
2022-08-13 08:00:00,2.93,56.77
2022-08-13 08:30:00,2.93,56.77
2022-08-13 09:00:00,2.92,55.8
2022-08-13 09:30:00,2.92,55.8
2022-08-13 10:00:00,2.91,54.85
2022-08-13 10:30:00,2.9,53.9
2022-08-13 11:00:00,2.91,54.85
2022-08-13 11:30:00,2.9,53.9
2022-08-13 12:00:00,2.89,52.97
2022-08-13 12:30:00,2.89,52.97
2022-08-13 13:00:00,2.88,52.06
2022-08-13 13:30:00,2.88,52.06
2022-08-13 14:00:00,2.87,51.15
2022-08-13 14:30:00,2.87,51.15
2022-08-13 15:00:00,2.87,51.15
2022-08-13 15:30:00,2.86,50.26
2022-08-13 16:00:00,2.86,50.26
2022-08-13 16:30:00,2.85,49.37
2022-08-13 17:00:00,2.85,49.37
2022-08-13 17:30:00,2.84,48.5
2022-08-13 18:00:00,2.84,48.5
2022-08-13 18:30:00,2.83,47.64
2022-08-13 19:00:00,2.83,47.64
2022-08-13 19:30:00,2.82,46.8
2022-08-13 20:00:00,2.82,46.8
2022-08-13 20:30:00,2.82,46.8
2022-08-13 21:00:00,2.81,45.96
2022-08-13 21:30:00,2.81,45.96
2022-08-13 22:00:00,2.8,45.14
2022-08-13 22:30:00,2.8,45.14
2022-08-13 23:00:00,2.8,45.14
2022-08-13 23:30:00,2.79,44.32
2022-08-14 00:00:00,2.79,44.32
2022-08-14 00:30:00,2.79,44.32
2022-08-14 01:00:00,2.78,43.52
2022-08-14 01:30:00,2.78,43.52
2022-08-14 02:00:00,2.78,43.52
2022-08-14 02:30:00,2.77,42.73
2022-08-14 03:00:00,2.77,42.73
2022-08-14 03:30:00,2.77,42.73
2022-08-14 04:00:00,2.76,41.95
2022-08-14 04:30:00,2.76,41.95
2022-08-14 05:00:00,2.76,41.95
2022-08-14 05:30:00,2.75,41.18
2022-08-14 06:00:00,2.75,41.18
2022-08-14 06:30:00,2.75,41.18
2022-08-14 07:00:00,2.75,41.18
2022-08-14 07:30:00,2.74,40.42
2022-08-14 08:00:00,2.74,40.42
2022-08-14 08:30:00,2.75,41.18
2022-08-14 09:00:00,2.74,40.42
2022-08-14 09:30:00,2.74,40.42
2022-08-14 10:00:00,2.73,39.67
2022-08-14 10:30:00,2.73,39.67
2022-08-14 11:00:00,2.73,39.67
2022-08-14 11:30:00,2.73,39.67
2022-08-14 12:00:00,2.72,38.93
2022-08-14 12:30:00,2.72,38.93
2022-08-14 13:00:00,2.72,38.93
2022-08-14 13:30:00,2.72,38.93
2022-08-14 14:00:00,2.71,38.2
2022-08-14 14:30:00,2.71,38.2
2022-08-14 15:00:00,2.71,38.2
2022-08-14 15:30:00,2.71,38.2
2022-08-14 16:00:00,2.7,37.48
2022-08-14 16:30:00,2.7,37.48
2022-08-14 17:00:00,2.7,37.48
2022-08-14 17:30:00,2.7,37.48
2022-08-14 18:00:00,2.69,36.78
2022-08-14 18:30:00,2.69,36.78
2022-08-14 19:00:00,2.68,36.08
2022-08-14 19:30:00,2.69,36.78
2022-08-14 20:00:00,2.68,36.08
2022-08-14 20:30:00,2.68,36.08
2022-08-14 21:00:00,2.68,36.08
2022-08-14 21:30:00,2.68,36.08
2022-08-14 22:00:00,2.67,35.39
2022-08-14 22:30:00,2.67,35.39
2022-08-14 23:00:00,2.67,35.39
2022-08-14 23:30:00,2.66,34.71
2022-08-15 00:00:00,2.66,34.71
2022-08-15 00:30:00,2.66,34.71
2022-08-15 01:00:00,2.66,34.71
2022-08-15 01:30:00,2.66,34.71
2022-08-15 02:00:00,2.65,34.04
2022-08-15 02:30:00,2.65,34.04
2022-08-15 03:00:00,2.65,34.04
2022-08-15 03:30:00,2.65,34.04
2022-08-15 04:00:00,2.64,33.39
2022-08-15 04:30:00,2.64,33.39
2022-08-15 05:00:00,2.64,33.39
2022-08-15 05:30:00,2.64,33.39
2022-08-15 06:00:00,2.64,33.39
2022-08-15 06:30:00,2.64,33.39
2022-08-15 07:00:00,2.64,33.39
2022-08-15 07:30:00,2.64,33.39
2022-08-15 08:00:00,2.64,33.39
2022-08-15 08:30:00,2.63,32.74
2022-08-15 09:00:00,2.63,32.74
2022-08-15 09:30:00,2.63,32.74
2022-08-15 10:00:00,2.63,32.74
2022-08-15 10:30:00,2.63,32.74
2022-08-15 11:00:00,2.62,32.1
2022-08-15 11:30:00,2.62,32.1
2022-08-15 12:00:00,2.63,32.74
2022-08-15 12:30:00,2.62,32.1
2022-08-15 13:00:00,2.63,32.74
2022-08-15 13:30:00,2.62,32.1
2022-08-15 14:00:00,2.62,32.1
2022-08-15 14:30:00,2.62,32.1
2022-08-15 15:00:00,2.62,32.1
2022-08-15 15:30:00,2.62,32.1
2022-08-15 16:00:00,2.62,32.1
2022-08-15 16:30:00,2.61,31.47
2022-08-15 17:00:00,2.62,32.1
2022-08-15 17:30:00,2.61,31.47
2022-08-15 18:00:00,2.61,31.47
2022-08-15 18:30:00,2.61,31.47
2022-08-15 19:00:00,2.61,31.47
2022-08-15 19:30:00,2.61,31.47
2022-08-15 20:00:00,2.61,31.47
2022-08-15 20:30:00,2.6,30.85
2022-08-15 21:00:00,2.6,30.85
2022-08-15 21:30:00,2.6,30.85
2022-08-15 22:00:00,2.6,30.85
2022-08-15 22:30:00,2.6,30.85
2022-08-15 23:00:00,2.59,30.24
2022-08-15 23:30:00,2.59,30.24
2022-08-16 00:00:00,2.59,30.24
2022-08-16 00:30:00,2.59,30.24
2022-08-16 01:00:00,2.59,30.24
2022-08-16 01:30:00,2.59,30.24
2022-08-16 02:00:00,2.59,30.24
2022-08-16 02:30:00,2.59,30.24
2022-08-16 03:00:00,2.58,29.63
2022-08-16 03:30:00,2.58,29.63
2022-08-16 04:00:00,2.58,29.63
2022-08-16 04:30:00,2.58,29.63
2022-08-16 05:00:00,2.58,29.63
2022-08-16 05:30:00,2.58,29.63
2022-08-16 06:00:00,2.58,29.63
2022-08-16 06:30:00,2.57,29.04
2022-08-16 07:00:00,2.57,29.04
2022-08-16 07:30:00,2.57,29.04
2022-08-16 08:00:00,2.57,29.04
2022-08-16 08:30:00,2.57,29.04
2022-08-16 09:00:00,2.57,29.04
2022-08-16 09:30:00,2.56,28.46
2022-08-16 10:00:00,2.57,29.04
2022-08-16 10:30:00,2.56,28.46
2022-08-16 11:00:00,2.56,28.46
2022-08-16 11:30:00,2.56,28.46
2022-08-16 12:00:00,2.56,28.46
2022-08-16 12:30:00,2.56,28.46
2022-08-16 13:00:00,2.56,28.46
2022-08-16 13:30:00,2.56,28.46
2022-08-16 14:00:00,2.56,28.46
2022-08-16 14:30:00,2.56,28.46
2022-08-16 15:00:00,2.55,27.88
2022-08-16 15:30:00,2.55,27.88
2022-08-16 16:00:00,2.55,27.88
2022-08-16 16:30:00,2.55,27.88
2022-08-16 17:00:00,2.55,27.88
2022-08-16 17:30:00,2.55,27.88
2022-08-16 18:00:00,2.55,27.88
2022-08-16 18:30:00,2.54,27.31
2022-08-16 19:00:00,2.54,27.31
2022-08-16 19:30:00,2.54,27.31
2022-08-16 20:00:00,2.54,27.31
2022-08-16 20:30:00,2.54,27.31
2022-08-16 21:00:00,2.54,27.31
2022-08-16 21:30:00,2.54,27.31
2022-08-16 22:00:00,2.53,26.76
2022-08-16 22:30:00,2.53,26.76
2022-08-16 23:00:00,2.53,26.76
2022-08-16 23:30:00,2.53,26.76
2022-08-17 00:00:00,2.53,26.76
2022-08-17 00:30:00,2.53,26.76
2022-08-17 01:00:00,2.53,26.76
2022-08-17 01:30:00,2.52,26.21
2022-08-17 02:00:00,2.52,26.21
2022-08-17 02:30:00,2.52,26.21
2022-08-17 03:00:00,2.52,26.21
2022-08-17 03:30:00,2.52,26.21
2022-08-17 04:00:00,2.52,26.21
2022-08-17 04:30:00,2.52,26.21
2022-08-17 05:00:00,2.52,26.21
2022-08-17 05:30:00,2.51,25.67
2022-08-17 06:00:00,2.51,25.67
2022-08-17 06:30:00,2.51,25.67
2022-08-17 07:00:00,2.51,25.67
2022-08-17 07:30:00,2.51,25.67
2022-08-17 08:00:00,2.51,25.67
2022-08-17 08:30:00,2.51,25.67
2022-08-17 09:00:00,2.51,25.67
2022-08-17 09:30:00,2.51,25.67
2022-08-17 10:00:00,2.51,25.67
2022-08-17 10:30:00,2.51,25.67
2022-08-17 11:00:00,2.5,25.13
2022-08-17 11:30:00,2.5,25.13
2022-08-17 12:00:00,2.5,25.13
2022-08-17 12:30:00,2.5,25.13
2022-08-17 13:00:00,2.5,25.13
2022-08-17 13:30:00,2.5,25.13
2022-08-17 14:00:00,2.5,25.13
2022-08-17 14:30:00,2.5,25.13
2022-08-17 15:00:00,2.5,25.13
2022-08-17 15:30:00,2.49,24.61
2022-08-17 16:00:00,2.49,24.61
2022-08-17 16:30:00,2.49,24.61
2022-08-17 17:00:00,2.49,24.61
2022-08-17 17:30:00,2.49,24.61
2022-08-17 18:00:00,2.49,24.61
2022-08-17 18:30:00,2.49,24.61
2022-08-17 19:00:00,2.49,24.61
2022-08-17 19:30:00,2.49,24.61
2022-08-17 20:00:00,2.49,24.61
2022-08-17 20:30:00,2.48,24.09
2022-08-17 21:00:00,2.48,24.09
2022-08-17 21:30:00,2.48,24.09
2022-08-17 22:00:00,2.48,24.09
2022-08-17 22:30:00,2.48,24.09
2022-08-17 23:00:00,2.48,24.09
2022-08-17 23:30:00,2.48,24.09
2022-08-18 00:00:00,2.48,24.09
2022-08-18 00:30:00,2.47,23.59
2022-08-18 01:00:00,2.47,23.59
2022-08-18 01:30:00,2.47,23.59
2022-08-18 02:00:00,2.47,23.59
2022-08-18 02:30:00,2.47,23.59
2022-08-18 03:00:00,2.47,23.59
2022-08-18 03:30:00,2.47,23.59
2022-08-18 04:00:00,2.47,23.59
2022-08-18 04:30:00,2.46,23.09
2022-08-18 05:00:00,2.46,23.09
2022-08-18 05:30:00,2.46,23.09
2022-08-18 06:00:00,2.46,23.09
2022-08-18 06:30:00,2.46,23.09
2022-08-18 07:00:00,2.46,23.09
2022-08-18 07:30:00,2.46,23.09
2022-08-18 08:00:00,2.45,22.59
2022-08-18 08:30:00,2.45,22.59
2022-08-18 09:00:00,2.45,22.59
2022-08-18 09:30:00,2.45,22.59
2022-08-18 10:00:00,2.45,22.59
2022-08-18 10:30:00,2.45,22.59
2022-08-18 11:00:00,2.44,22.11
2022-08-18 11:30:00,2.44,22.11
2022-08-18 12:00:00,2.45,22.59
2022-08-18 12:30:00,2.45,22.59
2022-08-18 13:00:00,2.44,22.11
2022-08-18 13:30:00,2.44,22.11
2022-08-18 14:00:00,2.44,22.11
2022-08-18 14:30:00,2.44,22.11
2022-08-18 15:00:00,2.44,22.11
2022-08-18 15:30:00,2.44,22.11
2022-08-18 16:00:00,2.43,21.63
2022-08-18 16:30:00,2.44,22.11
2022-08-18 17:00:00,2.44,22.11
2022-08-18 17:30:00,2.44,22.11
2022-08-18 18:00:00,2.43,21.63
2022-08-18 18:30:00,2.43,21.63
2022-08-18 19:00:00,2.43,21.63
2022-08-18 19:30:00,2.43,21.63
2022-08-18 20:00:00,2.43,21.63
2022-08-18 20:30:00,2.43,21.63
2022-08-18 21:00:00,2.43,21.63
2022-08-18 21:30:00,2.42,21.55
2022-08-18 22:00:00,2.42,21.55
2022-08-18 22:30:00,2.42,21.55
2022-08-18 23:00:00,2.42,21.55
2022-08-18 23:30:00,2.42,21.55
2022-08-19 00:00:00,2.42,21.55
2022-08-19 00:30:00,2.41,21.4
2022-08-19 01:00:00,2.41,21.4
2022-08-19 01:30:00,2.41,21.4
2022-08-19 02:00:00,2.41,21.4
2022-08-19 02:30:00,2.41,21.4
2022-08-19 03:00:00,2.41,21.4
2022-08-19 03:30:00,2.41,21.4
2022-08-19 04:00:00,2.4,21.25
2022-08-19 04:30:00,2.4,21.25
2022-08-19 05:00:00,2.4,21.25
2022-08-19 05:30:00,2.4,21.25
2022-08-19 06:00:00,2.4,21.25
2022-08-19 06:30:00,2.4,21.25
2022-08-19 07:00:00,2.4,21.25
2022-08-19 07:30:00,2.4,21.25
2022-08-19 08:00:00,2.4,21.25
2022-08-19 08:30:00,2.39,21.1
2022-08-19 09:00:00,2.39,21.1
2022-08-19 09:30:00,2.39,21.1
2022-08-19 10:00:00,2.39,21.1
2022-08-19 10:30:00,2.39,21.1
2022-08-19 11:00:00,2.39,21.1
2022-08-19 11:30:00,2.39,21.1
2022-08-19 12:00:00,2.39,21.1
2022-08-19 12:30:00,2.38,20.94
2022-08-19 13:00:00,2.38,20.94
2022-08-19 13:30:00,2.38,20.94
2022-08-19 14:00:00,2.38,20.94
2022-08-19 14:30:00,2.38,20.94
2022-08-19 15:00:00,2.38,20.94
2022-08-19 15:30:00,2.38,20.94
2022-08-19 16:00:00,2.38,20.94
2022-08-19 16:30:00,2.38,20.94
2022-08-19 17:00:00,2.38,20.94
2022-08-19 17:30:00,2.38,20.94
2022-08-19 18:00:00,2.37,20.79
2022-08-19 18:30:00,2.37,20.79
2022-08-19 19:00:00,2.37,20.79
2022-08-19 19:30:00,2.37,20.79
2022-08-19 20:00:00,2.37,20.79
2022-08-19 20:30:00,2.37,20.79
2022-08-19 21:00:00,2.37,20.79
2022-08-19 21:30:00,2.37,20.79
2022-08-19 22:00:00,2.37,20.79
2022-08-19 22:30:00,2.36,20.64
2022-08-19 23:00:00,2.36,20.64
2022-08-19 23:30:00,2.36,20.64
2022-08-20 00:00:00,2.36,20.64
2022-08-20 00:30:00,2.36,20.64
2022-08-20 01:00:00,2.36,20.64
2022-08-20 01:30:00,2.36,20.64
2022-08-20 02:00:00,2.36,20.64
2022-08-20 02:30:00,2.35,20.49
2022-08-20 03:00:00,2.35,20.49
2022-08-20 03:30:00,2.35,20.49
2022-08-20 04:00:00,2.35,20.49
2022-08-20 04:30:00,2.35,20.49
2022-08-20 05:00:00,2.35,20.49
2022-08-20 05:30:00,2.35,20.49
2022-08-20 06:00:00,2.35,20.49
2022-08-20 06:30:00,2.34,20.34
2022-08-20 07:00:00,2.34,20.34
2022-08-20 07:30:00,2.34,20.34
2022-08-20 08:00:00,2.34,20.34
2022-08-20 08:30:00,2.34,20.34
2022-08-20 09:00:00,2.34,20.34
2022-08-20 09:30:00,2.34,20.34
2022-08-20 10:00:00,2.34,20.34
2022-08-20 10:30:00,2.33,20.19
2022-08-20 11:00:00,2.33,20.19
2022-08-20 11:30:00,2.33,20.19
2022-08-20 12:00:00,2.33,20.19
2022-08-20 12:30:00,2.33,20.19
2022-08-20 13:00:00,2.33,20.19
2022-08-20 13:30:00,2.33,20.19
2022-08-20 14:00:00,2.33,20.19
2022-08-20 14:30:00,2.33,20.19
2022-08-20 15:00:00,2.33,20.19
2022-08-20 15:30:00,2.33,20.19
2022-08-20 16:00:00,2.32,20.04
2022-08-20 16:30:00,2.32,20.04
2022-08-20 17:00:00,2.32,20.04
2022-08-20 17:30:00,2.32,20.04
2022-08-20 18:00:00,2.32,20.04
2022-08-20 18:30:00,2.32,20.04
2022-08-20 19:00:00,2.32,20.04
2022-08-20 19:30:00,2.31,19.89
2022-08-20 20:00:00,2.32,20.04
2022-08-20 20:30:00,2.31,19.89
2022-08-20 21:00:00,2.31,19.89
2022-08-20 21:30:00,2.31,19.89
2022-08-20 22:00:00,2.31,19.89
2022-08-20 22:30:00,2.31,19.89
2022-08-20 23:00:00,2.31,19.89
2022-08-20 23:30:00,2.31,19.89
2022-08-21 00:00:00,2.31,19.89
2022-08-21 00:30:00,2.31,19.89
2022-08-21 01:00:00,2.3,19.74
2022-08-21 01:30:00,2.31,19.89
2022-08-21 02:00:00,2.3,19.74
2022-08-21 02:30:00,2.3,19.74
2022-08-21 03:00:00,2.3,19.74
2022-08-21 03:30:00,2.3,19.74
2022-08-21 04:00:00,2.3,19.74
2022-08-21 04:30:00,2.3,19.74
2022-08-21 05:00:00,2.3,19.74
2022-08-21 05:30:00,2.29,19.59
2022-08-21 06:00:00,2.29,19.59
2022-08-21 06:30:00,2.29,19.59
2022-08-21 07:00:00,2.29,19.59
2022-08-21 07:30:00,2.29,19.59
2022-08-21 08:00:00,2.29,19.59
2022-08-21 08:30:00,2.29,19.59
2022-08-21 09:00:00,2.29,19.59
2022-08-21 09:30:00,2.29,19.59
2022-08-21 10:00:00,2.28,19.44
2022-08-21 10:30:00,2.28,19.44
2022-08-21 11:00:00,2.28,19.44
2022-08-21 11:30:00,2.28,19.44
2022-08-21 12:00:00,2.28,19.44
2022-08-21 12:30:00,2.28,19.44
2022-08-21 13:00:00,2.28,19.44
2022-08-21 13:30:00,2.28,19.44
2022-08-21 14:00:00,2.28,19.44
2022-08-21 14:30:00,2.28,19.44
2022-08-21 15:00:00,2.28,19.44
2022-08-21 15:30:00,2.27,19.29
2022-08-21 16:00:00,2.27,19.29
2022-08-21 16:30:00,2.27,19.29
2022-08-21 17:00:00,2.27,19.29
2022-08-21 17:30:00,2.27,19.29
2022-08-21 18:00:00,2.27,19.29
2022-08-21 18:30:00,2.27,19.29
