Location Names,Paso Baltasar,Paso Baltasar
Location Ids,123.0,123.0
Time,H.obs,Q.obs
2022-08-22 00:30:00,-0.19,1.01
2022-08-22 01:00:00,-0.19,1.01
2022-08-22 01:30:00,-0.2,0.97
2022-08-22 02:00:00,-0.2,0.97
2022-08-22 02:30:00,-0.19,1.01
2022-08-22 03:00:00,-0.2,0.97
2022-08-22 03:30:00,-0.2,0.97
2022-08-22 04:00:00,-0.2,0.97
2022-08-22 04:30:00,-0.2,0.97
2022-08-22 05:00:00,-0.21,0.94
2022-08-22 05:30:00,-0.2,0.97
2022-08-22 06:00:00,-0.2,0.97
2022-08-22 06:30:00,-0.2,0.97
2022-08-22 07:00:00,-0.21,0.94
2022-08-22 07:30:00,-0.21,0.94
2022-08-22 08:00:00,-0.21,0.94
2022-08-22 08:30:00,-0.21,0.94
2022-08-22 09:00:00,-0.21,0.94
2022-08-22 09:30:00,-0.22,0.91
2022-08-22 10:00:00,-0.21,0.94
2022-08-22 10:30:00,-0.22,0.91
2022-08-22 11:00:00,-0.21,0.94
2022-08-22 11:30:00,-0.23,0.87
2022-08-22 12:00:00,-0.23,0.87
2022-08-22 12:30:00,-0.22,0.91
2022-08-22 13:00:00,-0.22,0.91
2022-08-22 13:30:00,-0.22,0.91
2022-08-22 14:00:00,-0.22,0.91
2022-08-22 14:30:00,-0.22,0.91
2022-08-22 15:00:00,-0.22,0.91
2022-08-22 15:30:00,-0.23,0.87
2022-08-22 16:00:00,-0.22,0.91
2022-08-22 16:30:00,-0.23,0.87
2022-08-22 17:00:00,-0.23,0.87
2022-08-22 17:30:00,-0.23,0.87
2022-08-22 18:00:00,-0.24,0.84
2022-08-22 18:30:00,-0.24,0.84
2022-08-22 19:00:00,-0.24,0.84
2022-08-22 19:30:00,-0.24,0.84
2022-08-22 20:00:00,-0.23,0.87
2022-08-22 20:30:00,-0.24,0.84
2022-08-22 21:00:00,-0.24,0.84
2022-08-22 21:30:00,-0.25,0.81
2022-08-22 22:00:00,-0.24,0.84
2022-08-22 22:30:00,-0.26,0.78
2022-08-22 23:00:00,-0.24,0.84
2022-08-22 23:30:00,-0.24,0.84
2022-08-23 00:00:00,-0.25,0.81
