Location Names,Paso Aguiar,Paso Aguiar
2022-08-10 12:30:00,8.06,681.49
2022-08-10 13:00:00,8.06,681.49
2022-08-10 13:30:00,8.02,662.6
2022-08-10 14:00:00,8.07,686.28
2022-08-10 14:30:00,8.06,681.49
2022-08-10 15:00:00,8.04,671.99
2022-08-10 15:30:00,8.05,676.73
2022-08-10 16:00:00,8.09,695.94
2022-08-10 16:30:00,8.06,681.49
2022-08-10 17:00:00,8.09,695.94
2022-08-10 17:30:00,8.08,691.1
2022-08-10 18:00:00,8.08,691.1
2022-08-10 18:30:00,8.08,691.1
2022-08-10 19:00:00,8.11,705.71
2022-08-10 19:30:00,8.1,700.81
2022-08-10 20:00:00,8.1,700.81
2022-08-10 20:30:00,8.11,705.71
2022-08-10 21:00:00,8.11,705.71
2022-08-10 21:30:00,8.11,705.71
2022-08-10 22:00:00,8.1,700.81
2022-08-10 22:30:00,8.11,705.71
2022-08-10 23:00:00,8.12,710.64
2022-08-10 23:30:00,8.13,715.59
2022-08-11 00:00:00,8.1,700.81
2022-08-11 00:30:00,8.12,710.64
2022-08-11 01:00:00,8.13,715.59
2022-08-11 01:30:00,8.14,720.58
2022-08-11 02:00:00,8.13,715.59
2022-08-11 02:30:00,8.14,720.58
2022-08-11 03:00:00,8.13,715.59
2022-08-11 03:30:00,8.13,715.59
2022-08-11 04:00:00,8.13,715.59
2022-08-11 04:30:00,8.14,720.58
2022-08-11 05:00:00,8.13,715.59
2022-08-11 05:30:00,8.13,715.59
2022-08-11 06:00:00,8.13,715.59
2022-08-11 06:30:00,8.12,710.64
2022-08-11 07:00:00,8.16,730.63
2022-08-11 07:30:00,8.13,715.59
2022-08-11 08:00:00,8.11,705.71
2022-08-11 08:30:00,8.14,720.58
2022-08-11 09:00:00,8.13,715.59
2022-08-11 09:30:00,8.14,720.58
2022-08-11 10:00:00,8.13,715.59
2022-08-11 10:30:00,8.14,720.58
2022-08-11 11:00:00,8.12,710.64
2022-08-11 11:30:00,8.13,715.59
2022-08-11 12:00:00,8.1,700.81
2022-08-11 12:30:00,8.14,720.58
2022-08-11 13:00:00,8.12,710.64
2022-08-11 13:30:00,8.13,715.59
2022-08-11 14:00:00,8.12,710.64
2022-08-11 14:30:00,8.13,715.59
2022-08-11 15:00:00,8.13,715.59
2022-08-11 15:30:00,8.12,710.64
2022-08-11 16:00:00,8.12,710.64
2022-08-11 16:30:00,8.12,710.64
2022-08-11 17:00:00,8.11,705.71
2022-08-11 17:30:00,8.11,705.71
2022-08-11 18:00:00,8.11,705.71
2022-08-11 18:30:00,8.11,705.71
2022-08-11 19:00:00,8.11,705.71
2022-08-11 19:30:00,8.08,691.1
2022-08-11 20:00:00,8.09,695.94
2022-08-11 20:30:00,8.08,691.1
2022-08-11 21:00:00,8.1,700.81
2022-08-11 21:30:00,8.09,695.94
2022-08-11 22:00:00,8.1,700.81
2022-08-11 22:30:00,8.09,695.94
2022-08-11 23:00:00,8.09,695.94
2022-08-11 23:30:00,8.09,695.94
2022-08-12 00:00:00,8.09,695.94
2022-08-12 00:30:00,8.07,686.28
2022-08-12 01:00:00,8.06,681.49
2022-08-12 01:30:00,8.08,691.1
2022-08-12 02:00:00,8.07,686.28
2022-08-12 02:30:00,8.06,681.49
2022-08-12 03:00:00,8.07,686.28
2022-08-12 03:30:00,8.06,681.49
2022-08-12 04:00:00,8.06,681.49
2022-08-12 04:30:00,8.05,676.73
2022-08-12 05:00:00,8.04,671.99
2022-08-12 05:30:00,8.05,676.73
2022-08-12 06:00:00,8.04,671.99
2022-08-12 06:30:00,8.05,676.73
2022-08-12 07:00:00,8.04,671.99
2022-08-12 07:30:00,8.02,662.6
2022-08-12 08:00:00,8.03,667.28
2022-08-12 08:30:00,8.03,667.28
2022-08-12 09:00:00,8.03,667.28
2022-08-12 09:30:00,8.02,662.6
2022-08-12 10:00:00,8.0,653.32
2022-08-12 10:30:00,8.02,662.6
2022-08-12 11:00:00,8.01,657.95
2022-08-12 11:30:00,8.0,653.32
2022-08-12 12:00:00,8.0,653.32
2022-08-12 12:30:00,8.0,653.32
2022-08-12 13:00:00,7.98,644.14
2022-08-12 13:30:00,8.0,653.32
2022-08-12 14:00:00,7.99,648.72
2022-08-12 14:30:00,7.99,648.72
2022-08-12 15:00:00,7.99,648.72
2022-08-12 15:30:00,7.99,648.72
2022-08-12 16:00:00,7.99,648.72
2022-08-12 16:30:00,7.98,644.14
2022-08-12 17:00:00,7.97,639.59
2022-08-12 17:30:00,7.97,639.59
2022-08-12 18:00:00,7.97,639.59
2022-08-12 18:30:00,7.96,635.07
2022-08-12 19:00:00,7.94,626.1
2022-08-12 19:30:00,7.96,635.07
2022-08-12 20:00:00,7.95,630.57
2022-08-12 20:30:00,7.94,626.1
2022-08-12 21:00:00,7.94,626.1
2022-08-12 21:30:00,7.93,621.65
2022-08-12 22:00:00,7.93,621.65
2022-08-12 22:30:00,7.93,621.65
2022-08-12 23:00:00,7.93,621.65
2022-08-12 23:30:00,7.92,617.23
2022-08-13 00:00:00,7.92,617.23
2022-08-13 00:30:00,7.92,617.23
2022-08-13 01:00:00,7.91,612.83
2022-08-13 01:30:00,7.9,608.46
2022-08-13 02:00:00,7.89,604.12
2022-08-13 02:30:00,7.9,608.46
2022-08-13 03:00:00,7.9,608.46
2022-08-13 03:30:00,7.89,604.12
2022-08-13 04:00:00,7.87,595.51
2022-08-13 04:30:00,7.89,604.12
2022-08-13 05:00:00,7.88,599.8
2022-08-13 05:30:00,7.87,595.51
2022-08-13 06:00:00,7.87,595.51
2022-08-13 06:30:00,7.87,595.51
2022-08-13 07:00:00,7.85,586.99
2022-08-13 07:30:00,7.84,582.77
2022-08-13 08:00:00,7.85,586.99
2022-08-13 08:30:00,7.86,591.24
2022-08-13 09:00:00,7.82,574.41
2022-08-13 09:30:00,7.84,582.77
2022-08-13 10:00:00,7.84,582.77
2022-08-13 10:30:00,7.84,582.77
2022-08-13 11:00:00,7.82,574.41
2022-08-13 11:30:00,7.82,574.41
2022-08-13 12:00:00,7.82,574.41
2022-08-13 12:30:00,7.82,574.41
2022-08-13 13:00:00,7.81,570.26
2022-08-13 13:30:00,7.81,570.26
2022-08-13 14:00:00,7.81,570.26
2022-08-13 14:30:00,7.8,566.14
2022-08-13 15:00:00,7.8,566.14
2022-08-13 15:30:00,7.8,566.14
2022-08-13 16:00:00,7.79,562.04
2022-08-13 16:30:00,7.78,557.97
2022-08-13 17:00:00,7.79,562.04
2022-08-13 17:30:00,7.78,557.97
2022-08-13 18:00:00,7.78,557.97
2022-08-13 18:30:00,7.77,553.92
2022-08-13 19:00:00,7.77,553.92
2022-08-13 19:30:00,7.77,553.92
2022-08-13 20:00:00,7.76,549.89
2022-08-13 20:30:00,7.76,549.89
2022-08-13 21:00:00,7.75,545.89
2022-08-13 21:30:00,7.76,549.89
2022-08-13 22:00:00,7.75,545.89
2022-08-13 22:30:00,7.72,534.02
2022-08-13 23:00:00,7.73,537.96
2022-08-13 23:30:00,7.73,537.96
2022-08-14 00:00:00,7.73,537.96
2022-08-14 00:30:00,7.72,534.02
2022-08-14 01:00:00,7.72,534.02
2022-08-14 01:30:00,7.71,530.12
2022-08-14 02:00:00,7.71,530.12
2022-08-14 02:30:00,7.71,530.12
2022-08-14 03:00:00,7.7,526.23
2022-08-14 03:30:00,7.69,522.37
2022-08-14 04:00:00,7.7,526.23
2022-08-14 04:30:00,7.69,522.37
2022-08-14 05:00:00,7.68,518.53
2022-08-14 05:30:00,7.69,522.37
2022-08-14 06:00:00,7.68,518.53
2022-08-14 06:30:00,7.67,514.71
2022-08-14 07:00:00,7.66,510.92
2022-08-14 07:30:00,7.66,510.92
2022-08-14 08:00:00,7.66,510.92
2022-08-14 08:30:00,7.66,510.92
2022-08-14 09:00:00,7.65,507.15
2022-08-14 09:30:00,7.64,503.4
2022-08-14 10:00:00,7.64,503.4
2022-08-14 10:30:00,7.64,503.4
2022-08-14 11:00:00,7.64,503.4
2022-08-14 11:30:00,7.62,495.97
2022-08-14 12:00:00,7.62,495.97
2022-08-14 12:30:00,7.62,495.97
2022-08-14 13:00:00,7.62,495.97
2022-08-14 13:30:00,7.61,492.29
2022-08-14 14:00:00,7.61,492.29
2022-08-14 14:30:00,7.61,492.29
2022-08-14 15:00:00,7.6,488.63
2022-08-14 15:30:00,7.6,488.63
2022-08-14 16:00:00,7.59,484.99
2022-08-14 16:30:00,7.58,481.38
2022-08-14 17:00:00,7.58,481.38
2022-08-14 17:30:00,7.58,481.38
2022-08-14 18:00:00,7.57,477.79
2022-08-14 18:30:00,7.57,477.79
2022-08-14 19:00:00,7.57,477.79
2022-08-14 19:30:00,7.57,477.79
2022-08-14 20:00:00,7.56,474.21
2022-08-14 20:30:00,7.55,470.67
2022-08-14 21:00:00,7.55,470.67
2022-08-14 21:30:00,7.52,460.15
2022-08-14 22:00:00,7.54,467.14
2022-08-14 22:30:00,7.53,463.63
2022-08-14 23:00:00,7.53,463.63
2022-08-14 23:30:00,7.52,460.15
2022-08-15 00:00:00,7.52,460.15
2022-08-15 00:30:00,7.52,460.15
2022-08-15 01:00:00,7.51,456.68
2022-08-15 01:30:00,7.5,453.24
2022-08-15 02:00:00,7.5,453.24
2022-08-15 02:30:00,7.49,449.82
2022-08-15 03:00:00,7.49,449.82
2022-08-15 03:30:00,7.48,446.42
2022-08-15 04:00:00,7.48,446.42
2022-08-15 04:30:00,7.48,446.42
2022-08-15 05:00:00,7.47,443.04
2022-08-15 05:30:00,7.47,443.04
2022-08-15 06:00:00,7.46,439.68
2022-08-15 06:30:00,7.46,439.68
2022-08-15 07:00:00,7.45,436.34
2022-08-15 07:30:00,7.45,436.34
2022-08-15 08:00:00,7.44,433.02
2022-08-15 08:30:00,7.44,433.02
2022-08-15 09:00:00,7.43,429.72
2022-08-15 09:30:00,7.42,426.44
2022-08-15 10:00:00,7.42,426.44
2022-08-15 10:30:00,7.42,426.44
2022-08-15 11:00:00,7.42,426.44
2022-08-15 11:30:00,7.4,419.95
2022-08-15 12:00:00,7.4,419.95
2022-08-15 12:30:00,7.4,419.95
2022-08-15 13:00:00,7.39,417.96
2022-08-15 13:30:00,7.38,416.69
2022-08-15 14:00:00,7.38,416.69
2022-08-15 14:30:00,7.37,415.43
2022-08-15 15:00:00,7.37,415.43
2022-08-15 15:30:00,7.37,415.43
2022-08-15 16:00:00,7.36,414.17
2022-08-15 16:30:00,7.35,412.91
2022-08-15 17:00:00,7.34,411.66
2022-08-15 17:30:00,7.34,411.66
2022-08-15 18:00:00,7.33,410.4
2022-08-15 18:30:00,7.34,411.66
2022-08-15 19:00:00,7.34,411.66
2022-08-15 19:30:00,7.33,410.4
2022-08-15 20:00:00,7.31,407.9
2022-08-15 20:30:00,7.32,409.15
2022-08-15 21:00:00,7.31,407.9
2022-08-15 21:30:00,7.3,406.65
2022-08-15 22:00:00,7.3,406.65
2022-08-15 22:30:00,7.29,405.4
2022-08-15 23:00:00,7.29,405.4
2022-08-15 23:30:00,7.28,404.16
2022-08-16 00:00:00,7.28,404.16
2022-08-16 00:30:00,7.26,401.68
2022-08-16 01:00:00,7.26,401.68
2022-08-16 01:30:00,7.26,401.68
2022-08-16 02:00:00,7.25,400.44
2022-08-16 02:30:00,7.25,400.44
2022-08-16 03:00:00,7.24,399.2
2022-08-16 03:30:00,7.24,399.2
2022-08-16 04:00:00,7.23,397.97
2022-08-16 04:30:00,7.23,397.97
2022-08-16 05:00:00,7.22,396.73
2022-08-16 05:30:00,7.21,395.5
2022-08-16 06:00:00,7.21,395.5
2022-08-16 06:30:00,7.2,394.27
2022-08-16 07:00:00,7.19,393.05
2022-08-16 07:30:00,7.19,393.05
2022-08-16 08:00:00,7.18,391.82
2022-08-16 08:30:00,7.17,390.6
2022-08-16 09:00:00,7.17,390.6
2022-08-16 09:30:00,7.16,389.38
2022-08-16 10:00:00,7.16,389.38
2022-08-16 10:30:00,7.15,388.16
2022-08-16 11:00:00,7.14,386.94
2022-08-16 11:30:00,7.13,385.73
2022-08-16 12:00:00,7.13,385.73
2022-08-16 12:30:00,7.12,384.52
2022-08-16 13:00:00,7.12,384.52
2022-08-16 13:30:00,7.11,383.3
2022-08-16 14:00:00,7.1,382.1
2022-08-16 14:30:00,7.1,382.1
2022-08-16 15:00:00,7.09,380.89
2022-08-16 15:30:00,7.09,380.89
2022-08-16 16:00:00,7.08,379.68
2022-08-16 16:30:00,7.07,378.48
2022-08-16 17:00:00,7.06,377.28
2022-08-16 17:30:00,7.06,377.28
2022-08-16 18:00:00,7.05,376.08
2022-08-16 18:30:00,7.04,374.88
2022-08-16 19:00:00,7.04,374.88
2022-08-16 19:30:00,7.03,373.69
2022-08-16 20:00:00,7.02,372.49
2022-08-16 20:30:00,7.03,373.69
2022-08-16 21:00:00,7.02,372.49
2022-08-16 21:30:00,7.01,371.3
2022-08-16 22:00:00,7.0,370.11
2022-08-16 22:30:00,6.99,368.93
2022-08-16 23:00:00,6.98,367.74
2022-08-16 23:30:00,6.98,367.74
2022-08-17 00:00:00,6.97,366.56
2022-08-17 00:30:00,6.96,365.38
2022-08-17 01:00:00,6.95,364.2
2022-08-17 01:30:00,6.94,363.02
2022-08-17 02:00:00,6.94,363.02
2022-08-17 02:30:00,6.93,361.84
2022-08-17 03:00:00,6.93,361.84
2022-08-17 03:30:00,6.92,360.67
2022-08-17 04:00:00,6.91,359.5
2022-08-17 04:30:00,6.9,358.33
2022-08-17 05:00:00,6.89,357.16
2022-08-17 05:30:00,6.89,357.16
2022-08-17 06:00:00,6.88,356.0
2022-08-17 06:30:00,6.86,353.67
2022-08-17 07:00:00,6.86,353.67
2022-08-17 07:30:00,6.85,352.51
2022-08-17 08:00:00,6.85,352.51
2022-08-17 08:30:00,6.84,351.35
2022-08-17 09:00:00,6.83,350.2
2022-08-17 09:30:00,6.82,349.04
2022-08-17 10:00:00,6.81,347.89
2022-08-17 10:30:00,6.81,347.89
2022-08-17 11:00:00,6.79,345.6
2022-08-17 11:30:00,6.79,345.6
2022-08-17 12:00:00,6.77,343.31
2022-08-17 12:30:00,6.77,343.31
2022-08-17 13:00:00,6.76,342.16
2022-08-17 13:30:00,6.75,341.02
2022-08-17 14:00:00,6.74,339.89
2022-08-17 14:30:00,6.73,338.75
2022-08-17 15:00:00,6.72,337.62
2022-08-17 15:30:00,6.71,336.48
2022-08-17 16:00:00,6.71,336.48
2022-08-17 16:30:00,6.69,334.22
2022-08-17 17:00:00,6.68,333.1
2022-08-17 17:30:00,6.68,333.1
2022-08-17 18:00:00,6.66,330.85
2022-08-17 18:30:00,6.66,330.85
2022-08-17 19:00:00,6.65,329.73
2022-08-17 19:30:00,6.64,328.61
2022-08-17 20:00:00,6.63,327.5
2022-08-17 20:30:00,6.62,326.38
2022-08-17 21:00:00,6.6,324.16
2022-08-17 21:30:00,6.59,323.05
2022-08-17 22:00:00,6.59,323.05
2022-08-17 22:30:00,6.57,320.84
2022-08-17 23:00:00,6.56,319.74
2022-08-17 23:30:00,6.55,318.64
2022-08-18 00:00:00,6.54,317.54
2022-08-18 00:30:00,6.54,317.54
2022-08-18 01:00:00,6.52,315.35
2022-08-18 01:30:00,6.51,314.25
2022-08-18 02:00:00,6.5,313.16
2022-08-18 02:30:00,6.48,310.99
2022-08-18 03:00:00,6.47,309.9
2022-08-18 03:30:00,6.46,308.82
2022-08-18 04:00:00,6.45,307.74
2022-08-18 04:30:00,6.44,306.66
2022-08-18 05:00:00,6.42,304.51
2022-08-18 05:30:00,6.42,304.51
2022-08-18 06:00:00,6.4,302.36
2022-08-18 06:30:00,6.38,300.22
2022-08-18 07:00:00,6.37,299.16
2022-08-18 07:30:00,6.36,298.1
2022-08-18 08:00:00,6.35,297.03
2022-08-18 08:30:00,6.34,295.97
2022-08-18 09:00:00,6.32,293.86
2022-08-18 09:30:00,6.3,291.76
2022-08-18 10:00:00,6.29,290.71
2022-08-18 10:30:00,6.28,289.66
2022-08-18 11:00:00,6.26,287.57
2022-08-18 11:30:00,6.26,287.57
2022-08-18 12:00:00,6.24,285.49
2022-08-18 12:30:00,6.23,284.45
2022-08-18 13:00:00,6.21,282.38
2022-08-18 13:30:00,6.2,281.35
2022-08-18 14:00:00,6.18,279.29
2022-08-18 14:30:00,6.17,278.26
2022-08-18 15:00:00,6.16,277.24
2022-08-18 15:30:00,6.14,275.19
2022-08-18 16:00:00,6.12,273.16
2022-08-18 16:30:00,6.11,272.15
2022-08-18 17:00:00,6.1,271.13
2022-08-18 17:30:00,6.08,269.11
2022-08-18 18:00:00,6.06,267.1
2022-08-18 18:30:00,6.05,266.1
2022-08-18 19:00:00,6.02,263.1
2022-08-18 19:30:00,6.02,263.1
2022-08-18 20:00:00,5.99,260.12
2022-08-18 20:30:00,5.98,259.13
2022-08-18 21:00:00,5.97,258.15
2022-08-18 21:30:00,5.95,256.18
2022-08-18 22:00:00,5.93,254.22
2022-08-18 22:30:00,5.91,252.26
2022-08-18 23:00:00,5.89,250.32
2022-08-18 23:30:00,5.88,249.35
2022-08-19 00:00:00,5.86,247.41
2022-08-19 00:30:00,5.84,245.49
2022-08-19 01:00:00,5.83,244.53
2022-08-19 01:30:00,5.81,242.61
2022-08-19 02:00:00,5.79,240.71
2022-08-19 02:30:00,5.77,238.81
2022-08-19 03:00:00,5.75,236.92
2022-08-19 03:30:00,5.74,235.98
2022-08-19 04:00:00,5.72,234.1
2022-08-19 04:30:00,5.7,232.23
2022-08-19 05:00:00,5.68,230.36
2022-08-19 05:30:00,5.66,228.51
2022-08-19 06:00:00,5.64,226.66
2022-08-19 06:30:00,5.63,225.74
2022-08-19 07:00:00,5.6,222.98
2022-08-19 07:30:00,5.59,222.07
2022-08-19 08:00:00,5.57,220.25
2022-08-19 08:30:00,5.55,218.44
2022-08-19 09:00:00,5.53,216.63
2022-08-19 09:30:00,5.51,214.83
2022-08-19 10:00:00,5.49,213.04
2022-08-19 10:30:00,5.47,211.26
2022-08-19 11:00:00,5.45,209.49
2022-08-19 11:30:00,5.43,207.72
2022-08-19 12:00:00,5.41,205.96
2022-08-19 12:30:00,5.39,204.21
2022-08-19 13:00:00,5.37,202.47
2022-08-19 13:30:00,5.35,200.73
2022-08-19 14:00:00,5.33,199.0
2022-08-19 14:30:00,5.31,197.28
2022-08-19 15:00:00,5.29,195.57
2022-08-19 15:30:00,5.27,193.86
2022-08-19 16:00:00,5.24,191.32
2022-08-19 16:30:00,5.22,189.64
2022-08-19 17:00:00,5.2,187.96
2022-08-19 17:30:00,5.18,186.29
2022-08-19 18:00:00,5.16,184.63
2022-08-19 18:30:00,5.14,182.97
2022-08-19 19:00:00,5.12,181.32
2022-08-19 19:30:00,5.1,179.68
2022-08-19 20:00:00,5.08,178.05
2022-08-19 20:30:00,5.06,176.43
2022-08-19 21:00:00,5.03,174.01
2022-08-19 21:30:00,5.01,172.4
2022-08-19 22:00:00,4.99,170.8
2022-08-19 22:30:00,4.97,169.22
2022-08-19 23:00:00,4.95,167.63
2022-08-19 23:30:00,4.93,166.06
2022-08-20 00:00:00,4.9,163.71
2022-08-20 00:30:00,4.89,162.93
2022-08-20 01:00:00,4.86,160.61
2022-08-20 01:30:00,4.84,159.07
2022-08-20 02:00:00,4.82,157.54
2022-08-20 02:30:00,4.8,156.02
2022-08-20 03:00:00,4.77,153.74
2022-08-20 03:30:00,4.75,152.24
2022-08-20 04:00:00,4.73,150.74
2022-08-20 04:30:00,4.71,149.25
2022-08-20 05:00:00,4.68,147.03
2022-08-20 05:30:00,4.66,145.56
2022-08-20 06:00:00,4.64,144.1
2022-08-20 06:30:00,4.62,142.64
2022-08-20 07:00:00,4.6,141.19
2022-08-20 07:30:00,4.57,139.04
2022-08-20 08:00:00,4.55,137.61
2022-08-20 08:30:00,4.53,136.19
2022-08-20 09:00:00,4.51,134.77
2022-08-20 09:30:00,4.49,133.37
2022-08-20 10:00:00,4.47,131.97
2022-08-20 10:30:00,4.44,129.89
2022-08-20 11:00:00,4.42,128.51
2022-08-20 11:30:00,4.4,127.14
2022-08-20 12:00:00,4.38,125.77
2022-08-20 12:30:00,4.35,123.74
2022-08-20 13:00:00,4.34,123.07
2022-08-20 13:30:00,4.31,121.06
2022-08-20 14:00:00,4.29,119.73
2022-08-20 14:30:00,4.27,118.41
2022-08-20 15:00:00,4.25,117.09
2022-08-20 15:30:00,4.23,115.79
2022-08-20 16:00:00,4.2,113.84
2022-08-20 16:30:00,4.18,112.55
2022-08-20 17:00:00,4.16,111.27
2022-08-20 17:30:00,4.14,110.0
2022-08-20 18:00:00,4.12,108.73
2022-08-20 18:30:00,4.1,107.48
2022-08-20 19:00:00,4.08,106.23
2022-08-20 19:30:00,4.06,104.98
2022-08-20 20:00:00,4.04,103.75
2022-08-20 20:30:00,4.02,102.52
2022-08-20 21:00:00,4.0,101.3
2022-08-20 21:30:00,3.98,100.09
2022-08-20 22:00:00,3.96,98.88
2022-08-20 22:30:00,3.94,97.69
2022-08-20 23:00:00,3.93,97.09
2022-08-20 23:30:00,3.91,95.91
2022-08-21 00:00:00,3.89,94.73
2022-08-21 00:30:00,3.87,93.56
2022-08-21 01:00:00,3.85,92.39
2022-08-21 01:30:00,3.84,91.81
2022-08-21 02:00:00,3.82,90.66
2022-08-21 02:30:00,3.8,89.52
2022-08-21 03:00:00,3.79,88.95
2022-08-21 03:30:00,3.77,87.81
2022-08-21 04:00:00,3.76,87.25
2022-08-21 04:30:00,3.74,86.13
2022-08-21 05:00:00,3.73,85.57
2022-08-21 05:30:00,3.71,84.46
2022-08-21 06:00:00,3.7,83.91
2022-08-21 06:30:00,3.68,82.81
2022-08-21 07:00:00,3.67,82.26
2022-08-21 07:30:00,3.66,81.72
2022-08-21 08:00:00,3.64,80.63
2022-08-21 08:30:00,3.63,80.09
2022-08-21 09:00:00,3.62,79.55
2022-08-21 09:30:00,3.61,79.02
2022-08-21 10:00:00,3.6,78.49
2022-08-21 10:30:00,3.59,77.95
2022-08-21 11:00:00,3.57,76.89
2022-08-21 11:30:00,3.56,76.37
2022-08-21 12:00:00,3.55,75.84
2022-08-21 12:30:00,3.54,75.32
2022-08-21 13:00:00,3.53,74.8
2022-08-21 13:30:00,3.52,74.28
2022-08-21 14:00:00,3.51,73.77
2022-08-21 14:30:00,3.5,73.25
2022-08-21 15:30:00,3.49,72.74
2022-08-21 16:00:00,3.48,72.23
2022-08-21 16:30:00,3.47,71.72
2022-08-21 17:00:00,3.47,71.72
2022-08-21 17:30:00,3.46,71.21
2022-08-21 18:00:00,3.45,70.7
2022-08-21 18:30:00,3.45,70.7
2022-08-21 19:00:00,3.44,70.2
2022-08-21 19:30:00,3.43,69.7
