Location Names,Paso del Borracho,Paso del Borracho
2022-08-11 14:00:00,4.62,326.28
2022-08-11 14:30:00,4.63,327.25
2022-08-11 15:00:00,4.62,326.28
2022-08-11 15:30:00,4.61,325.31
2022-08-11 16:00:00,4.59,323.37
2022-08-11 16:30:00,4.6,324.34
2022-08-11 17:00:00,4.59,323.37
2022-08-11 17:30:00,4.6,324.34
2022-08-11 18:00:00,4.59,323.37
2022-08-11 18:30:00,4.6,324.34
2022-08-11 19:00:00,4.58,322.4
2022-08-11 19:30:00,4.58,322.4
2022-08-11 20:00:00,4.58,322.4
2022-08-11 20:30:00,4.56,320.47
2022-08-11 21:00:00,4.56,320.47
2022-08-11 21:30:00,4.56,320.47
2022-08-11 22:00:00,4.56,320.47
2022-08-11 22:30:00,4.56,320.47
2022-08-11 23:00:00,4.55,319.5
2022-08-11 23:30:00,4.55,319.5
2022-08-12 00:00:00,4.53,317.57
2022-08-12 00:30:00,4.54,318.54
2022-08-12 01:00:00,4.54,318.54
2022-08-12 01:30:00,4.51,315.65
2022-08-12 02:00:00,4.52,316.61
2022-08-12 02:30:00,4.53,317.57
2022-08-12 03:00:00,4.5,314.68
2022-08-12 03:30:00,4.52,316.61
2022-08-12 04:00:00,4.5,314.68
2022-08-12 04:30:00,4.5,314.68
2022-08-12 05:00:00,4.49,313.72
2022-08-12 05:30:00,4.5,314.68
2022-08-12 06:00:00,4.49,313.72
2022-08-12 06:30:00,4.5,314.68
2022-08-12 07:00:00,4.49,313.72
2022-08-12 07:30:00,4.48,312.76
2022-08-12 08:00:00,4.48,312.76
2022-08-12 08:30:00,4.47,311.81
2022-08-12 09:00:00,4.48,312.76
2022-08-12 09:30:00,4.46,310.85
2022-08-12 10:00:00,4.47,311.81
2022-08-12 10:30:00,4.46,310.85
2022-08-12 11:00:00,4.44,308.93
2022-08-12 11:30:00,4.45,309.89
2022-08-12 12:00:00,4.44,308.93
2022-08-12 12:30:00,4.45,309.89
2022-08-12 13:00:00,4.43,307.98
2022-08-12 13:30:00,4.42,307.03
2022-08-12 14:00:00,4.41,306.07
2022-08-12 14:30:00,4.42,307.03
2022-08-12 15:00:00,4.4,305.12
2022-08-12 15:30:00,4.4,305.12
2022-08-12 16:00:00,4.39,304.17
2022-08-12 16:30:00,4.4,305.12
2022-08-12 17:00:00,4.38,303.22
2022-08-12 17:30:00,4.38,303.22
2022-08-12 18:00:00,4.37,302.27
2022-08-12 18:30:00,4.36,301.32
2022-08-12 19:00:00,4.37,302.27
2022-08-12 19:30:00,4.36,301.32
2022-08-12 20:00:00,4.34,299.43
2022-08-12 20:30:00,4.35,300.37
2022-08-12 21:00:00,4.36,301.32
2022-08-12 21:30:00,4.34,299.43
2022-08-12 22:00:00,4.33,298.48
2022-08-12 22:30:00,4.33,298.48
2022-08-12 23:00:00,4.32,297.54
2022-08-12 23:30:00,4.31,296.59
2022-08-13 00:00:00,4.31,296.59
2022-08-13 00:30:00,4.29,294.71
2022-08-13 01:00:00,4.29,294.71
2022-08-13 01:30:00,4.27,292.82
2022-08-13 02:00:00,4.27,292.82
2022-08-13 02:30:00,4.26,291.89
2022-08-13 03:00:00,4.24,290.01
2022-08-13 03:30:00,4.25,290.95
2022-08-13 04:00:00,4.24,290.01
2022-08-13 04:30:00,4.23,289.07
2022-08-13 05:00:00,4.24,290.01
2022-08-13 05:30:00,4.22,288.14
2022-08-13 06:00:00,4.22,288.14
2022-08-13 06:30:00,4.2,286.27
2022-08-13 07:00:00,4.2,286.27
2022-08-13 07:30:00,4.18,284.41
2022-08-13 08:00:00,4.19,285.34
2022-08-13 08:30:00,4.16,282.54
2022-08-13 09:00:00,4.16,282.54
2022-08-13 09:30:00,4.15,281.62
2022-08-13 10:00:00,4.15,281.62
2022-08-13 10:30:00,4.12,278.83
2022-08-13 11:00:00,4.13,279.76
2022-08-13 11:30:00,4.11,277.91
2022-08-13 12:00:00,4.1,276.99
2022-08-13 12:30:00,4.09,276.06
2022-08-13 13:00:00,4.07,274.22
2022-08-13 13:30:00,4.07,274.22
2022-08-13 14:00:00,4.06,273.3
2022-08-13 14:30:00,4.04,271.46
2022-08-13 15:00:00,4.04,271.46
2022-08-13 15:30:00,4.04,271.46
2022-08-13 16:00:00,4.02,269.63
2022-08-13 16:30:00,4.0,267.8
2022-08-13 17:00:00,3.99,266.88
2022-08-13 17:30:00,3.99,266.88
2022-08-13 18:00:00,3.96,264.15
2022-08-13 18:30:00,3.95,263.24
2022-08-13 19:00:00,3.95,263.24
2022-08-13 19:30:00,3.93,261.42
2022-08-13 20:00:00,3.91,259.61
2022-08-13 20:30:00,3.92,260.52
2022-08-13 21:00:00,3.89,257.8
2022-08-13 21:30:00,3.87,256.0
2022-08-13 22:00:00,3.85,254.2
2022-08-13 22:30:00,3.84,253.3
2022-08-13 23:00:00,3.84,253.3
2022-08-13 23:30:00,3.8,249.71
2022-08-14 00:00:00,3.8,249.71
2022-08-14 00:30:00,3.78,247.93
2022-08-14 01:00:00,3.77,247.03
2022-08-14 01:30:00,3.76,246.14
2022-08-14 02:00:00,3.74,244.36
2022-08-14 02:30:00,3.73,243.48
2022-08-14 03:00:00,3.7,240.82
2022-08-14 03:30:00,3.68,239.05
2022-08-14 04:00:00,3.67,238.17
2022-08-14 04:30:00,3.66,237.29
2022-08-14 05:00:00,3.64,235.53
2022-08-14 05:30:00,3.61,232.9
2022-08-14 06:00:00,3.59,231.15
2022-08-14 06:30:00,3.59,231.15
2022-08-14 07:00:00,3.56,228.54
2022-08-14 07:30:00,3.55,227.67
2022-08-14 08:00:00,3.52,225.06
2022-08-14 08:30:00,3.5,223.33
2022-08-14 09:00:00,3.48,221.61
2022-08-14 09:30:00,3.48,221.61
2022-08-14 10:00:00,3.46,219.89
2022-08-14 10:30:00,3.43,217.31
2022-08-14 11:00:00,3.41,215.6
2022-08-14 11:30:00,3.39,213.9
2022-08-14 12:00:00,3.36,211.34
2022-08-14 12:30:00,3.34,209.65
2022-08-14 13:00:00,3.32,207.95
2022-08-14 13:30:00,3.31,207.11
2022-08-14 14:00:00,3.28,204.58
2022-08-14 14:30:00,3.26,202.9
2022-08-14 15:00:00,3.23,200.39
2022-08-14 15:30:00,3.22,199.56
2022-08-14 16:00:00,3.19,197.06
2022-08-14 16:30:00,3.17,195.4
2022-08-14 17:00:00,3.13,192.09
2022-08-14 17:30:00,3.11,190.45
2022-08-14 18:00:00,3.09,188.81
2022-08-14 18:30:00,3.08,187.99
2022-08-14 19:00:00,3.04,184.72
2022-08-14 19:30:00,3.02,183.09
2022-08-14 20:00:00,3.0,181.47
2022-08-14 20:30:00,2.98,179.85
2022-08-14 21:00:00,2.94,176.63
2022-08-14 21:30:00,2.92,175.03
2022-08-14 22:00:00,2.89,172.63
2022-08-14 22:30:00,2.87,171.04
2022-08-14 23:00:00,2.84,168.66
2022-08-14 23:30:00,2.81,166.29
2022-08-15 00:00:00,2.8,165.5
2022-08-15 00:30:00,2.77,163.14
2022-08-15 01:00:00,2.74,160.8
2022-08-15 01:30:00,2.71,158.46
2022-08-15 02:00:00,2.7,157.69
2022-08-15 02:30:00,2.67,155.37
2022-08-15 03:00:00,2.64,153.06
2022-08-15 03:30:00,2.61,150.76
2022-08-15 04:00:00,2.59,149.23
2022-08-15 04:30:00,2.56,146.95
2022-08-15 05:00:00,2.53,144.68
2022-08-15 05:30:00,2.51,143.17
2022-08-15 06:00:00,2.49,141.67
2022-08-15 06:30:00,2.45,138.68
2022-08-15 07:00:00,2.44,137.93
2022-08-15 07:30:00,2.41,135.71
2022-08-15 08:00:00,2.39,134.23
2022-08-15 08:30:00,2.35,131.29
2022-08-15 09:00:00,2.34,130.56
2022-08-15 09:30:00,2.31,128.37
2022-08-15 10:00:00,2.29,126.92
2022-08-15 10:30:00,2.26,124.75
2022-08-15 11:00:00,2.24,123.31
2022-08-15 11:30:00,2.21,121.16
2022-08-15 12:00:00,2.19,119.73
2022-08-15 12:30:00,2.17,118.31
2022-08-15 13:00:00,2.14,116.19
2022-08-15 13:30:00,2.12,114.78
2022-08-15 14:00:00,2.09,112.68
2022-08-15 14:30:00,2.07,111.29
2022-08-15 15:00:00,2.05,109.9
2022-08-15 15:30:00,2.02,107.83
2022-08-15 16:00:00,2.0,106.45
2022-08-15 16:30:00,1.98,105.08
2022-08-15 17:00:00,1.95,103.04
2022-08-15 17:30:00,1.94,102.36
2022-08-15 18:00:00,1.92,101.01
2022-08-15 18:30:00,1.9,99.66
2022-08-15 19:00:00,1.87,97.65
2022-08-15 19:30:00,1.85,96.31
2022-08-15 20:00:00,1.83,94.99
2022-08-15 20:30:00,1.81,93.66
2022-08-15 21:00:00,1.79,92.35
2022-08-15 21:30:00,1.77,91.04
2022-08-15 22:00:00,1.75,89.73
2022-08-15 22:30:00,1.74,89.08
2022-08-15 23:00:00,1.71,87.14
2022-08-15 23:30:00,1.69,85.85
2022-08-16 00:00:00,1.67,84.57
2022-08-16 00:30:00,1.66,83.94
2022-08-16 01:00:00,1.64,82.66
2022-08-16 01:30:00,1.62,81.4
2022-08-16 02:00:00,1.61,80.77
2022-08-16 02:30:00,1.59,79.51
2022-08-16 03:00:00,1.58,78.88
2022-08-16 03:30:00,1.56,77.64
2022-08-16 04:00:00,1.54,76.4
2022-08-16 04:30:00,1.53,75.78
2022-08-16 05:00:00,1.51,74.55
2022-08-16 05:30:00,1.5,73.93
2022-08-16 06:00:00,1.48,72.71
2022-08-16 06:30:00,1.47,72.1
2022-08-16 07:00:00,1.46,71.49
2022-08-16 07:30:00,1.45,70.89
2022-08-16 08:00:00,1.43,69.68
2022-08-16 08:30:00,1.42,69.08
2022-08-16 09:00:00,1.41,68.48
2022-08-16 09:30:00,1.4,67.88
2022-08-16 10:00:00,1.39,67.29
2022-08-16 10:30:00,1.37,66.1
2022-08-16 11:00:00,1.36,65.51
2022-08-16 11:30:00,1.35,64.92
2022-08-16 12:00:00,1.34,64.33
2022-08-16 12:30:00,1.33,63.75
2022-08-16 13:00:00,1.32,63.16
2022-08-16 13:30:00,1.31,62.58
2022-08-16 14:00:00,1.3,62.0
2022-08-16 14:30:00,1.29,61.42
2022-08-16 15:00:00,1.28,60.84
2022-08-16 15:30:00,1.28,60.84
2022-08-16 16:00:00,1.26,59.69
2022-08-16 16:30:00,1.26,59.69
2022-08-16 17:00:00,1.25,59.12
2022-08-16 17:30:00,1.24,58.55
2022-08-16 18:00:00,1.23,57.98
2022-08-16 18:30:00,1.22,57.41
2022-08-16 19:00:00,1.21,56.84
2022-08-16 19:30:00,1.21,56.84
2022-08-16 20:00:00,1.2,56.28
2022-08-16 20:30:00,1.19,55.72
2022-08-16 21:00:00,1.19,55.72
2022-08-16 21:30:00,1.18,55.16
2022-08-16 22:00:00,1.17,54.6
2022-08-16 22:30:00,1.17,54.6
2022-08-16 23:00:00,1.16,54.04
2022-08-16 23:30:00,1.15,53.49
2022-08-17 00:00:00,1.15,53.49
2022-08-17 00:30:00,1.14,52.93
2022-08-17 01:00:00,1.13,52.38
2022-08-17 01:30:00,1.13,52.38
2022-08-17 02:00:00,1.12,51.83
2022-08-17 02:30:00,1.12,51.83
2022-08-17 03:00:00,1.11,51.29
2022-08-17 03:30:00,1.11,51.29
2022-08-17 04:00:00,1.1,50.74
2022-08-17 04:30:00,1.09,50.19
2022-08-17 05:00:00,1.09,50.19
2022-08-17 05:30:00,1.09,50.19
2022-08-17 06:00:00,1.08,49.65
2022-08-17 06:30:00,1.08,49.65
2022-08-17 07:00:00,1.07,49.11
2022-08-17 07:30:00,1.06,48.57
2022-08-17 08:00:00,1.06,48.57
2022-08-17 08:30:00,1.06,48.57
2022-08-17 09:00:00,1.05,48.04
2022-08-17 09:30:00,1.05,48.04
2022-08-17 10:00:00,1.04,47.5
2022-08-17 10:30:00,1.04,47.5
2022-08-17 11:00:00,1.03,46.97
2022-08-17 11:30:00,1.03,46.97
2022-08-17 12:00:00,1.02,46.44
2022-08-17 12:30:00,1.02,46.44
2022-08-17 13:00:00,1.02,46.44
2022-08-17 13:30:00,1.02,46.44
2022-08-17 14:00:00,1.01,45.91
2022-08-17 14:30:00,1.0,45.38
2022-08-17 15:00:00,1.0,45.38
2022-08-17 15:30:00,1.0,45.38
2022-08-17 16:00:00,1.0,45.38
2022-08-17 16:30:00,0.99,44.85
2022-08-17 17:00:00,0.99,44.85
2022-08-17 17:30:00,0.99,44.85
2022-08-17 18:00:00,0.98,44.33
2022-08-17 18:30:00,0.98,44.33
2022-08-17 19:00:00,0.98,44.33
2022-08-17 19:30:00,0.97,43.81
2022-08-17 20:00:00,0.97,43.81
2022-08-17 20:30:00,0.97,43.81
2022-08-17 21:00:00,0.96,43.29
2022-08-17 21:30:00,0.96,43.29
2022-08-17 22:00:00,0.96,43.29
2022-08-17 22:30:00,0.95,42.77
2022-08-17 23:00:00,0.95,42.77
2022-08-17 23:30:00,0.95,42.77
2022-08-18 00:00:00,0.94,42.25
2022-08-18 00:30:00,0.94,42.25
2022-08-18 01:00:00,0.94,42.25
2022-08-18 01:30:00,0.94,42.25
2022-08-18 02:00:00,0.93,41.74
2022-08-18 02:30:00,0.93,41.74
2022-08-18 03:00:00,0.92,41.23
2022-08-18 03:30:00,0.92,41.23
2022-08-18 04:00:00,0.92,41.23
2022-08-18 04:30:00,0.92,41.23
2022-08-18 05:00:00,0.91,40.72
2022-08-18 05:30:00,0.91,40.72
2022-08-18 06:00:00,0.91,40.72
2022-08-18 06:30:00,0.9,40.21
2022-08-18 07:00:00,0.9,40.21
2022-08-18 07:30:00,0.9,40.21
2022-08-18 08:00:00,0.9,40.21
2022-08-18 08:30:00,0.9,40.21
2022-08-18 09:00:00,0.9,40.21
2022-08-18 09:30:00,0.89,39.7
2022-08-18 10:00:00,0.89,39.7
2022-08-18 10:30:00,0.89,39.7
2022-08-18 11:00:00,0.89,39.7
2022-08-18 11:30:00,0.88,39.2
2022-08-18 12:00:00,0.88,39.2
2022-08-18 12:30:00,0.88,39.2
2022-08-18 13:00:00,0.88,39.2
2022-08-18 13:30:00,0.87,38.7
2022-08-18 14:00:00,0.87,38.7
2022-08-18 14:30:00,0.87,38.7
2022-08-18 15:00:00,0.87,38.7
2022-08-18 15:30:00,0.87,38.7
2022-08-18 16:00:00,0.86,38.2
2022-08-18 16:30:00,0.86,38.2
2022-08-18 17:00:00,0.86,38.2
2022-08-18 17:30:00,0.86,38.2
2022-08-18 18:00:00,0.85,37.7
2022-08-18 18:30:00,0.85,37.7
2022-08-18 19:00:00,0.85,37.7
2022-08-18 19:30:00,0.84,37.2
2022-08-18 20:00:00,0.84,37.2
2022-08-18 20:30:00,0.84,37.2
2022-08-18 21:00:00,0.84,37.2
2022-08-18 21:30:00,0.83,36.71
2022-08-18 22:00:00,0.83,36.71
2022-08-18 22:30:00,0.83,36.71
2022-08-18 23:00:00,0.82,36.22
2022-08-18 23:30:00,0.82,36.22
2022-08-19 00:00:00,0.82,36.22
2022-08-19 00:30:00,0.82,36.22
2022-08-19 01:00:00,0.82,36.22
2022-08-19 01:30:00,0.81,35.73
2022-08-19 02:00:00,0.81,35.73
2022-08-19 02:30:00,0.81,35.73
2022-08-19 03:00:00,0.81,35.73
2022-08-19 03:30:00,0.81,35.73
2022-08-19 04:00:00,0.8,35.24
2022-08-19 04:30:00,0.8,35.24
2022-08-19 05:00:00,0.8,35.24
2022-08-19 05:30:00,0.8,35.24
2022-08-19 06:00:00,0.8,35.24
2022-08-19 06:30:00,0.79,34.75
2022-08-19 07:00:00,0.79,34.75
2022-08-19 07:30:00,0.79,34.75
2022-08-19 08:00:00,0.79,34.75
2022-08-19 08:30:00,0.79,34.75
2022-08-19 09:00:00,0.79,34.75
2022-08-19 09:30:00,0.79,34.75
2022-08-19 10:00:00,0.79,34.75
2022-08-19 10:30:00,0.78,34.27
2022-08-19 11:00:00,0.78,34.27
2022-08-19 11:30:00,0.78,34.27
2022-08-19 12:00:00,0.78,34.27
2022-08-19 12:30:00,0.78,34.27
2022-08-19 13:00:00,0.78,34.27
2022-08-19 13:30:00,0.77,33.79
2022-08-19 14:00:00,0.77,33.79
2022-08-19 14:30:00,0.77,33.79
2022-08-19 15:00:00,0.77,33.79
2022-08-19 15:30:00,0.77,33.79
2022-08-19 16:00:00,0.77,33.79
2022-08-19 16:30:00,0.77,33.79
2022-08-19 17:00:00,0.76,33.31
2022-08-19 17:30:00,0.76,33.31
2022-08-19 18:00:00,0.76,33.31
2022-08-19 18:30:00,0.75,32.83
2022-08-19 19:00:00,0.75,32.83
2022-08-19 19:30:00,0.75,32.83
2022-08-19 20:00:00,0.75,32.83
2022-08-19 20:30:00,0.75,32.83
2022-08-19 21:00:00,0.75,32.83
2022-08-19 21:30:00,0.74,32.36
2022-08-19 22:00:00,0.74,32.36
2022-08-19 22:30:00,0.74,32.36
2022-08-19 23:00:00,0.74,32.36
2022-08-19 23:30:00,0.74,32.36
2022-08-20 00:00:00,0.74,32.36
2022-08-20 00:30:00,0.73,31.88
2022-08-20 01:00:00,0.73,31.88
2022-08-20 01:30:00,0.73,31.88
2022-08-20 02:00:00,0.73,31.88
2022-08-20 02:30:00,0.73,31.88
2022-08-20 03:00:00,0.73,31.88
2022-08-20 03:30:00,0.72,31.41
2022-08-20 04:00:00,0.72,31.41
2022-08-20 04:30:00,0.72,31.41
2022-08-20 05:00:00,0.72,31.41
2022-08-20 05:30:00,0.72,31.41
2022-08-20 06:00:00,0.72,31.41
2022-08-20 06:30:00,0.72,31.41
2022-08-20 07:00:00,0.71,30.94
2022-08-20 07:30:00,0.71,30.94
2022-08-20 08:00:00,0.72,31.41
2022-08-20 08:30:00,0.71,30.94
2022-08-20 09:00:00,0.71,30.94
2022-08-20 09:30:00,0.71,30.94
2022-08-20 10:00:00,0.71,30.94
2022-08-20 10:30:00,0.71,30.94
2022-08-20 11:00:00,0.71,30.94
2022-08-20 11:30:00,0.71,30.94
2022-08-20 12:00:00,0.7,30.48
2022-08-20 12:30:00,0.7,30.48
2022-08-20 13:00:00,0.7,30.48
2022-08-20 13:30:00,0.7,30.48
2022-08-20 14:00:00,0.7,30.48
2022-08-20 14:30:00,0.7,30.48
2022-08-20 15:00:00,0.7,30.48
2022-08-20 15:30:00,0.69,30.01
2022-08-20 16:00:00,0.69,30.01
2022-08-20 16:30:00,0.69,30.01
2022-08-20 17:00:00,0.69,30.01
2022-08-20 17:30:00,0.69,30.01
2022-08-20 18:00:00,0.69,30.01
2022-08-20 18:30:00,0.69,30.01
2022-08-20 19:00:00,0.68,29.55
2022-08-20 19:30:00,0.68,29.55
2022-08-20 20:00:00,0.68,29.55
2022-08-20 20:30:00,0.68,29.55
2022-08-20 21:00:00,0.68,29.55
2022-08-20 21:30:00,0.68,29.55
2022-08-20 22:00:00,0.68,29.55
2022-08-20 22:30:00,0.68,29.55
2022-08-20 23:00:00,0.67,29.09
2022-08-20 23:30:00,0.67,29.09
2022-08-21 00:00:00,0.67,29.09
2022-08-21 00:30:00,0.67,29.09
2022-08-21 01:00:00,0.67,29.09
2022-08-21 01:30:00,0.67,29.09
2022-08-21 02:00:00,0.67,29.09
2022-08-21 02:30:00,0.66,28.63
2022-08-21 03:00:00,0.66,28.63
2022-08-21 03:30:00,0.66,28.63
2022-08-21 04:00:00,0.66,28.63
2022-08-21 04:30:00,0.66,28.63
2022-08-21 05:00:00,0.66,28.63
2022-08-21 05:30:00,0.66,28.63
2022-08-21 06:00:00,0.66,28.63
2022-08-21 06:30:00,0.66,28.63
2022-08-21 07:00:00,0.66,28.63
2022-08-21 07:30:00,0.65,28.18
2022-08-21 08:00:00,0.66,28.63
2022-08-21 08:30:00,0.66,28.63
2022-08-21 09:00:00,0.65,28.18
2022-08-21 09:30:00,0.65,28.18
2022-08-21 10:00:00,0.65,28.18
2022-08-21 10:30:00,0.65,28.18
2022-08-21 11:00:00,0.65,28.18
2022-08-21 11:30:00,0.65,28.18
2022-08-21 12:00:00,0.65,28.18
2022-08-21 12:30:00,0.65,28.18
2022-08-21 13:00:00,0.65,28.18
2022-08-21 13:30:00,0.64,27.73
2022-08-21 14:00:00,0.64,27.73
2022-08-21 14:30:00,0.64,27.73
2022-08-21 15:00:00,0.64,27.73
2022-08-21 15:30:00,0.64,27.73
2022-08-21 16:00:00,0.63,27.27
2022-08-21 16:30:00,0.64,27.73
2022-08-21 17:00:00,0.63,27.27
2022-08-21 17:30:00,0.64,27.73
2022-08-21 18:00:00,0.63,27.27
2022-08-21 18:30:00,0.63,27.27
2022-08-21 19:00:00,0.63,27.27
