Location Names,Paso de los Troncos
Location Ids,119.0
Time,Q.obs
2022-04-20 07:00:00,0.123
2022-04-20 13:00:00,0.123
2022-04-20 19:00:00,0.123
2022-04-21 07:00:00,0.123
2022-04-21 13:00:00,0.123
2022-04-21 19:00:00,0.123
2022-04-22 07:00:00,0.123
2022-04-22 13:00:00,0.123
2022-04-22 19:00:00,0.389
2022-04-23 07:00:00,0.123
2022-04-23 13:00:00,0.123
2022-04-23 19:00:00,0.123
2022-04-24 07:00:00,0.123
2022-04-24 13:00:00,0.123
2022-04-24 19:00:00,0.123
2022-04-25 07:00:00,0.229
2022-04-25 13:00:00,0.389
2022-04-25 19:00:00,0.614
2022-04-26 07:00:00,16.679
2022-04-26 13:00:00,21.632
2022-04-26 19:00:00,27.460
2022-04-27 07:00:00,11.624
2022-04-27 13:00:00,12.297
2022-04-27 19:00:00,40.914
2022-04-28 07:00:00,76.756
2022-04-28 13:00:00,64.723
2022-04-28 19:00:00,53.796
2022-04-29 07:00:00,13.693
2022-04-29 13:00:00,12.297
2022-04-29 19:00:00,10.967
2022-04-30 07:00:00,7.937
2022-04-30 13:00:00,6.259
2022-04-30 19:00:00,5.648
2022-05-01 07:00:00,6.259
2022-05-01 13:00:00,5.648
2022-05-01 19:00:00,5.648
2022-05-02 07:00:00,5.094
2022-05-02 13:00:00,4.528
2022-05-02 19:00:00,4.019
2022-05-03 07:00:00,3.542
2022-05-03 13:00:00,2.307
2022-05-03 19:00:00,2.687
2022-05-04 07:00:00,2.687
2022-05-04 13:00:00,2.307
2022-05-04 19:00:00,2.307
2022-05-05 07:00:00,2.307
2022-05-05 13:00:00,1.959
2022-05-05 19:00:00,1.959
2022-05-06 07:00:00,1.959
2022-05-06 13:00:00,1.642
2022-05-07 07:00:00,1.642
2022-05-07 13:00:00,1.355
2022-05-07 19:00:00,1.355
2022-05-08 07:00:00,1.355
2022-05-08 13:00:00,1.098
2022-05-08 19:00:00,1.098
2022-05-09 07:00:00,1.098
2022-05-09 13:00:00,1.098
2022-05-09 19:00:00,1.098
2022-05-10 07:00:00,1.098
2022-05-10 13:00:00,1.098
2022-05-10 19:00:00,1.098
2022-05-11 07:00:00,1.098
2022-05-11 13:00:00,1.098
2022-05-11 19:00:00,1.098
2022-05-12 07:00:00,1.098
2022-05-12 13:00:00,0.870
2022-05-12 19:00:00,0.870
2022-05-13 07:00:00,0.870
2022-05-13 13:00:00,0.870
2022-05-13 19:00:00,0.870
2022-05-14 07:00:00,0.870
2022-05-14 13:00:00,0.614
2022-05-14 19:00:00,0.614
2022-05-15 07:00:00,0.614
2022-05-15 13:00:00,0.614
2022-05-15 19:00:00,0.614
2022-05-16 07:00:00,0.870
2022-05-16 13:00:00,1.355
2022-05-16 19:00:00,1.959
2022-05-17 07:00:00,2.687
2022-05-17 13:00:00,4.528
2022-05-17 19:00:00,6.259
2022-05-18 07:00:00,11.624
2022-05-18 13:00:00,13.693
2022-05-18 19:00:00,16.679
2022-05-19 07:00:00,16.679
2022-05-19 13:00:00,13.693
2022-05-19 19:00:00,10.967
2022-05-20 07:00:00,7.383
2022-05-20 13:00:00,6.846
2022-05-20 19:00:00,6.259
2022-05-21 07:00:00,4.528
2022-05-21 13:00:00,4.019
2022-05-21 19:00:00,3.542
2022-05-22 07:00:00,3.542
2022-05-22 13:00:00,3.099
2022-05-22 19:00:00,2.687
2022-05-23 07:00:00,2.687
2022-05-23 13:00:00,2.307
2022-05-23 19:00:00,2.307
2022-05-24 07:00:00,2.307
2022-05-24 13:00:00,1.959
2022-05-25 07:00:00,20.768
2022-05-25 13:00:00,31.192
2022-05-25 19:00:00,42.420
2022-05-26 07:00:00,85.399
2022-05-26 13:00:00,104.197
2022-05-26 19:00:00,96.910
2022-05-27 07:00:00,28.675
2022-05-27 13:00:00,23.407
2022-05-27 19:00:00,19.086
2022-05-28 07:00:00,29.919
2022-05-28 13:00:00,26.273
2022-05-28 19:00:00,23.407
2022-05-29 07:00:00,14.416
2022-05-29 13:00:00,12.297
2022-05-29 19:00:00,11.624
2022-05-30 07:00:00,10.967
2022-05-30 13:00:00,9.704
2022-05-30 19:00:00,9.098
2022-05-31 07:00:00,7.937
2022-05-31 13:00:00,6.846
2022-05-31 19:00:00,6.259
2022-06-01 07:00:00,5.648
2022-06-01 13:00:00,5.071
2022-06-01 19:00:00,5.071
2022-06-02 07:00:00,5.071
2022-06-02 13:00:00,4.528
2022-06-02 19:00:00,4.528
2022-06-03 07:00:00,4.528
2022-06-03 13:00:00,4.019
2022-06-03 19:00:00,4.019
2022-06-04 07:00:00,4.019
2022-06-04 13:00:00,3.542
2022-06-04 19:00:00,3.542
2022-06-05 07:00:00,3.542
2022-06-05 13:00:00,3.099
2022-06-05 19:00:00,3.099
2022-06-06 07:00:00,3.099
2022-06-06 13:00:00,2.687
2022-06-06 19:00:00,2.687
2022-06-07 07:00:00,2.687
2022-06-07 13:00:00,2.687
2022-06-07 19:00:00,2.687
2022-06-08 07:00:00,2.687
2022-06-08 13:00:00,2.307
2022-06-08 19:00:00,2.307
2022-06-09 07:00:00,2.307
2022-06-09 13:00:00,2.307
2022-06-09 19:00:00,2.307
2022-06-10 07:00:00,2.307
2022-06-10 13:00:00,1.959
2022-06-10 19:00:00,1.959
2022-06-11 07:00:00,1.959
2022-06-11 13:00:00,1.642
2022-06-11 19:00:00,1.642
2022-06-12 07:00:00,1.642
2022-06-12 13:00:00,1.355
2022-06-12 19:00:00,1.355
2022-06-13 07:00:00,1.355
2022-06-13 13:00:00,1.355
2022-06-13 19:00:00,1.355
2022-06-14 07:00:00,1.355
2022-06-14 13:00:00,1.355
2022-06-14 19:00:00,1.355
2022-06-15 07:00:00,1.355
2022-06-15 13:00:00,1.355
2022-06-15 19:00:00,1.355
2022-06-16 07:00:00,1.098
2022-06-16 13:00:00,1.098
2022-06-16 19:00:00,1.098
2022-06-17 07:00:00,1.098
2022-06-17 13:00:00,1.098
2022-06-17 19:00:00,1.098
2022-06-18 07:00:00,1.098
2022-06-18 13:00:00,1.098
2022-06-18 19:00:00,1.098
2022-06-19 07:00:00,1.098
2022-06-19 13:00:00,0.870
2022-06-19 19:00:00,0.870
2022-06-20 07:00:00,0.870
2022-06-20 13:00:00,0.870
2022-06-20 19:00:00,0.870
2022-06-21 07:00:00,0.870
2022-06-21 13:00:00,0.870
2022-06-21 19:00:00,0.870
2022-06-22 07:00:00,0.870
2022-06-22 13:00:00,0.870
2022-06-22 19:00:00,0.870
2022-06-23 07:00:00,0.870
2022-06-23 13:00:00,1.098
2022-06-23 19:00:00,1.098
2022-06-24 07:00:00,1.098
2022-06-24 13:00:00,1.355
2022-06-24 19:00:00,1.355
2022-06-25 07:00:00,1.355
2022-06-25 13:00:00,1.098
2022-06-25 19:00:00,1.098
2022-06-26 07:00:00,1.098
2022-06-26 13:00:00,0.870
2022-06-26 19:00:00,0.870
2022-06-27 07:00:00,0.870
2022-06-27 13:00:00,0.870
2022-06-27 19:00:00,0.870
2022-06-28 07:00:00,0.870
2022-06-28 13:00:00,0.870
2022-06-28 19:00:00,0.870
2022-06-29 07:00:00,0.870
2022-06-29 13:00:00,1.355
2022-06-29 19:00:00,1.642
2022-06-30 07:00:00,1.642
2022-06-30 13:00:00,1.355
2022-06-30 19:00:00,1.355
2022-07-01 07:00:00,1.355
2022-07-01 13:00:00,1.098
2022-07-01 19:00:00,1.098
2022-07-02 07:00:00,13.693
2022-07-02 13:00:00,17.466
2022-07-02 19:00:00,20.768
2022-07-03 07:00:00,33.824
2022-07-03 13:00:00,29.919
2022-07-03 19:00:00,28.675
2022-07-04 07:00:00,9.098
2022-07-04 13:00:00,6.846
2022-07-04 19:00:00,6.259
2022-07-05 07:00:00,5.071
2022-07-05 13:00:00,4.528
2022-07-05 19:00:00,4.528
2022-07-06 07:00:00,4.528
2022-07-06 13:00:00,4.019
2022-07-06 19:00:00,4.019
2022-07-07 07:00:00,3.542
2022-07-07 13:00:00,3.099
2022-07-07 19:00:00,3.099
2022-07-08 07:00:00,3.099
2022-07-08 13:00:00,2.687
2022-07-08 19:00:00,2.687
2022-07-09 07:00:00,16.679
2022-07-09 13:00:00,15.154
2022-07-09 19:00:00,13.693
2022-07-10 07:00:00,32.494
2022-07-10 13:00:00,29.919
2022-07-10 19:00:00,27.460
2022-07-11 07:00:00,20.768
2022-07-11 13:00:00,45.521
2022-07-11 19:00:00,78.869
2022-07-12 07:00:00,87.638
2022-07-12 13:00:00,85.399
2022-07-12 19:00:00,83.191
2022-07-13 07:00:00,33.824
2022-07-13 13:00:00,28.675
2022-07-13 19:00:00,26.273
2022-07-14 07:00:00,19.086
2022-07-14 13:00:00,17.466
2022-07-14 19:00:00,15.909
2022-07-15 07:00:00,14.416
2022-07-15 13:00:00,12.987
2022-07-15 19:00:00,11.624
2022-07-16 07:00:00,15.154
2022-07-16 13:00:00,18.268
2022-07-16 19:00:00,21.632
2022-07-17 07:00:00,19.919
2022-07-17 13:00:00,19.086
2022-07-17 19:00:00,17.466
2022-07-18 07:00:00,16.679
2022-07-18 13:00:00,14.416
2022-07-18 19:00:00,13.693
2022-07-19 07:00:00,9.704
2022-07-19 13:00:00,9.098
2022-07-19 19:00:00,8.509
2022-07-20 07:00:00,7.937
2022-07-20 13:00:00,7.383
2022-07-21 07:00:00,6.259
2022-07-21 13:00:00,6.846
2022-07-21 19:00:00,7.383
2022-07-22 07:00:00,6.846
2022-07-22 13:00:00,6.259
2022-07-22 19:00:00,6.259
2022-07-23 07:00:00,5.648
2022-07-23 13:00:00,5.071
2022-07-23 19:00:00,5.071
2022-07-24 07:00:00,5.071
2022-07-24 13:00:00,5.648
2022-07-24 19:00:00,5.648
2022-07-25 07:00:00,5.071
2022-07-25 13:00:00,4.528
2022-07-25 19:00:00,4.528
2022-07-26 07:00:00,5.648
2022-07-26 13:00:00,5.071
2022-07-26 19:00:00,5.071
2022-07-27 07:00:00,5.071
2022-07-27 13:00:00,4.528
2022-07-27 19:00:00,4.528
2022-07-28 07:00:00,5.648
2022-07-28 13:00:00,6.259
2022-07-28 19:00:00,6.846
2022-07-29 07:00:00,6.846
2022-07-29 13:00:00,7.383
2022-07-29 19:00:00,7.937
2022-07-30 07:00:00,7.937
2022-07-30 13:00:00,6.259
2022-07-30 19:00:00,5.648
2022-07-31 07:00:00,4.528
2022-07-31 19:00:00,3.542
2022-08-01 07:00:00,4.019
2022-08-01 13:00:00,3.542
2022-08-01 19:00:00,3.099
2022-08-02 07:00:00,3.099
2022-08-02 13:00:00,2.687
2022-08-02 19:00:00,2.687
2022-08-03 07:00:00,2.687
2022-08-03 13:00:00,2.687
2022-08-03 19:00:00,2.687
2022-08-04 07:00:00,2.307
2022-08-04 13:00:00,1.959
2022-08-04 19:00:00,1.642
2022-08-05 07:00:00,3.099
2022-08-05 13:00:00,3.099
2022-08-05 19:00:00,2.687
2022-08-06 07:00:00,2.687
2022-08-06 13:00:00,2.307
2022-08-06 19:00:00,2.307
2022-08-07 07:00:00,2.307
2022-08-07 13:00:00,1.959
2022-08-08 13:00:00,1.642
2022-08-08 19:00:00,1.642
2022-08-09 13:00:00,1.355
2022-08-09 19:00:00,1.355
2022-08-10 07:00:00,1.355
2022-08-10 13:00:00,1.642
2022-08-10 19:00:00,1.642
2022-08-11 07:00:00,1.355
2022-08-11 13:00:00,1.355
2022-08-11 19:00:00,1.355
2022-08-12 07:00:00,1.098
2022-08-12 13:00:00,1.355
2022-08-12 19:00:00,1.642
2022-08-13 07:00:00,1.355
2022-08-13 13:00:00,1.098
2022-08-13 19:00:00,1.098
2022-08-14 07:00:00,1.098
2022-08-14 13:00:00,1.098
2022-08-14 19:00:00,1.355
2022-08-15 07:00:00,1.355
2022-08-15 13:00:00,1.355
2022-08-16 07:00:00,1.098
2022-08-16 13:00:00,1.098
2022-08-16 19:00:00,1.098
2022-08-17 07:00:00,1.098
2022-08-17 13:00:00,1.098
2022-08-17 19:00:00,1.098
2022-08-18 07:00:00,1.098
2022-08-18 13:00:00,1.098
2022-08-19 07:00:00,0.870
2022-08-19 13:00:00,0.870
2022-08-19 19:00:00,0.870
2022-08-20 07:00:00,0.870
2022-08-20 13:00:00,0.870
2022-08-20 19:00:00,0.870
2022-08-21 07:00:00,0.870
2022-08-21 13:00:00,0.870
2022-08-21 19:00:00,0.870
2022-08-22 07:00:00,0.870
2022-08-22 13:00:00,0.870
2022-08-22 19:00:00,0.870
2022-08-23 07:00:00,0.870
2022-08-23 13:00:00,0.614
2022-08-23 19:00:00,0.614
2022-08-24 07:00:00,0.614
2022-08-24 13:00:00,0.614
2022-08-24 19:00:00,0.614
2022-08-25 07:00:00,0.614
2022-08-25 13:00:00,0.614
2022-08-25 19:00:00,0.614
2022-08-26 07:00:00,0.614
2022-08-26 13:00:00,0.614
2022-08-26 19:00:00,0.614
2022-08-27 07:00:00,1.355
2022-08-27 13:00:00,1.959
2022-08-27 19:00:00,2.687
2022-08-28 07:00:00,3.542
2022-08-28 13:00:00,3.099
2022-08-28 19:00:00,2.687
2022-08-29 07:00:00,2.307
2022-08-29 13:00:00,1.959
2022-08-29 19:00:00,1.642
2022-08-30 07:00:00,1.642
2022-08-30 13:00:00,1.355
2022-08-30 19:00:00,1.098
2022-08-31 07:00:00,1.098
2022-08-31 13:00:00,0.870
2022-08-31 19:00:00,0.614
