Lookout			
Dag	P[mm/d]	T[C]	Q[mm/d]
19651127	1.8	4.15	2.351722729
19651128	0	1.35	2.116550456
19651129	0	1.4	1.959768941
19651130	0	2.8	1.802987426
19651201	18.5	3.05	1.802987426
19651202	0.5	5.55	3.370802579
19651203	0	5.55	3.3316072
19651204	6.6	6.95	3.3316072
19651205	0	6.95	3.409997957
19651206	1.3	7.5	3.057239548
19651207	15	6.7	3.801951746
19651208	0	5	3.841147124
19651209	0	3.35	3.214021063
19651210	1.3	2.8	2.782871896
19651211	0	1.65	2.430113487
19651212	0	1.65	2.155745835
19651213	0	-0.25	1.920573562
19651214	0	-0.85	1.724596668
19651215	0	-2.5	1.567815153
19651216	0	-3.9	1.450229016
19651217	0	-2.5	1.411033638
19651218	0	-1.4	1.33264288
19651219	0	-1.95	1.293447501
19651220	0	-2.5	1.254252122
19651221	0	0	1.215056743
19651222	0	-1.35	1.136665986
19651223	22.4	-1.9	1.136665986
19651224	36.1	0.55	1.371838259
19651225	13	0.55	1.215056743
19651226	26.4	0.55	1.175861365
19651227	32.3	0.55	1.33264288
19651228	21.3	1.4	5.056203868
19651229	8.4	0.85	4.31149167
19651230	11.2	0.55	3.174825684
19651231	5.3	-0.55	2.626090381
19660101	0.5	0	2.234136593
19660102	30.2	0.85	4.154710155
19660103	76.5	0.85	7.172754324
19660104	22.1	1.65	9.838040084
19660105	57.7	2.75	12.50332584
19660106	38.4	2.2	37.82354056
19660107	4.8	1.95	23.16446888
19660108	29.2	1.7	18.81378183
19660109	0	1.1	13.67918721
19660110	14.5	0.25	9.681258569
19660111	6.6	2.2	8.152638795
19660112	7.1	1.95	7.603903491
19660113	39.4	2.2	8.858155614
19660114	46.7	2.8	17.55952971
19660115	1.5	1.65	19.91125244
19660116	0	0.8	14.071141
19660117	0	0.8	10.19079849
19660118	0	-0.55	7.878271143
19660119	0	-2.25	6.428042127
19660120	0	-3.05	5.408962277
19660121	3.6	-1.4	4.781836216
19660122	0.5	0.25	4.31149167
19660123	28.4	0.85	3.919537882
19660124	21.3	1.4	4.115514776
19660125	0	1.65	4.115514776
19660126	0	1.65	3.841147124
19660127	0	1.9	3.527584094
19660128	0	1.65	3.214021063
19660129	2.3	1.95	3.3316072
19660130	16.8	1.65	3.919537882
19660131	2.5	0.55	4.233100913
19660201	0	1.1	3.841147124
19660202	0	1.4	3.449193336
19660203	0	2.5	3.135630306
19660204	2.3	2.75	3.449193336
19660205	2.8	2.2	3.919537882
19660206	10.9	1.95	3.919537882
19660207	2.3	0.8	3.723560988
19660208	14.7	0.55	3.449193336
19660209	29.7	0.85	3.449193336
19660210	1.8	0.3	3.3316072
19660211	19.6	1.1	3.135630306
19660212	1.8	0	3.057239548
19660213	0.5	0	2.822067275
19660214	10.2	1.1	2.743676517
19660215	0	0.3	2.508504245
19660216	0	0.3	2.351722729
19660217	0	0.85	2.273331972
19660218	0	0.55	2.194941214
19660219	7.4	1.1	2.194941214
19660220	2.5	2.05	2.66528576
19660221	0	3.9	2.900458033
19660222	3.8	3.9	3.449193336
19660223	1.5	2.5	4.31149167
19660224	0	3.3	4.115514776
19660225	3.8	3.65	3.919537882
19660226	5.1	4.2	3.841147124
19660227	13.2	3.6	3.919537882
19660228	15.5	2.2	5.017008489
19660301	6.1	0.85	4.703445459
19660302	3	0.55	3.99792864
19660303	1.5	0	3.449193336
19660304	10.7	0	3.057239548
19660305	5.3	1.65	3.214021063
19660306	20.3	2.2	3.841147124
19660307	11.7	2.5	4.899422353
19660308	36.1	2.5	8.740569477
19660309	44.5	3.6	22.34136593
19660310	1	2.8	20.38159699
19660311	0	4.45	12.73849812
19660312	1.5	7.5	10.34758001
19660313	17.5	6.65	13.16964728
19660314	9.1	5.25	15.67815153
19660315	18.3	3.05	14.30631327
19660316	8.9	1.65	11.32746448
19660317	0.8	1.65	8.858155614
19660318	8.1	5	7.525512734
19660319	18.5	1.65	7.251145082
19660320	24.6	1.1	6.6632144
19660321	7.9	0.85	6.075283717
19660322	0	0.25	5.408962277
19660323	0	3.05	5.095399247
19660324	0	5.25	5.017008489
19660325	0	7.2	5.565743793
19660326	0	7.8	7.251145082
19660327	0	8.6	9.524477053
19660328	0	8.6	11.64102751
19660329	0	9.45	13.24803804
19660330	0	8.35	14.26711789
19660331	0	10.8	14.46309478
19660401	0	10.85	17.12838054
19660402	0	12.2	15.71734691
19660403	0	7.05	12.66010736
19660404	0	12.4	11.01390145
19660405	0	12.5	11.17068296
19660406	0	13.05	12.81688887
19660407	0	13.3	13.63999183
19660408	0	10.55	13.20884266
19660409	8.1	10	11.99378592
19660410	24.4	8.6	13.09125653
19660411	12.7	8.3	14.03194562
19660412	1.8	4.45	11.68022289
19660413	0	7.5	8.936546371
19660414	0	10.85	7.447121976
19660415	0	12.75	7.799880385
19660416	0	12.5	8.818960235
19660417	0	9.45	8.152638795
19660418	0	6.65	6.741605157
19660419	0	7.25	5.879306823
19660420	3.3	4.15	5.173790004
19660421	1.8	7.25	4.703445459
19660422	0	10.8	4.31149167
19660423	0	11.7	4.31149167
19660424	0	13.05	4.625054701
19660425	0.8	11.35	5.095399247
19660426	1.5	6.4	4.899422353
19660427	0.3	9.45	4.31149167
19660428	0	5.85	3.99792864
19660429	0	10.3	3.605974852
19660430	0	13.65	3.605974852
19660501	0	16.15	3.919537882
19660502	0	17.8	5.017008489
19660503	0	20	6.428042127
19660504	0	20	7.995857279
19660505	12.4	20	8.701374098
19660506	8.1	10.3	7.682294249
19660507	0	14.15	6.075283717
19660508	0	16.1	5.957697581
19660509	0	13.35	5.800916065
19660510	0	9.45	4.899422353
19660511	0	13.05	3.99792864
19660512	0	10.55	3.723560988
19660513	0	8.6	3.214021063
19660514	0.5	7.75	2.97884879
19660515	15.5	5.55	2.900458033
19660516	2	8.05	2.97884879
19660517	0	11.65	2.66528576
19660518	0	15.85	2.586895002
19660519	0	16.4	2.822067275
19660520	0	16.4	2.900458033
19660521	2.5	7.2	2.97884879
19660522	0	8.6	2.743676517
19660523	0	11.65	2.430113487
19660524	0	16.9	2.508504245
19660525	0	20	2.66528576
19660526	0	15	2.743676517
19660527	0	11.35	2.430113487
19660528	0	13.85	2.194941214
19660529	0	15.3	2.077355078
19660530	0.5	9.7	1.920573562
19660531	1.3	8.6	1.802987426
19660601	6.9	6.95	1.64620591
19660602	2.8	9.7	1.64620591
19660603	1.3	10.85	1.567815153
19660604	0	14.45	1.489424395
19660605	0	16.95	1.411033638
19660606	0.8	18.05	1.489424395
19660607	0	16.65	1.411033638
19660608	0	18.6	1.411033638
19660609	0	19.2	1.33264288
19660610	5.6	11.1	1.489424395
19660611	4.6	10.8	1.489424395
19660612	0	15	1.33264288
19660613	0	18.9	1.254252122
19660614	0	21.35	1.175861365
19660615	1.5	25	1.175861365
19660616	0	21.65	1.097470607
19660617	0	18.9	1.058275228
19660618	0	19.7	1.019079849
19660619	0	15.25	0.979884471
19660620	0	15.55	0.940689092
19660621	0	14.7	0.901493713
19660622	2.5	16.4	0.901493713
19660623	1.3	12.5	0.901493713
19660624	0.3	12.5	0.901493713
19660625	0	16.65	0.823102955
19660626	0	16.7	0.783907576
19660627	0	21.65	0.783907576
19660628	0	13.05	0.783907576
19660629	0	15	0.744712198
19660630	1.3	15	0.744712198
19660701	17.8	10.3	0.901493713
19660702	9.7	10	1.019079849
19660703	0	15	1.019079849
19660704	0	18.9	0.862298334
19660705	1.5	19.7	0.783907576
19660706	0	16.95	0.744712198
19660707	0	15.55	0.744712198
19660708	0	20.25	0.705516819
19660709	6.1	18.35	0.66632144
19660710	0	16.35	0.66632144
19660711	4.6	17.8	0.627126061
19660712	4.8	17.5	0.627126061
19660713	0	17.8	0.627126061
19660714	0	15.55	0.627126061
19660715	0	21.65	0.587930682
19660716	0	19.7	0.587930682
19660717	0	20.85	0.548735303
19660718	0	20.3	0.548735303
19660719	0	18.9	0.548735303
19660720	0	18.6	0.509539925
19660721	0	20.8	0.509539925
19660722	0	21.9	0.548735303
19660723	0	19.75	0.509539925
19660724	0	14.15	0.509539925
19660725	0	13.75	0.509539925
19660726	0	15.85	0.509539925
19660727	0	17.4	0.470344546
19660728	0	20	0.470344546
19660729	0	19.25	0.470344546
19660730	0	20.3	0.470344546
19660731	0	20.55	0.470344546
19660801	0	22.2	0.470344546
19660802	0	23.65	0.470344546
19660803	0	22.25	0.470344546
19660804	0	20.85	0.431149167
19660805	0	20.55	0.431149167
19660806	0	21.95	0.431149167
19660807	0	22.8	0.431149167
19660808	0	19.45	0.431149167
19660809	0	20.55	0.391953788
19660810	0	21.4	0.391953788
19660811	0	20.55	0.391953788
19660812	0	20.85	0.391953788
19660813	0	18.35	0.352758409
19660814	0	22.2	0.352758409
19660815	0	23.35	0.352758409
19660816	0	22.2	0.352758409
19660817	0	20.55	0.352758409
19660818	0	21.7	0.352758409
19660819	0	20.3	0.313563031
19660820	0	22.2	0.313563031
19660821	0	21.7	0.313563031
19660822	0	14.45	0.313563031
19660823	0	16.65	0.313563031
19660824	0	18.35	0.313563031
19660825	4.8	15.55	0.352758409
19660826	0.3	13.9	0.391953788
19660827	1.8	15.8	0.352758409
19660828	0	16.4	0.352758409
19660829	0	14.15	0.352758409
19660830	0	15	0.313563031
19660831	0	16.65	0.313563031
19660901	0	16.65	0.313563031
19660902	0	17.8	0.313563031
19660903	0	19.45	0.313563031
19660904	0	21.15	0.313563031
19660905	0	21.4	0.313563031
19660906	0	19.45	0.313563031
19660907	0	17.2	0.274367652
19660908	0	16.95	0.274367652
19660909	0	16.95	0.274367652
19660910	0.8	16.1	0.274367652
19660911	9.7	11.65	0.352758409
19660912	0	11.65	0.431149167
19660913	0	11.7	0.352758409
19660914	6.4	10.3	0.391953788
19660915	0	13.3	0.391953788
19660916	0	16.65	0.313563031
19660917	19.6	16.65	0.352758409
19660918	3.6	12.5	0.705516819
19660919	0	11.95	0.431149167
19660920	0	14.2	0.352758409
19660921	0	18.35	0.313563031
19660922	0	16.95	0.313563031
19660923	0	15	0.313563031
19660924	0.3	15	0.313563031
19660925	0.8	14.45	0.313563031
19660926	3.3	12.5	0.352758409
19660927	0.5	12.25	0.313563031
19660928	0	14.2	0.313563031
19660929	0	16.1	0.313563031
19660930	0	16.4	0.274367652
19661001	1.5	13.65	0.274367652
19661002	6.6	11.1	0.313563031
19661003	0	11.35	0.313563031
19661004	0	13.1	0.274367652
19661005	0	13.35	0.274367652
19661006	0	11.4	0.274367652
19661007	0	13.9	0.274367652
19661008	0	10.55	0.274367652
19661009	0	8.9	0.274367652
19661010	0	10	0.274367652
19661011	0.8	8.1	0.274367652
19661012	31.2	5	0.509539925
19661013	0	3.9	0.627126061
19661014	0	4.15	0.431149167
19661015	0	6.1	0.352758409
19661016	0	5.55	0.313563031
19661017	0	6.1	0.313563031
19661018	0	6.1	0.313563031
19661019	12.2	6.1	0.313563031
19661020	59.7	4.7	2.077355078
19661021	16.8	4.2	1.489424395
19661022	56.6	7.8	6.780800536
19661023	5.3	11.1	4.31149167
19661024	0	9.45	2.586895002
19661025	0	10.3	1.724596668
19661026	11.4	10.55	1.528619774
19661027	0	9.15	1.411033638
19661028	0	8.65	1.136665986
19661029	0	9.15	0.979884471
19661030	0	11.35	0.901493713
19661031	0	10.3	0.823102955
19661101	0	9.15	0.744712198
19661102	0	8.05	0.705516819
19661103	0	6.65	0.66632144
19661104	0	8.05	0.627126061
19661105	15.2	6.4	0.705516819
19661106	2	5.55	0.979884471
19661107	2.3	5	0.823102955
19661108	0	2.5	0.783907576
19661109	22.1	2.8	0.823102955
19661110	30.7	6.65	1.920573562
19661111	70.1	7.8	11.71941827
19661112	10.7	7.8	16.26608221
19661113	21.8	8.9	7.721489628
19661114	65.8	8.6	18.57860956
19661115	41.1	6.7	26.37848995
19661116	13.2	5.3	20.14642471
19661117	1.3	5	12.26815357
19661118	0.5	5.8	8.074248037
19661119	23.9	8.35	7.133558945
19661120	3.6	6.1	8.191834174
19661121	5.1	3.9	6.898386672
19661122	2	3.9	5.683329929
19661123	0	1.9	4.703445459
19661124	0	2.8	4.037124019
19661125	20.1	3.65	4.233100913
19661126	0	3.9	4.507468564
19661127	0	4.45	3.919537882
19661128	4.8	6.95	3.64517023
19661129	5.8	7.2	3.253216442
19661130	9.7	8.6	3.3316072
19661201	12.2	6.95	4.429077807
19661202	6.4	6.4	4.233100913
19661203	2	5.3	3.841147124
19661204	46.2	3.35	4.821031595
19661205	17.3	1.1	5.487353035
19661206	24.1	1.4	6.075283717
19661207	39.6	0.55	6.192869854
19661208	13.5	0.55	5.095399247
19661209	33.3	0.8	4.703445459
19661210	13.5	2.2	13.71838259
19661211	19.3	2.75	15.09022085
19661212	23.1	4.7	25.00665169
19661213	33.5	5.3	37.15721912
19661214	0	3.9	26.92722525
19661215	0	4.45	15.67815153
19661216	0	3.6	11.20987834
19661217	0	3.3	8.97574175
19661218	0	3.6	7.721489628
19661219	1.5	4.2	6.780800536
19661220	5.3	3.65	6.428042127
19661221	0	1.1	5.800916065
19661222	0	1.1	5.017008489
19661223	7.6	1.4	4.507468564
19661224	16.8	2.2	4.115514776
19661225	11.4	1.1	4.429077807
19661226	0	1.1	3.919537882
19661227	0	-0.85	3.135630306
19661228	2.3	0.85	3.253216442
19661229	10.7	2.2	3.253216442
19661230	0.3	2.75	3.3316072
19661231	11.7	3.3	2.97884879
19670101	9.1	3.05	3.841147124
19670102	1.5	2.5	3.527584094
19670103	35.8	4.45	6.780800536
19670104	16.5	3.05	8.701374098
19670105	11.9	0	7.251145082
19670106	15	0.85	6.192869854
19670107	0	1.1	5.291376141
19670108	0	0.55	4.703445459
19670109	0	1.65	4.429077807
19670110	12.7	2.75	4.429077807
19670111	7.1	3.9	6.6632144
19670112	42.7	1.65	7.486317355
19670113	13.2	3.9	19.20573562
19670114	3	5.55	16.26608221
19670115	10.9	5	13.52240569
19670116	5.8	2.5	11.36665986
19670117	0	0.55	8.701374098
19670118	0	1.65	7.133558945
19670119	30.5	3.9	7.251145082
19670120	51.6	1.35	13.1304519
19670121	16.8	-0.25	10.26918925
19670122	0	0	7.721489628
19670123	0.3	0	6.31045599
19670124	6.1	0.3	5.487353035
19670125	9.4	0.55	5.017008489
19670126	80.5	0.55	12.42493509
19670127	36.1	2.75	32.45377366
19670128	39.9	3.9	47.81836216
19670129	8.6	3.9	31.90503836
19670130	12.4	1.1	21.16550456
19670131	0.3	1.9	15.28619774
19670201	12.2	2.2	11.91539516
19670202	0	3.05	10.07321236
19670203	0	3.35	8.701374098
19670204	2	3.35	7.447121976
19670205	0.8	3.05	6.859191294
19670206	0	2.8	6.036088338
19670207	0	4.15	5.448157656
19670208	0	4.4	5.095399247
19670209	2	3.9	4.781836216
19670210	1.5	2.8	4.429077807
19670211	1.8	3.05	4.233100913
19670212	0	5.25	3.99792864
19670213	29.7	2.8	4.31149167
19670214	12.2	0.55	4.233100913
19670215	24.9	0.85	4.115514776
19670216	39.6	1.1	4.781836216
19670217	32.8	2.75	10.19079849
19670218	3	2.2	13.16964728
19670219	0	1.1	9.367695538
19670220	0	1.1	7.447121976
19670221	0	1.95	6.271260611
19670222	0	2.8	5.565743793
19670223	0	3.35	5.212985383
19670224	1.3	3.3	5.095399247
19670225	3.6	3.9	4.66425008
19670226	0	2.8	4.31149167
19670227	0	4.45	4.115514776
19670228	6.9	5.25	4.233100913
19670301	22.1	2.8	5.212985383
19670302	5.1	1.35	5.095399247
19670303	0	0	4.66425008
19670304	0	0	4.233100913
19670305	0	2.25	3.919537882
19670306	0	3.9	3.527584094
19670307	0	3.05	3.409997957
19670308	4.6	3.9	3.214021063
19670309	32.5	1.65	3.527584094
19670310	15.5	0.8	3.409997957
19670311	0.8	0.55	3.135630306
19670312	0.5	-0.85	3.018044169
19670313	8.9	0.8	2.939653412
19670314	0	0.55	2.782871896
19670315	0	3.05	2.861262654
19670316	10.2	3.9	3.99792864
19670317	14.7	3.9	5.095399247
19670318	8.1	3.05	6.506432884
19670319	4.8	3.6	5.800916065
19670320	8.9	6.1	6.036088338
19670321	1.3	7.2	6.97677743
19670322	6.6	8.05	7.447121976
19670323	18.3	3.6	8.701374098
19670324	4.3	3.9	7.721489628
19670325	3	5.25	6.741605157
19670326	0.8	5.55	5.918502202
19670327	0	6.1	5.212985383
19670328	8.6	2.5	4.66425008
19670329	10.4	1.65	4.31149167
19670330	8.1	2.2	3.99792864
19670331	2.3	3.05	3.801951746
19670401	0	4.15	3.605974852
19670402	0	5	3.409997957
19670403	6.9	8.05	3.292411821
19670404	2.3	7.5	3.409997957
19670405	6.1	5.8	3.292411821
19670406	0	5.85	3.214021063
19670407	0.8	7.2	3.135630306
19670408	0	6.4	3.214021063
19670409	1.3	6.4	3.018044169
19670410	5.1	4.15	3.292411821
19670411	0	5.8	3.018044169
19670412	0	6.95	2.939653412
19670413	15.5	3.05	3.3316072
19670414	4.8	3.35	3.214021063
19670415	0.5	5.3	2.939653412
19670416	14	2.2	3.018044169
19670417	1.8	3.35	3.292411821
19670418	8.6	3.35	3.409997957
19670419	3.3	5	3.292411821
19670420	0	6.7	3.292411821
19670421	0.3	6.1	3.018044169
19670422	1	7.25	3.018044169
19670423	0.8	7.75	3.018044169
19670424	4.1	5	3.018044169
19670425	13.5	4.45	3.292411821
19670426	6.9	3.9	3.409997957
19670427	4.1	4.45	3.527584094
19670428	1.3	5	3.409997957
19670429	0.8	6.1	3.292411821
19670430	0.5	6.1	3.135630306
19670501	0	7.5	3.018044169
19670502	0	9.15	2.939653412
19670503	0	10.85	3.527584094
19670504	0	10.25	4.703445459
19670505	0	12.25	5.095399247
19670506	0	13.3	6.271260611
19670507	0	15.25	7.839075764
19670508	0	15	9.406890917
19670509	14.5	6.95	10.97470607
19670510	13	5.55	8.622983341
19670511	8.6	6.1	7.055168188
19670512	0.5	6.95	5.879306823
19670513	0	10.6	5.487353035
19670514	0	14.15	5.487353035
19670515	0	16.65	7.447121976
19670516	0	19.45	10.19079849
19670517	0	17.8	10.97470607
19670518	0	16.15	9.406890917
19670519	0	18.1	8.622983341
19670520	0	20.55	9.406890917
19670521	0	20	9.406890917
19670522	0	18.9	8.622983341
19670523	0	14.7	7.055168188
19670524	0	11.95	5.879306823
19670525	0	13.3	4.703445459
19670526	0	14.4	4.31149167
19670527	0.3	14.15	4.31149167
19670528	8.1	11.95	4.31149167
19670529	7.4	10	4.703445459
19670530	10.7	6.65	5.095399247
19670531	1	7.2	3.919537882
19670601	5.1	14.45	3.919537882
19670602	0.5	14.45	3.99792864
19670603	0	16.1	3.723560988
19670604	0	17.8	3.801951746
19670605	0.3	15.85	3.801951746
19670606	0	15	3.409997957
19670607	0	11.4	3.018044169
19670608	0	12.8	2.782871896
19670609	0	11.95	2.430113487
19670610	0	14.2	2.273331972
19670611	0	13.65	2.116550456
19670612	1	14.45	2.116550456
19670613	0	18.35	2.116550456
19670614	0	18.9	2.077355078
19670615	0	21.65	1.99896432
19670616	0	23.35	1.920573562
19670617	0	23.05	1.802987426
19670618	0	24.45	1.607010532
19670619	0	24.15	1.489424395
19670620	0.8	19.45	1.371838259
19670621	3.6	14.15	1.528619774
19670622	2.8	12.2	1.607010532
19670623	0.3	18.6	1.33264288
19670624	0	21.65	1.215056743
19670625	0	23.3	1.097470607
19670626	0	21.9	1.058275228
19670627	0	21.65	1.019079849
19670628	0	22.5	0.979884471
19670629	0	23.6	0.979884471
19670630	0	23.05	0.940689092
19670701	0	27.5	0.940689092
19670702	0	26.95	0.901493713
19670703	0	25.85	0.862298334
19670704	0	24.45	0.823102955
19670705	0	21.95	0.823102955
19670706	0	20.3	0.823102955
19670707	0	20.55	0.823102955
19670708	0	18.85	0.783907576
19670709	0	19.45	0.783907576
19670710	0	21.65	0.744712198
19670711	0	23.05	0.744712198
19670712	0	21.95	0.705516819
19670713	0	22.2	0.705516819
19670714	0	20	0.705516819
19670715	0	21.65	0.705516819
19670716	0	21.1	0.66632144
19670717	0	20.3	0.66632144
19670718	0	19.75	0.66632144
19670719	0	18.6	0.66632144
19670720	0	20	0.627126061
19670721	0	22.2	0.627126061
19670722	0	22.5	0.627126061
19670723	0	23.9	0.587930682
19670724	0	18.9	0.587930682
19670725	0	18.35	0.587930682
19670726	0	17.05	0.587930682
19670727	0	17.4	0.587930682
19670728	0	17.65	0.548735303
19670729	0	22.2	0.548735303
19670730	0	22.75	0.548735303
19670731	0	20.85	0.548735303
19670801	0	22.5	0.548735303
19670802	0	22.8	0.509539925
19670803	0	22.5	0.509539925
19670804	0	22.2	0.509539925
19670805	0	19.45	0.509539925
19670806	0	16.65	0.509539925
19670807	0	20	0.509539925
19670808	0	21.95	0.470344546
19670809	0	23.6	0.470344546
19670810	0	24.75	0.470344546
19670811	0	23.6	0.470344546
19670812	0	25	0.470344546
19670813	0	25	0.470344546
19670814	0	25.3	0.431149167
19670815	0	26.35	0.431149167
19670816	0	26.35	0.431149167
19670817	0	25.25	0.431149167
19670818	0	26.1	0.431149167
19670819	0	26.1	0.431149167
19670820	0	23.3	0.431149167
19670821	0	21.65	0.431149167
19670822	0	22.75	0.431149167
19670823	0	21.1	0.431149167
19670824	0	18.85	0.431149167
19670825	0	22.25	0.431149167
19670826	0	19.4	0.431149167
19670827	0	23.85	0.431149167
19670828	0	25.3	0.391953788
19670829	0	22.75	0.391953788
19670830	0	22.2	0.391953788
19670831	0	22.5	0.391953788
19670901	0	20.8	0.391953788
19670902	0	21.65	0.391953788
19670903	0	21.4	0.391953788
19670904	0	20.3	0.391953788
19670905	0	20.25	0.391953788
19670906	0	20.55	0.391953788
19670907	0	19.45	0.391953788
19670908	0	18.35	0.391953788
19670909	0	16.7	0.391953788
19670910	30.7	12.5	0.431149167
19670911	10.9	11.4	0.901493713
19670912	0	11.65	0.548735303
19670913	0	13.6	0.431149167
19670914	0	15.8	0.431149167
19670915	0	16.95	0.391953788
19670916	0	16.65	0.391953788
19670917	1	13.05	0.391953788
19670918	0	16.15	0.391953788
19670919	0	17.5	0.391953788
19670920	0	17.25	0.391953788
19670921	0	17.8	0.391953788
19670922	0	15.55	0.352758409
19670923	0	15.55	0.352758409
19670924	0	15.55	0.352758409
19670925	0	14.45	0.352758409
19670926	0	17.25	0.352758409
19670927	0	18.35	0.352758409
19670928	0	17.2	0.352758409
19670929	12.7	14.15	0.391953788
19670930	24.6	11.1	0.705516819
19671001	37.1	9.45	1.607010532
19671002	21.3	8.35	1.254252122
19671003	16.5	8.9	2.351722729
19671004	6.1	8.05	1.097470607
19671005	8.4	10	0.979884471
19671006	0.5	10.55	0.940689092
19671007	0	10.6	0.783907576
19671008	0	11.65	0.66632144
19671009	0	10.6	0.587930682
19671010	0.5	12.5	0.587930682
19671011	20.6	11.65	0.940689092
19671012	1.5	10.55	1.097470607
19671013	16	9.2	1.097470607
19671014	2	8.05	1.371838259
19671015	0	8.3	1.058275228
19671016	0	8.6	0.901493713
19671017	0	9.15	0.783907576
19671018	2.5	8.6	0.705516819
19671019	0	6.7	0.705516819
19671020	0	7.75	0.66632144
19671021	35.8	9.45	2.782871896
19671022	32.5	10	4.233100913
19671023	9.1	6.1	7.32953584
19671024	20.1	6.95	3.919537882
19671025	5.3	5.85	4.429077807
19671026	0	5.3	3.018044169
19671027	91.2	10.85	12.07217668
19671028	8.6	7.5	18.61780494
19671029	0	6.1	9.093327886
19671030	0	4.7	5.918502202
19671031	0.3	9.7	4.233100913
19671101	0.8	8.6	3.3316072
19671102	0	5.8	2.704481139
19671103	0	7.2	2.194941214
19671104	0	7.5	1.920573562
19671105	0	6.4	1.64620591
19671106	0	7.2	1.528619774
19671107	0	10.3	1.411033638
19671108	18.5	8.9	1.64620591
19671109	34.8	8.6	4.115514776
19671110	42.4	10.25	15.05102547
19671111	5.1	11.1	17.55952971
19671112	0	10.85	10.07321236
19671113	3.3	10.25	6.898386672
19671114	8.1	10	5.64413455
19671115	0	6.35	4.468273186
19671116	0	5.25	3.64517023
19671117	0	6.95	3.096434927
19671118	1.5	3.9	2.743676517
19671119	0	4.15	2.390918108
19671120	0	3.3	2.116550456
19671121	0	3.6	1.920573562
19671122	0	4.45	1.763792047
19671123	2.8	4.15	1.64620591
19671124	5.3	4.45	1.724596668
19671125	1.8	3.6	1.607010532
19671126	0	1.35	1.489424395
